"","SA","Household Size","Family household type","Households count"
"1","Rowville - Central","One person","One family household: Couple family with no children",0
"2","Rowville - Central","One person","One family household: Couple family with children",0
"3","Rowville - Central","One person","One family household: One parent family",0
"4","Rowville - Central","One person","One family household: Other family",0
"5","Rowville - Central","One person","Two or more family household: Couple family with no children",0
"6","Rowville - Central","One person","Two or more family household: Couple family with children",0
"7","Rowville - Central","One person","Two or more family household: One parent family",0
"8","Rowville - Central","One person","Two or more family household: Other family",0
"9","Rowville - Central","One person","Lone person household",666
"10","Rowville - Central","One person","Group household",0
"11","Rowville - Central","Two persons","One family household: Couple family with no children",1922
"12","Rowville - Central","Two persons","One family household: Couple family with children",0
"13","Rowville - Central","Two persons","One family household: One parent family",444
"14","Rowville - Central","Two persons","One family household: Other family",70
"15","Rowville - Central","Two persons","Two or more family household: Couple family with no children",0
"16","Rowville - Central","Two persons","Two or more family household: Couple family with children",0
"17","Rowville - Central","Two persons","Two or more family household: One parent family",0
"18","Rowville - Central","Two persons","Two or more family household: Other family",0
"19","Rowville - Central","Two persons","Lone person household",0
"20","Rowville - Central","Two persons","Group household",156
"21","Rowville - Central","Three persons","One family household: Couple family with no children",174
"22","Rowville - Central","Three persons","One family household: Couple family with children",2094
"23","Rowville - Central","Three persons","One family household: One parent family",663
"24","Rowville - Central","Three persons","One family household: Other family",30
"25","Rowville - Central","Three persons","Two or more family household: Couple family with no children",0
"26","Rowville - Central","Three persons","Two or more family household: Couple family with children",0
"27","Rowville - Central","Three persons","Two or more family household: One parent family",0
"28","Rowville - Central","Three persons","Two or more family household: Other family",0
"29","Rowville - Central","Three persons","Lone person household",0
"30","Rowville - Central","Three persons","Group household",63
"31","Rowville - Central","Four persons","One family household: Couple family with no children",20
"32","Rowville - Central","Four persons","One family household: Couple family with children",4464
"33","Rowville - Central","Four persons","One family household: One parent family",368
"34","Rowville - Central","Four persons","One family household: Other family",12
"35","Rowville - Central","Four persons","Two or more family household: Couple family with no children",44
"36","Rowville - Central","Four persons","Two or more family household: Couple family with children",0
"37","Rowville - Central","Four persons","Two or more family household: One parent family",16
"38","Rowville - Central","Four persons","Two or more family household: Other family",0
"39","Rowville - Central","Four persons","Lone person household",0
"40","Rowville - Central","Four persons","Group household",16
"41","Rowville - Central","Five persons","One family household: Couple family with no children",0
"42","Rowville - Central","Five persons","One family household: Couple family with children",2345
"43","Rowville - Central","Five persons","One family household: One parent family",95
"44","Rowville - Central","Five persons","One family household: Other family",0
"45","Rowville - Central","Five persons","Two or more family household: Couple family with no children",20
"46","Rowville - Central","Five persons","Two or more family household: Couple family with children",70
"47","Rowville - Central","Five persons","Two or more family household: One parent family",15
"48","Rowville - Central","Five persons","Two or more family household: Other family",0
"49","Rowville - Central","Five persons","Lone person household",0
"50","Rowville - Central","Five persons","Group household",0
"51","Rowville - Central","Six or more persons","One family household: Couple family with no children",0
"52","Rowville - Central","Six or more persons","One family household: Couple family with children",750
"53","Rowville - Central","Six or more persons","One family household: One parent family",24
"54","Rowville - Central","Six or more persons","One family household: Other family",0
"55","Rowville - Central","Six or more persons","Two or more family household: Couple family with no children",0
"56","Rowville - Central","Six or more persons","Two or more family household: Couple family with children",312
"57","Rowville - Central","Six or more persons","Two or more family household: One parent family",24
"58","Rowville - Central","Six or more persons","Two or more family household: Other family",0
"59","Rowville - Central","Six or more persons","Lone person household",0
"60","Rowville - Central","Six or more persons","Group household",0
