"","SA","Household Size","Family household type","Households count"
"1","South Yarra - West","One person","One family household: Couple family with no children",0
"2","South Yarra - West","One person","One family household: Couple family with children",0
"3","South Yarra - West","One person","One family household: One parent family",0
"4","South Yarra - West","One person","One family household: Other family",0
"5","South Yarra - West","One person","Two or more family household: Couple family with no children",0
"6","South Yarra - West","One person","Two or more family household: Couple family with children",0
"7","South Yarra - West","One person","Two or more family household: One parent family",0
"8","South Yarra - West","One person","Two or more family household: Other family",0
"9","South Yarra - West","One person","Lone person household",1142
"10","South Yarra - West","One person","Group household",0
"11","South Yarra - West","Two persons","One family household: Couple family with no children",1536
"12","South Yarra - West","Two persons","One family household: Couple family with children",0
"13","South Yarra - West","Two persons","One family household: One parent family",154
"14","South Yarra - West","Two persons","One family household: Other family",106
"15","South Yarra - West","Two persons","Two or more family household: Couple family with no children",0
"16","South Yarra - West","Two persons","Two or more family household: Couple family with children",0
"17","South Yarra - West","Two persons","Two or more family household: One parent family",0
"18","South Yarra - West","Two persons","Two or more family household: Other family",0
"19","South Yarra - West","Two persons","Lone person household",0
"20","South Yarra - West","Two persons","Group household",438
"21","South Yarra - West","Three persons","One family household: Couple family with no children",48
"22","South Yarra - West","Three persons","One family household: Couple family with children",522
"23","South Yarra - West","Three persons","One family household: One parent family",48
"24","South Yarra - West","Three persons","One family household: Other family",36
"25","South Yarra - West","Three persons","Two or more family household: Couple family with no children",0
"26","South Yarra - West","Three persons","Two or more family household: Couple family with children",0
"27","South Yarra - West","Three persons","Two or more family household: One parent family",0
"28","South Yarra - West","Three persons","Two or more family household: Other family",0
"29","South Yarra - West","Three persons","Lone person household",0
"30","South Yarra - West","Three persons","Group household",153
"31","South Yarra - West","Four persons","One family household: Couple family with no children",28
"32","South Yarra - West","Four persons","One family household: Couple family with children",472
"33","South Yarra - West","Four persons","One family household: One parent family",24
"34","South Yarra - West","Four persons","One family household: Other family",0
"35","South Yarra - West","Four persons","Two or more family household: Couple family with no children",12
"36","South Yarra - West","Four persons","Two or more family household: Couple family with children",0
"37","South Yarra - West","Four persons","Two or more family household: One parent family",0
"38","South Yarra - West","Four persons","Two or more family household: Other family",0
"39","South Yarra - West","Four persons","Lone person household",0
"40","South Yarra - West","Four persons","Group household",32
"41","South Yarra - West","Five persons","One family household: Couple family with no children",0
"42","South Yarra - West","Five persons","One family household: Couple family with children",210
"43","South Yarra - West","Five persons","One family household: One parent family",0
"44","South Yarra - West","Five persons","One family household: Other family",0
"45","South Yarra - West","Five persons","Two or more family household: Couple family with no children",0
"46","South Yarra - West","Five persons","Two or more family household: Couple family with children",0
"47","South Yarra - West","Five persons","Two or more family household: One parent family",0
"48","South Yarra - West","Five persons","Two or more family household: Other family",0
"49","South Yarra - West","Five persons","Lone person household",0
"50","South Yarra - West","Five persons","Group household",0
"51","South Yarra - West","Six or more persons","One family household: Couple family with no children",0
"52","South Yarra - West","Six or more persons","One family household: Couple family with children",48
"53","South Yarra - West","Six or more persons","One family household: One parent family",0
"54","South Yarra - West","Six or more persons","One family household: Other family",0
"55","South Yarra - West","Six or more persons","Two or more family household: Couple family with no children",0
"56","South Yarra - West","Six or more persons","Two or more family household: Couple family with children",0
"57","South Yarra - West","Six or more persons","Two or more family household: One parent family",0
"58","South Yarra - West","Six or more persons","Two or more family household: Other family",0
"59","South Yarra - West","Six or more persons","Lone person household",0
"60","South Yarra - West","Six or more persons","Group household",0
