"","SA","Household Size","Family household type","Households count"
"1","Viewbank - Yallambie","One person","One family household: Couple family with no children",0
"2","Viewbank - Yallambie","One person","One family household: Couple family with children",0
"3","Viewbank - Yallambie","One person","One family household: One parent family",0
"4","Viewbank - Yallambie","One person","One family household: Other family",0
"5","Viewbank - Yallambie","One person","Two or more family household: Couple family with no children",0
"6","Viewbank - Yallambie","One person","Two or more family household: Couple family with children",0
"7","Viewbank - Yallambie","One person","Two or more family household: One parent family",0
"8","Viewbank - Yallambie","One person","Two or more family household: Other family",0
"9","Viewbank - Yallambie","One person","Lone person household",1410
"10","Viewbank - Yallambie","One person","Group household",0
"11","Viewbank - Yallambie","Two persons","One family household: Couple family with no children",3268
"12","Viewbank - Yallambie","Two persons","One family household: Couple family with children",0
"13","Viewbank - Yallambie","Two persons","One family household: One parent family",676
"14","Viewbank - Yallambie","Two persons","One family household: Other family",80
"15","Viewbank - Yallambie","Two persons","Two or more family household: Couple family with no children",0
"16","Viewbank - Yallambie","Two persons","Two or more family household: Couple family with children",0
"17","Viewbank - Yallambie","Two persons","Two or more family household: One parent family",0
"18","Viewbank - Yallambie","Two persons","Two or more family household: Other family",0
"19","Viewbank - Yallambie","Two persons","Lone person household",0
"20","Viewbank - Yallambie","Two persons","Group household",246
"21","Viewbank - Yallambie","Three persons","One family household: Couple family with no children",150
"22","Viewbank - Yallambie","Three persons","One family household: Couple family with children",2568
"23","Viewbank - Yallambie","Three persons","One family household: One parent family",693
"24","Viewbank - Yallambie","Three persons","One family household: Other family",33
"25","Viewbank - Yallambie","Three persons","Two or more family household: Couple family with no children",0
"26","Viewbank - Yallambie","Three persons","Two or more family household: Couple family with children",0
"27","Viewbank - Yallambie","Three persons","Two or more family household: One parent family",0
"28","Viewbank - Yallambie","Three persons","Two or more family household: Other family",0
"29","Viewbank - Yallambie","Three persons","Lone person household",0
"30","Viewbank - Yallambie","Three persons","Group household",90
"31","Viewbank - Yallambie","Four persons","One family household: Couple family with no children",44
"32","Viewbank - Yallambie","Four persons","One family household: Couple family with children",4384
"33","Viewbank - Yallambie","Four persons","One family household: One parent family",360
"34","Viewbank - Yallambie","Four persons","One family household: Other family",12
"35","Viewbank - Yallambie","Four persons","Two or more family household: Couple family with no children",32
"36","Viewbank - Yallambie","Four persons","Two or more family household: Couple family with children",0
"37","Viewbank - Yallambie","Four persons","Two or more family household: One parent family",44
"38","Viewbank - Yallambie","Four persons","Two or more family household: Other family",0
"39","Viewbank - Yallambie","Four persons","Lone person household",0
"40","Viewbank - Yallambie","Four persons","Group household",60
"41","Viewbank - Yallambie","Five persons","One family household: Couple family with no children",0
"42","Viewbank - Yallambie","Five persons","One family household: Couple family with children",1805
"43","Viewbank - Yallambie","Five persons","One family household: One parent family",95
"44","Viewbank - Yallambie","Five persons","One family household: Other family",0
"45","Viewbank - Yallambie","Five persons","Two or more family household: Couple family with no children",0
"46","Viewbank - Yallambie","Five persons","Two or more family household: Couple family with children",50
"47","Viewbank - Yallambie","Five persons","Two or more family household: One parent family",45
"48","Viewbank - Yallambie","Five persons","Two or more family household: Other family",0
"49","Viewbank - Yallambie","Five persons","Lone person household",0
"50","Viewbank - Yallambie","Five persons","Group household",15
"51","Viewbank - Yallambie","Six or more persons","One family household: Couple family with no children",0
"52","Viewbank - Yallambie","Six or more persons","One family household: Couple family with children",606
"53","Viewbank - Yallambie","Six or more persons","One family household: One parent family",24
"54","Viewbank - Yallambie","Six or more persons","One family household: Other family",0
"55","Viewbank - Yallambie","Six or more persons","Two or more family household: Couple family with no children",0
"56","Viewbank - Yallambie","Six or more persons","Two or more family household: Couple family with children",102
"57","Viewbank - Yallambie","Six or more persons","Two or more family household: One parent family",18
"58","Viewbank - Yallambie","Six or more persons","Two or more family household: Other family",0
"59","Viewbank - Yallambie","Six or more persons","Lone person household",0
"60","Viewbank - Yallambie","Six or more persons","Group household",0
