"","SA","Household Size","Family household type","Households count"
"1","St Kilda East","One person","One family household: Couple family with no children",0
"2","St Kilda East","One person","One family household: Couple family with children",0
"3","St Kilda East","One person","One family household: One parent family",0
"4","St Kilda East","One person","One family household: Other family",0
"5","St Kilda East","One person","Two or more family household: Couple family with no children",0
"6","St Kilda East","One person","Two or more family household: Couple family with children",0
"7","St Kilda East","One person","Two or more family household: One parent family",0
"8","St Kilda East","One person","Two or more family household: Other family",0
"9","St Kilda East","One person","Lone person household",2903
"10","St Kilda East","One person","Group household",0
"11","St Kilda East","Two persons","One family household: Couple family with no children",3352
"12","St Kilda East","Two persons","One family household: Couple family with children",0
"13","St Kilda East","Two persons","One family household: One parent family",558
"14","St Kilda East","Two persons","One family household: Other family",222
"15","St Kilda East","Two persons","Two or more family household: Couple family with no children",0
"16","St Kilda East","Two persons","Two or more family household: Couple family with children",0
"17","St Kilda East","Two persons","Two or more family household: One parent family",0
"18","St Kilda East","Two persons","Two or more family household: Other family",0
"19","St Kilda East","Two persons","Lone person household",0
"20","St Kilda East","Two persons","Group household",1506
"21","St Kilda East","Three persons","One family household: Couple family with no children",288
"22","St Kilda East","Three persons","One family household: Couple family with children",1422
"23","St Kilda East","Three persons","One family household: One parent family",282
"24","St Kilda East","Three persons","One family household: Other family",87
"25","St Kilda East","Three persons","Two or more family household: Couple family with no children",0
"26","St Kilda East","Three persons","Two or more family household: Couple family with children",0
"27","St Kilda East","Three persons","Two or more family household: One parent family",0
"28","St Kilda East","Three persons","Two or more family household: Other family",0
"29","St Kilda East","Three persons","Lone person household",0
"30","St Kilda East","Three persons","Group household",645
"31","St Kilda East","Four persons","One family household: Couple family with no children",76
"32","St Kilda East","Four persons","One family household: Couple family with children",1508
"33","St Kilda East","Four persons","One family household: One parent family",92
"34","St Kilda East","Four persons","One family household: Other family",12
"35","St Kilda East","Four persons","Two or more family household: Couple family with no children",40
"36","St Kilda East","Four persons","Two or more family household: Couple family with children",0
"37","St Kilda East","Four persons","Two or more family household: One parent family",24
"38","St Kilda East","Four persons","Two or more family household: Other family",0
"39","St Kilda East","Four persons","Lone person household",0
"40","St Kilda East","Four persons","Group household",192
"41","St Kilda East","Five persons","One family household: Couple family with no children",0
"42","St Kilda East","Five persons","One family household: Couple family with children",550
"43","St Kilda East","Five persons","One family household: One parent family",40
"44","St Kilda East","Five persons","One family household: Other family",0
"45","St Kilda East","Five persons","Two or more family household: Couple family with no children",15
"46","St Kilda East","Five persons","Two or more family household: Couple family with children",0
"47","St Kilda East","Five persons","Two or more family household: One parent family",0
"48","St Kilda East","Five persons","Two or more family household: Other family",0
"49","St Kilda East","Five persons","Lone person household",0
"50","St Kilda East","Five persons","Group household",25
"51","St Kilda East","Six or more persons","One family household: Couple family with no children",18
"52","St Kilda East","Six or more persons","One family household: Couple family with children",480
"53","St Kilda East","Six or more persons","One family household: One parent family",0
"54","St Kilda East","Six or more persons","One family household: Other family",0
"55","St Kilda East","Six or more persons","Two or more family household: Couple family with no children",0
"56","St Kilda East","Six or more persons","Two or more family household: Couple family with children",42
"57","St Kilda East","Six or more persons","Two or more family household: One parent family",0
"58","St Kilda East","Six or more persons","Two or more family household: Other family",0
"59","St Kilda East","Six or more persons","Lone person household",0
"60","St Kilda East","Six or more persons","Group household",18
