SA2,APD,APD%,Population size
Abbotsford,0.145130636401518,14.5130636401518,100.9785935
Airport West,0.210678376792139,21.0678376792139,99.9425124
Albert Park,0.161845435061985,16.1845435061985,99.8726199
Alphington - Fairfield,0.197572955031335,19.7572955031335,100.0243758
Altona,0.238878221705522,23.8878221705522,99.9405675
Altona Meadows,0.184895035228331,18.4895035228331,99.7066042
Altona North,0.207794372238536,20.7794372238536,99.8462958
Ardeer - Albion,0.177978934495517,17.7978934495517,100.2933371
Armadale,0.190568623889898,19.0568623889898,99.9200913
Ascot Vale,0.180773605997927,18.0773605997927,100.0816199
Ashburton (Vic.),0.294512519426007,29.4512519426007,99.6703146
Ashwood - Chadstone,0.196893725131217,19.6893725131217,100.0246099
Aspendale Gardens - Waterways,0.23444877353671,23.444877353671,100.1712911
Bacchus Marsh,0.238518966573861,23.8518966573861,100.0699465
Balwyn,0.2681972635214,26.81972635214,99.595817
Balwyn North,0.288179669134579,28.8179669134579,100.0952718
Bayswater,0.223483134958333,22.3483134958333,99.8220642
Bayswater North,0.214190444023189,21.4190444023189,100.0087137
Beaconsfield - Officer,0.21981219098492,21.981219098492,99.8888338
Beaumaris,0.301065571100214,30.1065571100214,100.140274
Belgrave - Selby,0.251191129938552,25.1191129938552,100.0894452
Bentleigh East,0.233341592981426,23.3341592981426,99.9267117
Bentleigh - McKinnon,0.253052078129394,25.3052078129394,99.9904236
Berwick - North,0.234149212932026,23.4149212932026,99.991012
Berwick - South,0.161333049552541,16.1333049552541,99.895598
Blackburn,0.249760357696973,24.9760357696973,100.0100892
Blackburn South,0.249956169132515,24.9956169132515,99.782752
Boronia - The Basin,0.219570391008015,21.9570391008015,100.0518898
Box Hill,0.191607259736808,19.1607259736808,99.9942441
Box Hill North,0.222157449409698,22.2157449409698,100.1704616
Braeside,5.333333329,533.3333329,23.0769231
Braybrook,0.1779429714951,17.79429714951,100.1632136
Brighton East,0.297146378343319,29.7146378343319,99.9610695
Brighton (Vic.),0.299663188234191,29.9663188234191,100.1834861
Broadmeadows,0.196469714954766,19.6469714954766,100.3932963
Brunswick,0.114714390236016,11.4714390236016,99.7144481
Brunswick East,0.123731661557991,12.3731661557991,100.10617
Brunswick West,0.148660096232437,14.8660096232437,99.8707027
Bulleen,0.26336126078019,26.3361260780189,99.8344067
Bundoora - East,0.257385082834483,25.7385082834483,99.6952187
Bundoora - North,0.229954641354752,22.9954641354752,99.5953655
Bundoora - West,0.216147615611234,21.6147615611234,99.7876512
Bunyip - Garfield,0.268261334823041,26.8261334823041,99.7318055
Burwood,0.219504682311709,21.9504682311709,99.9351429
Burwood East,0.253565151852209,25.3565151852209,100.3648195
Cairnlea,0.151765127261555,15.1765127261555,99.9095024
Camberwell,0.297298438347257,29.7298438347257,99.9101396
Campbellfield - Coolaroo,0.210544082903355,21.0544082903355,99.9937617
Carlton,0.0826323411784119,8.26323411784119,100.0354459
Carlton North - Princes Hill,0.158081198705956,15.8081198705956,99.7589491
Carnegie,0.183970743035741,18.3970743035741,99.938639
Caroline Springs,0.15050726034643,15.050726034643,99.9923286
Carrum Downs,0.182920911969931,18.2920911969931,99.9529314
Carrum - Patterson Lakes,0.224736749980081,22.4736749980081,99.9999999
Caulfield - North,0.215961395686412,21.5961395686412,100.0151743
Caulfield - South,0.259732502132975,25.9732502132975,99.8965561
Chelsea - Bonbeach,0.199251983578909,19.9251983578909,100.1620867
Chelsea Heights,0.257046626976596,25.7046626976596,99.5564986
Cheltenham - Highett (East),0.21858467185602,21.858467185602,99.7986744
Cheltenham - Highett (West),0.249264442670779,24.9264442670779,99.7153794
Chirnside Park,0.264723429125432,26.4723429125432,100.5151814
Clarinda - Oakleigh South,0.247249525579313,24.7249525579313,100.1800565
Clayton,0.164151197532826,16.4151197532826,99.8644678
Clayton South,0.187904804783832,18.7904804783832,99.8881726
Coburg,0.169611514593862,16.9611514593862,99.9279366
Coburg North,0.21355113967577,21.355113967577,99.6806567
Collingwood,0.106590764992061,10.6590764992061,100.4482917
Craigieburn - Mickleham,0.146906265047759,14.6906265047759,99.9883437
Cranbourne,0.185865156676232,18.5865156676232,99.7798424
Cranbourne East,0.21411437751023,21.411437751023,99.6711329
Cranbourne North,0.168402353400576,16.8402353400576,99.8490358
Cranbourne South,0.254163775220581,25.4163775220581,100.1786524
Cranbourne West,0.154960252296445,15.4960252296445,100.0114363
Croydon,0.218474147276331,21.8474147276331,100.0844629
Croydon Hills - Warranwood,0.246005910738832,24.6005910738832,100.0943662
Dandenong,0.169288454806482,16.9288454806482,99.8997027
Dandenong North,0.237423472332046,23.7423472332046,99.9087221
Deer Park - Derrimut,0.155008361519193,15.5008361519193,100.1126426
Delahey,0.194440842013789,19.4440842013789,99.9644637
Dingley Village,0.270410670936722,27.0410670936722,100.2065101
Docklands,0.106470036245002,10.6470036245002,99.9654522
Doncaster,0.252131138905578,25.2131138905578,100.0272346
Doncaster East,0.260837465914355,26.0837465914355,99.9223547
Donvale - Park Orchards,0.309948333188173,30.9948333188173,100.0322603
Doveton,0.226245315209826,22.6245315209826,100.0292513
Dromana,0.247524856725544,24.7524856725544,99.988908
East Melbourne,0.151254937642089,15.1254937642089,99.7757392
Edithvale - Aspendale,0.258796783486399,25.8796783486399,99.8178358
Elsternwick,0.231127330642464,23.1127330642464,99.8603614
Eltham,0.261988152559293,26.1988152559293,99.8333699
Elwood,0.121365885329143,12.1365885329143,100.1092892
Emerald - Cockatoo,0.254342416576794,25.4342416576794,99.9486015
Endeavour Hills,0.228896387062691,22.8896387062691,99.9843165
Epping,0.181204648039953,18.1204648039953,99.9478698
Essendon - Aberfeldie,0.189335409403156,18.9335409403156,99.9717284
Fawkner,0.230497243753502,23.0497243753502,99.8491465
Ferntree Gully,0.216108043048504,21.6108043048504,100.0391804
