SA2,Cosine similarity
Abbotsford,0.999526372926537
Airport West,0.999248116811258
Albert Park,0.99956899723326
Alphington - Fairfield,0.999583669089607
Altona,0.999796413723356
Altona Meadows,0.999766048556946
Altona North,0.999269532451207
Ardeer - Albion,0.999881572009411
Armadale,0.999649628678051
Ascot Vale,0.999798265153914
Ashburton (Vic.),0.999374342411724
Ashwood - Chadstone,0.999876658550858
Aspendale Gardens - Waterways,0.999903612889786
Bacchus Marsh,0.9997989165066
Balwyn,0.999664521244565
Balwyn North,0.999374668468644
Bayswater,0.999959511767453
Bayswater North,0.999900111683572
Beaconsfield - Officer,0.999925222456433
Beaumaris,0.998575608124847
Belgrave - Selby,0.999877310245168
Bentleigh East,0.999585704444813
Bentleigh - McKinnon,0.99982778278123
Berwick - North,0.999850025294493
Berwick - South,0.999973755778692
Blackburn,0.999566097958476
Blackburn South,0.999502674800815
Boronia - The Basin,0.999876026328155
Box Hill,0.999922574623062
Box Hill North,0.999751224692427
Braeside,0
Braybrook,0.999936377842796
Brighton East,0.999317784185061
Brighton (Vic.),0.997970801052507
Broadmeadows,0.999981782006446
Brunswick,0.999601627898132
Brunswick East,0.999466509410482
Brunswick West,0.999819130801488
Bulleen,0.998645228536632
Bundoora - East,0.999573254560247
Bundoora - North,0.999925388926221
Bundoora - West,0.999897923136091
Bunyip - Garfield,0.999172572857708
Burwood,0.999831762917434
Burwood East,0.999148694827182
Cairnlea,0.999940420181063
Camberwell,0.999404642840593
Campbellfield - Coolaroo,0.999918152572734
Carlton,0.999630479009746
Carlton North - Princes Hill,0.99889741886989
Carnegie,0.999932895910349
Caroline Springs,0.999975184592272
Carrum Downs,0.999903683740784
Carrum - Patterson Lakes,0.999905025094642
Caulfield - North,0.99908943508369
Caulfield - South,0.999011804839726
Chelsea - Bonbeach,0.99988554893288
Chelsea Heights,0.999859125068731
Cheltenham - Highett (East),0.999351866372278
Cheltenham - Highett (West),0.999679798721447
Chirnside Park,0.99978822181039
