SA2;FT statistic;FT p-value;FT degrees of freedom
Abbotsford;5.0913489173287;1;nan
Airport West;8.00948435004289;1;nan
Albert Park;3.87148403731749;1;nan
Alphington - Fairfield;4.65296273807735;1;nan
Altona;6.19698483168193;1;nan
Altona Meadows;5.2020819376351;1;nan
Altona North;5.63400249426087;1;nan
Ardeer - Albion;3.96068212405226;1;nan
Armadale;3.76631161015374;1;nan
Ascot Vale;4.33696065103894;1;nan
Ashburton (Vic.);9.40032453129711;1;nan
Ashwood - Chadstone;6.16810757467725;1;nan
Aspendale Gardens - Waterways;6.56602263326221;1;nan
Bacchus Marsh;6.69095933896178;1;nan
Balwyn;8.34084568770226;1;nan
Balwyn North;9.38369712641462;1;nan
Bayswater;5.75669098273923;1;nan
Bayswater North;7.12369495863432;1;nan
Beaconsfield - Officer;5.20586431131702;1;nan
Beaumaris;11.0331282882106;1;nan
Belgrave - Selby;6.94650899082426;1;nan
Bentleigh - McKinnon;7.49898139382831;1;nan
Bentleigh East;7.50780826433065;1;nan
Berwick - North;6.45283525116081;1;nan
Berwick - South;4.25125598796264;1;nan
Blackburn;7.20214282981577;1;nan
Blackburn South;7.91818917544622;1;nan
Boronia - The Basin;4.84390655833377;1;nan
Box Hill;5.39762440608211;1;nan
Box Hill North;7.21942837537329;1;nan
Braeside;800;0.000999000999000999;nan
Braybrook;3.3529534351939;1;nan
Brighton (Vic.);10.13382537639;1;nan
Brighton East;10.5240251006297;1;nan
Broadmeadows;5.89710713591169;1;nan
Brunswick;2.581509260243;1;nan
Brunswick East;3.47806226200692;1;nan
Brunswick West;3.45250394769335;1;nan
Bulleen;8.79236904835872;1;nan
Bundoora - East;7.29204220233192;1;nan
Bundoora - North;5.55736984287588;1;nan
Bundoora - West;6.00347219931024;1;nan
Bunyip - Garfield;6.5621871847458;1;nan
Burwood;6.16534758170274;1;nan
Burwood East;7.73000757592982;1;nan
Cairnlea;4.28049801097186;1;nan
Camberwell;9.597866361792;1;nan
Campbellfield - Coolaroo;4.85867268871562;1;nan
Carlton;1.55002396197203;1;nan
Carlton North - Princes Hill;3.17914672963809;1;nan
Carnegie;5.70436866935088;1;nan
Caroline Springs;3.29355990457252;1;nan
Carrum - Patterson Lakes;5.54004887852237;1;nan
Carrum Downs;5.63377456227786;1;nan
Caulfield - North;4.62044047859192;1;nan
Caulfield - South;7.61924561876245;1;nan
Chelsea - Bonbeach;5.18889205235627;1;nan
Chelsea Heights;6.02053659563993;1;nan
Cheltenham - Highett (East);5.46359291054998;1;nan
Cheltenham - Highett (West);5.78604308049632;1;nan
Chirnside Park;6.70602383048449;1;nan
Clarinda - Oakleigh South;7.68702023719999;1;nan
Clayton;4.07664219045683;1;nan
Clayton South;5.64330653251675;1;nan
Coburg;3.90461257189269;1;nan
Coburg North;6.44093800749105;1;nan
Collingwood;4.18336432161808;1;nan
Craigieburn - Mickleham;2.82732522710538;1;nan
