"SA2","Cosine similarity"
"Abbotsford","0.999966567438703"
"Airport West","0.999274468492844"
"Albert Park","0.999797195195965"
"Alphington - Fairfield","0.999767133502894"
"Altona","0.9998217953366"
"Altona Meadows","0.999770020853472"
"Altona North","0.999272295338746"
"Ardeer - Albion","0.999981385548983"
"Armadale","0.999875728336761"
"Ascot Vale","0.999901517346616"
"Ashburton (Vic.)","0.99958231077418"
"Ashwood - Chadstone","0.999927514393726"
"Aspendale Gardens - Waterways","0.99990360013138"
"Bacchus Marsh","0.999814221485283"
"Balwyn","0.999749075346181"
"Balwyn North","0.99948011542204"
"Bayswater","0.999960113566954"
"Bayswater North","0.999896604614934"
"Beaconsfield - Officer","0.999932889619788"
"Beaumaris","0.998774830156734"
"Belgrave - Selby","0.99983090759013"
"Bentleigh East","0.99960260056026"
"Bentleigh - McKinnon","0.999852189056974"
"Berwick - North","0.999857781174459"
"Berwick - South","0.999974077127601"
"Blackburn","0.999611502357558"
"Blackburn South","0.999513707391955"
"Boronia - The Basin","0.999881936966741"
"Box Hill","0.99992164045328"
"Box Hill North","0.999795463158973"
"Braeside","0.5"
"Braybrook","0.999952653916984"
"Brighton East","0.999476587808425"
"Brighton (Vic.)","0.99832144778498"
"Broadmeadows","0.999985247753313"
"Brunswick","0.999960504945003"
"Brunswick East","0.99992199648424"
"Brunswick West","0.999955058615896"
"Bulleen","0.998701364511303"
"Bundoora - East","0.999610798736634"
"Bundoora - North","0.999927200603107"
"Bundoora - West","0.999909748803788"
"Bunyip - Garfield","0.999238667313482"
"Burwood","0.999892108976851"
"Burwood East","0.999182867310135"
"Cairnlea","0.999940433707458"
"Camberwell","0.999505717215496"
"Campbellfield - Coolaroo","0.999924534448542"
"Carlton","0.999998815396056"
"Carlton North - Princes Hill","0.999969016301974"
"Carnegie","0.999975905184227"
"Caroline Springs","0.999975240999215"
"Carrum Downs","0.99990720655979"
"Carrum - Patterson Lakes","0.999919754105954"
"Caulfield - North","0.999196525804049"
"Caulfield - South","0.99905956649485"
"Chelsea - Bonbeach","0.999910954374958"
"Chelsea Heights","0.999878212736785"
"Cheltenham - Highett (East)","0.999420498099314"
"Cheltenham - Highett (West)","0.999797246129688"
"Chirnside Park","0.999799423727895"
"Clarinda - Oakleigh South","0.999921789802387"
"Clayton","0.999950143082011"
"Clayton South","0.99987401513653"
"Coburg","0.999877817441148"
"Coburg North","0.998897324598232"
"Collingwood","0.999985683468376"
"Craigieburn - Mickleham","0.999972833661206"
"Cranbourne","0.999846091298983"
"Cranbourne East","0.999954247369849"
"Cranbourne North","0.999994027793958"
"Cranbourne South","0.999849620962304"
"Cranbourne West","0.999957001567987"
"Croydon","0.999865909559271"
"Croydon Hills - Warranwood","0.999814062347418"
"Dandenong","0.999979011870301"
"Dandenong North","0.999919596973978"
"Deer Park - Derrimut","0.999959797099736"
"Delahey","0.999894538608745"
"Dingley Village","0.99920165197289"
"Docklands","0.999968433782265"
"Doncaster","0.99957187405274"
"Doncaster East","0.999474575168647"
"Donvale - Park Orchards","0.99913856044891"
"Doveton","0.999925982722907"
"Dromana","0.997610646629561"
"East Melbourne","0.999982571408617"
"Edithvale - Aspendale","0.999782904480391"
"Elsternwick","0.999263019621852"
"Eltham","0.999804490103109"
"Elwood","0.999925709885407"
"Emerald - Cockatoo","0.999775360803496"
"Endeavour Hills","0.999925634637856"
"Epping","0.999917181388499"
"Essendon - Aberfeldie","0.9997109044019"
"Fawkner","0.995462363903584"
"Ferntree Gully","0.999896805959216"
"Fitzroy","0.999994754285824"
"Fitzroy North","0.999990445681935"
"Flemington","0.999961891557113"
"Flemington Racecourse","0.988185509970222"
"Flinders","0.991535637719709"
"Footscray","0.99995027051531"
"Forest Hill","0.999108165338245"
"Frankston","0.999894035808402"
"Frankston North","0.999856840544789"
"Frankston South","0.999837141726505"
"Gisborne","0.999821002734551"
"Gladstone Park - Westmeadows","0.999920517439595"
"Glen Iris - East","0.999562807990308"
"Glenroy - Hadfield","0.999413938778305"
"Glen Waverley - East","0.999651005093264"
"Glen Waverley - West","0.999855016049167"
"Greensborough","0.999883080980084"
"Greenvale - Bulla","0.999938697135775"
"Hallam","0.999990396762588"
"Hampton","0.999683594347397"
