"SA2","FT statistic","FT p-value","FT degrees of freedom"
"Abbotsford","8.38451370094217","1","127"
"Airport West","25.3695644384763","1","127"
"Albert Park","45.5604462650114","0.999999999998007","127"
"Alphington - Fairfield","23.7949824577111","1","127"
"Altona","28.8966333992905","1","127"
"Altona Meadows","33.9830026649715","1","127"
"Altona North","35.6720249164545","1","127"
"Ardeer - Albion","5.65914892778176","1","127"
"Armadale","20.6270617825598","1","127"
"Ascot Vale","35.4502823044272","1","127"
"Ashburton (Vic.)","36.7091883541138","1","127"
"Ashwood - Chadstone","20.4575694305576","1","127"
"Aspendale Gardens - Waterways","16.2292611200514","1","127"
"Bacchus Marsh","47.1815609751776","0.999999999991683","127"
"Balwyn","55.5126587145443","0.999999995630712","127"
"Balwyn North","99.7239176030095","0.964807423010134","127"
"Bayswater","10.1697152033676","1","127"
"Bayswater North","15.3627204362473","1","127"
"Beaconsfield - Officer","12.9316970641584","1","127"
"Beaumaris","124.702909576777","0.541058643373007","127"
"Belgrave - Selby","26.2140884749716","1","127"
"Bentleigh East","102.124047559589","0.948839408387432","127"
"Bentleigh - McKinnon","59.59440005519","0.99999994573093","127"
"Berwick - North","63.1705600005","0.999999613596441","127"
"Berwick - South","25.877443609605","1","127"
"Blackburn","62.3575949637857","0.999999748061044","127"
"Blackburn South","37.5197655002367","1","127"
"Boronia - The Basin","41.1558621914004","0.999999999999973","127"
"Box Hill","16.5896904992296","1","127"
"Box Hill North","37.8473956009619","0.999999999999999","127"
"Braeside","24","1","127"
"Braybrook","7.83637870738504","1","127"
"Brighton East","93.2028269825315","0.989328859018913","127"
"Brighton (Vic.)","232.706693324117","3.22702792567215e-08","127"
"Broadmeadows","2.34005411635784","1","127"
"Brunswick","43.6926566219829","0.999999999999652","127"
"Brunswick East","18.0925773054873","1","127"
"Brunswick West","17.1917890666014","1","127"
"Bulleen","76.3054451546872","0.999891704691192","127"
"Bundoora - East","23.672674959858","1","127"
"Bundoora - North","5.4248221726929","1","127"
"Bundoora - West","8.98340742395291","1","127"
"Bunyip - Garfield","30.8806594429677","1","127"
"Burwood","6.15095592690101","1","127"
"Burwood East","34.3071368198642","1","127"
"Cairnlea","3.85779291704959","1","127"
"Camberwell","106.689784598592","0.904396735857686","127"
"Campbellfield - Coolaroo","10.4156557867485","1","127"
"Carlton","13.3233734923738","1","127"
"Carlton North - Princes Hill","26.5927061954105","1","127"
"Carnegie","11.3516404299509","1","127"
"Caroline Springs","27.2195407284336","1","127"
"Carrum Downs","20.2193546889259","1","127"
"Carrum - Patterson Lakes","20.364831019612","1","127"
"Caulfield - North","109.811753576638","0.861933416273598","127"
"Caulfield - South","94.6768868468882","0.985685195088982","127"
"Chelsea - Bonbeach","26.8862869725837","1","127"
"Chelsea Heights","14.1563890715433","1","127"
"Cheltenham - Highett (East)","82.2014860657393","0.999286509638784","127"
"Cheltenham - Highett (West)","37.447760977329","1","127"
"Chirnside Park","29.9536433477103","1","127"
"Clarinda - Oakleigh South","11.9599191205128","1","127"
"Clayton","9.11593664046071","1","127"
"Clayton South","11.6385320578679","1","127"
"Coburg","46.8920906648658","0.99999999999352","127"
"Coburg North","34.267470408895","1","127"
"Collingwood","12.9261166719848","1","127"
"Craigieburn - Mickleham","21.1242029996064","1","127"
"Cranbourne","20.0429685975799","1","127"
"Cranbourne East","9.23025797286852","1","127"
"Cranbourne North","5.00094002366383","1","127"
"Cranbourne South","15.9628227408603","1","127"
"Cranbourne West","5.466930420489","1","127"
"Croydon","75.8117198640402","0.999908988417007","127"
"Croydon Hills - Warranwood","70.7473502579299","0.999986948777452","127"
"Dandenong","11.838161532975","1","127"
"Dandenong North","26.7532505730513","1","127"
"Deer Park - Derrimut","3.50298112650557","1","127"
"Delahey","9.1246768910873","1","127"
"Dingley Village","66.9814107557471","0.999997491398917","127"
"Docklands","8.79671086514527","1","127"
"Doncaster","57.2262649512321","0.999999986920886","127"
"Doncaster East","108.716431537819","0.877998251202351","127"
"Donvale - Park Orchards","114.998767766476","0.769122201161698","127"
"Doveton","6.21651534003196","1","127"
"Dromana","102.857522009624","0.943011069697914","127"
"East Melbourne","9.77434462554067","1","127"
"Edithvale - Aspendale","51.3626937972653","0.999999999762452","127"
"Elsternwick","53.9156473326849","0.999999998509991","127"
"Eltham","68.0846377125776","0.99999585313564","127"
"Elwood","25.6573928243177","1","127"
"Emerald - Cockatoo","77.7420042928648","0.99982300143356","127"
"Endeavour Hills","32.8449842007078","1","127"
"Epping","21.04772270738","1","127"
"Essendon - Aberfeldie","91.7682181138033","0.992096661305307","127"
"Fawkner","174.899008974048","0.00312460462024968","127"
"Ferntree Gully","49.0881581491154","0.999999999959414","127"
"Fitzroy","22.032895996549","1","127"
"Fitzroy North","32.0779921714862","1","127"
"Flemington","6.61985103169084","1","127"
"Flemington Racecourse","15.4266220560234","1","127"
"Flinders","159.319189803928","0.0275153373857925","127"
"Footscray","8.41573661012684","1","127"
"Forest Hill","43.6732105874998","0.999999999999659","127"
"Frankston","47.3879273664533","0.999999999990079","127"
"Frankston North","37.2228186046971","1","127"
"Frankston South","61.9480917013339","0.999999797705191","127"
"Gisborne","65.826402189216","0.999998544564686","127"
"Gladstone Park - Westmeadows","21.2211091632664","1","127"
"Glen Iris - East","69.9392503500347","0.99999069467132","127"
"Glenroy - Hadfield","98.3676294210829","0.971933190832453","127"
"Glen Waverley - East","42.5201671245317","0.99999999999989","127"
"Glen Waverley - West","23.6289574493102","1","127"
"Greensborough","42.5148289272849","0.999999999999891","127"
"Greenvale - Bulla","8.79058502240368","1","127"
"Hallam","1.83132651266998","1","127"
"Hampton","82.7014795948026","0.999175488259836","127"
"Hampton Park - Lynbrook","11.0666902197735","1","127"
"Hastings - Somers","54.8003580028589","0.999999997277934","127"
"Hawthorn","40.7353128503913","0.999999999999983","127"
"Hawthorn East","52.0078245729326","0.999999999616823","127"
"Healesville - Yarra Glen","77.4369514652477","0.999840249516916","127"
"Heidelberg - Rosanna","45.7027020558988","0.999999999997734","127"
"Heidelberg West","21.906004571168","1","127"
"Hillside","13.9866531710723","1","127"
"Hoppers Crossing - North","22.9658725645048","1","127"
"Hoppers Crossing - South","23.1442716441214","1","127"
"Hughesdale","11.6034017460165","1","127"
"Hurstbridge","10.7718110929222","1","127"
"Ivanhoe","24.1072511206104","1","127"
"Ivanhoe East - Eaglemont","89.4531348916452","0.995281258317119","127"
"Keilor","27.0078186302873","1","127"
"Keilor Downs","10.9115262095791","1","127"
"Keilor East","143.546404719169","0.14970963203149","127"
"Kensington","25.5821892165625","1","127"
"Kew","107.566421711149","0.893504360346278","127"
"Kew East","32.8002667426201","1","127"
"Keysborough","9.78965487337708","1","127"
"Kilsyth","16.8261476716867","1","127"
"Kinglake","11.9917048195623","1","127"
"Kingsbury","4.62984116064668","1","127"
"Kings Park (Vic.)","9.86920729576025","1","127"
"Knoxfield - Scoresby","30.1713593212023","1","127"
"Koo Wee Rup","22.2107487013279","1","127"
"Lalor","8.06148264224303","1","127"
"Langwarrin","68.1369482469789","0.999995754867508","127"
"Laverton","7.47610605233816","1","127"
"Lilydale - Coldstream","40.6436762421889","0.999999999999984","127"
"Lynbrook - Lyndhurst","7.92343154691004","1","127"
"Lysterfield","6.51520498280197","1","127"
"Macedon","87.8684020843052","0.996760938840675","127"
"Malvern East","92.3902327300938","0.990981810320889","127"
"Malvern - Glen Iris","45.0366040335341","0.999999999998765","127"
"Maribyrnong","7.35928129650593","1","127"
"Meadow Heights","12.0111892032896","1","127"
"Melbourne","28.1391731170939","1","127"
"Melbourne Airport","17.9554277831855","1","127"
