SA2,APD,APD%,Population size
Abbotsford,0.0300751879699248,3.00751879699248,3990
Airport West,0.0322727272727273,3.22727272727273,6600
Albert Park,0.0414182367437793,4.14182367437793,12579
Alphington - Fairfield,0.0354248366013072,3.54248366013072,7650
Altona,0.0231949458483755,2.31949458483755,11080
Altona Meadows,0.0298944227679596,2.98944227679596,17428
Altona North,0.0326292289198008,3.26292289198008,11646
Ardeer - Albion,0.0137643055985153,1.37643055985153,6466
Armadale,0.0296495956873315,2.96495956873315,7791
Ascot Vale,0.0364243807040417,3.64243807040417,12272
Ashburton (Vic.),0.0418803418803419,4.18803418803419,7020
Ashwood - Chadstone,0.0233582487987186,2.33582487987186,14984
Aspendale Gardens - Waterways,0.024734555984556,2.4734555984556,8288
Bacchus Marsh,0.0227031747021768,2.27031747021768,16033
Balwyn,0.032521450318295,3.2521450318295,14452
Balwyn North,0.0421494631657277,4.21494631657277,18814
Bayswater,0.0190978886756238,1.90978886756238,10420
Bayswater North,0.0218930501211105,2.18930501211105,10734
Beaconsfield - Officer,0.0143666798471069,1.43666798471069,7587
Beaumaris,0.0576223544973545,5.76223544973545,12096
Belgrave - Selby,0.0366245448704219,3.66245448704219,9338
Bentleigh East,0.0313557594291539,3.13557594291539,24525
Bentleigh - McKinnon,0.0269525267993874,2.69525267993874,19590
Berwick - North,0.0231233737542344,2.31233737542344,20369
Berwick - South,0.0203831487198111,2.03831487198112,22028
Blackburn,0.0325974379940038,3.25974379940038,18345
Blackburn South,0.0319657945637789,3.19657945637789,9823
Boronia - The Basin,0.0211110155645369,2.11110155645369,23258
Box Hill,0.0221068819684737,2.21068819684737,15606
Box Hill North,0.0285400658616905,2.85400658616905,15487
Braeside,2,200,3
Braybrook,0.0147509442029502,1.47509442029502,14033
Brighton East,0.0459925841414718,4.59925841414718,14024
Brighton (Vic.),0.0673275724964216,6.73275724964216,18863
Broadmeadows,0.0109225668031988,1.09225668031988,10254
Brunswick,0.0338517391944267,3.38517391944267,20383
Brunswick East,0.0315315315315315,3.15315315315315,7770
Brunswick West,0.0252024458767146,2.52024458767146,12102
Bulleen,0.0501352395672334,5.01352395672334,10352
Bundoora - East,0.0297853208946836,2.97853208946836,8897
Bundoora - North,0.0131889763779528,1.31889763779528,5080
Bundoora - West,0.0229537366548043,2.29537366548043,5620
Bunyip - Garfield,0.0413829229963332,4.13829229963332,7636
Burwood,0.0184688402806438,1.84688402806438,9692
Burwood East,0.0350785885291975,3.50785885291975,9607
Cairnlea,0.0129330802088277,1.29330802088277,8428
Camberwell,0.0406766670316435,4.06766670316435,18266
Campbellfield - Coolaroo,0.0156217882836588,1.56217882836588,14595
Carlton,0.0242961143759319,2.42961143759319,11401
Carlton North - Princes Hill,0.0402215481999209,4.02215481999209,7583
Carnegie,0.0168753766825152,1.68753766825152,14933
Caroline Springs,0.0180700974249101,1.80700974249101,24737
Carrum Downs,0.018811136192626,1.8811136192626,17277
Carrum - Patterson Lakes,0.0212497574228605,2.12497574228605,10306
Caulfield - North,0.0431867702106263,4.31867702106263,17899
Caulfield - South,0.0438239027323135,4.38239027323135,14969
Chelsea - Bonbeach,0.02213608957795,2.213608957795,11610
Chelsea Heights,0.0320081549439348,3.20081549439348,4905
Cheltenham - Highett (East),0.0357465342327508,3.57465342327508,18827
Cheltenham - Highett (West),0.0335700451904455,3.35700451904454,9294
Chirnside Park,0.0286217008797654,2.86217008797654,8525
Clarinda - Oakleigh South,0.0210729732216803,2.10729732216803,10867
Clayton,0.0173174645627173,1.73174645627173,14956
Clayton South,0.0127068287777676,1.27068287777676,10939
Coburg,0.0276908363762824,2.76908363762824,23004
Coburg North,0.0412111017661901,4.12111017661901,5945
Collingwood,0.0306349795766803,3.06349795766803,5386
Craigieburn - Mickleham,0.0154052652451115,1.54052652451115,32781
Cranbourne,0.019672131147541,1.9672131147541,17385
Cranbourne East,0.0144908444210249,1.44908444210249,7591
Cranbourne North,0.00768561484918793,0.768561484918794,13792
Cranbourne South,0.015685019206146,1.5685019206146,6248
Cranbourne West,0.0170125482625483,1.70125482625483,8288
Croydon,0.0249032352296794,2.49032352296794,27386
Croydon Hills - Warranwood,0.0342758702625639,3.42758702625639,16834
Dandenong,0.0129251700680272,1.29251700680272,23520
Dandenong North,0.0228767795778105,2.28767795778105,20370
Deer Park - Derrimut,0.00865885099965948,0.865885099965948,20557
Delahey,0.0200536466981735,2.00536466981735,7829
Dingley Village,0.0420507509062662,4.20507509062662,9655
Docklands,0.0348964013086151,3.48964013086151,4585
Doncaster,0.035885305486644,3.5885305486644,17333
Doncaster East,0.0378585985264148,3.78585985264148,25516
Donvale - Park Orchards,0.0439621591541458,4.39621591541458,14376
Doveton,0.0150608844264046,1.50608844264046,9362
Dromana,0.0603631809643081,6.03631809643081,7985
East Melbourne,0.0336879432624113,3.36879432624113,3948
Edithvale - Aspendale,0.0272914983391687,2.72914983391687,11139
Elsternwick,0.04379256155055,4.379256155055,9545
Eltham,0.0356926517869624,3.56926517869624,21461
Elwood,0.0314396028681743,3.14396028681743,12691
Emerald - Cockatoo,0.0312733615748816,3.12733615748816,16052
Endeavour Hills,0.0248697008248861,2.48697008248861,24367
Epping,0.0178408956050477,1.78408956050477,25279
Essendon - Aberfeldie,0.0322068296126357,3.22068296126357,22666
Fawkner,0.0682306436366761,6.82306436366761,11637
Ferntree Gully,0.0243066138372447,2.43066138372447,26248
Fitzroy,0.0321633694958519,3.21633694958519,7835
Fitzroy North,0.0314222179251668,3.14222179251668,10343
Flemington,0.0189842209072978,1.89842209072978,8112
Flemington Racecourse,0.288461538461538,28.8461538461538,52
Flinders,0.113711636122764,11.3711636122764,4529
Footscray,0.0143466811949514,1.43466811949514,11013
Forest Hill,0.0438127805086557,4.38127805086557,9358
Frankston,0.0282775020678246,2.82775020678246,19344
Frankston North,0.0275208273484631,2.75208273484631,17405
Frankston South,0.028098561106651,2.8098561106651,16193
Gisborne,0.0410076157000586,4.10076157000586,10242
Gladstone Park - Westmeadows,0.0220857373286184,2.20857373286184,16119
Glen Iris - East,0.0423439694962874,4.23439694962874,14949
Glenroy - Hadfield,0.0352440431202514,3.52440431202514,25139
Glen Waverley - East,0.0312001235648458,3.12001235648458,19423
Glen Waverley - West,0.0223876223407373,2.23876223407373,17063
Greensborough,0.025720925319531,2.5720925319531,18934
Greenvale - Bulla,0.0128600823045267,1.28600823045267,11664
Hallam,0.00902413431269675,0.902413431269675,9530
Hampton,0.0367025736954138,3.67025736954138,15503
Hampton Park - Lynbrook,0.0156705217621612,1.56705217621612,22654
Hastings - Somers,0.0251639900475006,2.51639900475006,17684
Hawthorn,0.0326790157589162,3.26790157589162,18085
Hawthorn East,0.0389175047011692,3.89175047011692,12231
Healesville - Yarra Glen,0.0390965865343485,3.90965865343485,11689
Heidelberg - Rosanna,0.0287065993104001,2.87065993104001,12471
Heidelberg West,0.0262209111766634,2.62209111766634,12204
Hillside,0.0171471005198137,1.71471005198137,14813
Hoppers Crossing - North,0.0234379370140404,2.34379370140404,17877
Hoppers Crossing - South,0.0208417527856359,2.08417527856359,17321
Hughesdale,0.0251371115173675,2.51371115173675,6564
Hurstbridge,0.0382299819385912,3.82299819385912,3322
Ivanhoe,0.0232737807822308,2.32737807822308,10355
