SA2,APD,APD%,Population size
Abbotsford,0.00809815950920245,0.809815950920245,4075
Airport West,0.0264910687254012,2.64910687254012,6606
Albert Park,0.0190616976581343,1.90616976581343,12853
Alphington - Fairfield,0.0228564049586777,2.28564049586777,7744
Altona,0.0185983827493261,1.85983827493261,11130
Altona Meadows,0.029045404971012,2.9045404971012,17421
Altona North,0.031394750386001,3.1394750386001,11658
Ardeer - Albion,0.00722410083000307,0.722410083000307,6506
Armadale,0.0117439070589721,1.17439070589721,7919
Ascot Vale,0.021859680141445,2.1859680141445,12443
Ashburton (Vic.),0.0301827972226158,3.01827972226158,7057
Ashwood - Chadstone,0.0167352902111834,1.67352902111834,15058
Aspendale Gardens - Waterways,0.0241283628905779,2.41283628905779,8289
Bacchus Marsh,0.0208592777085928,2.08592777085928,16060
Balwyn,0.024159231297186,2.4159231297186,14570
Balwyn North,0.0355992182960968,3.55992182960968,18933
Bayswater,0.0167560321715818,1.67560321715818,10444
Bayswater North,0.0185718265391401,1.85718265391401,10769
Beaconsfield - Officer,0.0123684210526316,1.23684210526316,7600
Beaumaris,0.0474903791042332,4.74903791042332,12213
Belgrave - Selby,0.0286928799149841,2.86928799149841,9410
Bentleigh East,0.0296344541235854,2.96344541235854,24566
Bentleigh - McKinnon,0.0203377795810722,2.03377795810722,19717
Berwick - North,0.0198189380964032,1.98189380964032,20435
Berwick - South,0.0190415741034592,1.90415741034592,22057
Blackburn,0.0270548687920191,2.70548687920191,18444
Blackburn South,0.0306267806267806,3.06267806267806,9828
Boronia - The Basin,0.0186727335164835,1.86727335164835,23296
Box Hill,0.018517336057723,1.8517336057723,15661
Box Hill North,0.022215088282504,2.2215088282504,15575
Braeside,0.5,50,6
Braybrook,0.0105233219567691,1.05233219567691,14064
Brighton East,0.0339747656305068,3.39747656305068,14187
Brighton (Vic.),0.0516277368448555,5.16277368448555,19137
Broadmeadows,0.00947358140443403,0.947358140443403,10239
Brunswick,0.0131737102745324,1.31737102745324,20799
Brunswick East,0.00982739070177649,0.982739070177649,7937
Brunswick West,0.0132428676530696,1.32428676530696,12233
Bulleen,0.0449870229741421,4.49870229741421,10403
Bundoora - East,0.025050778605281,2.5050778605281,8862
Bundoora - North,0.0126058696080362,1.26058696080362,5077
Bundoora - West,0.0189783611209649,1.89783611209649,5638
Bunyip - Garfield,0.0363113897596656,3.63113897596656,7656
Burwood,0.0123215935927713,1.23215935927713,9739
Burwood East,0.0311074243052675,3.11074243052675,9644
Cairnlea,0.0123325032609985,1.23325032609985,8433
Camberwell,0.0310939874104623,3.10939874104623,18428
Campbellfield - Coolaroo,0.0129310344827586,1.29310344827586,14616
Carlton,0.00094363901518401,0.094363901518401,11657
Carlton North - Princes Hill,0.00650759219088937,0.650759219088937,7837
Carnegie,0.00990955041234371,0.990955041234371,15036
Caroline Springs,0.0176601333602748,1.76601333602748,24745
Carrum Downs,0.0157648553444592,1.57648553444592,17317
Carrum - Patterson Lakes,0.0186798296554394,1.86798296554394,10332
Caulfield - North,0.0344598337950138,3.44598337950139,18050
Caulfield - South,0.0385510136257893,3.85510136257893,15045
Chelsea - Bonbeach,0.0148806978534166,1.48806978534166,11693
Chelsea Heights,0.0287813839559094,2.87813839559094,4899
Cheltenham - Highett (East),0.0295670538542767,2.95670538542767,18940
Cheltenham - Highett (West),0.0194411983427175,1.94411983427175,9413
Chirnside Park,0.0244158878504673,2.44158878504673,8560
Clarinda - Oakleigh South,0.0194487971241589,1.94487971241589,10849
Clayton,0.00828363154406892,0.828363154406892,15090
Clayton South,0.0102171136653895,1.02171136653895,10962
Coburg,0.0183940725424313,1.83940725424313,23214
Coburg North,0.038068086533624,3.8068086533624,5963
Collingwood,0.00452734516479536,0.452734516479536,5522
Craigieburn - Mickleham,0.014305322556047,1.4305322556047,32785
Cranbourne,0.0189102195654673,1.89102195654673,17398
Cranbourne East,0.0123667938429154,1.23667938429154,7601
Cranbourne North,0.00586234348990374,0.586234348990374,13817
Cranbourne South,0.0145483613109512,1.45483613109512,6255
Cranbourne West,0.0146864090526062,1.46864090526062,8307
Croydon,0.0210629706428026,2.10629706428026,27489
Croydon Hills - Warranwood,0.0292622369354457,2.92622369354457,16916
Dandenong,0.00876710008047097,0.876710008047097,23611
Dandenong North,0.0216229468006864,2.16229468006864,20395
Deer Park - Derrimut,0.00817001410300053,0.817001410300053,20563
Delahey,0.0182328190743338,1.82328190743338,7843
Dingley Village,0.0393008584134864,3.93008584134864,9669
Docklands,0.0048811544991511,0.48811544991511,4712
Doncaster,0.0343933632907017,3.43933632907017,17358
Doncaster East,0.0351809866312251,3.51809866312251,25582
Donvale - Park Orchards,0.0415885579393182,4.15885579393182,14403
Doveton,0.0141942369263607,1.41942369263607,9370
Dromana,0.0550012471938139,5.50012471938139,8018
East Melbourne,0.00493705257960997,0.493705257960997,4051
Edithvale - Aspendale,0.021149384258433,2.1149384258433,11206
Elsternwick,0.0331600831600832,3.31600831600832,9620
Eltham,0.0280784531409011,2.80784531409011,21618
Elwood,0.00793100793100793,0.793100793100793,12987
Emerald - Cockatoo,0.0284398531333624,2.84398531333624,16069
Endeavour Hills,0.0238612603009307,2.38612603009307,24391
Epping,0.0171970745206563,1.71970745206563,25295
Essendon - Aberfeldie,0.0238136928734022,2.38136928734022,22844
Fawkner,0.0671077504725898,6.71077504725898,11638
Ferntree Gully,0.0209306742640076,2.09306742640076,26325
Fitzroy,0.00210656753407683,0.210656753407683,8070
Fitzroy North,0.00423928403203015,0.423928403203015,10615
Flemington,0.007557289127255,0.7557289127255,8204
Flemington Racecourse,0.135593220338983,13.5593220338983,59
Flinders,0.100633049552499,10.0633049552499,4581
Footscray,0.00757644087670244,0.757644087670244,11087
Forest Hill,0.0352941176470588,3.52941176470588,9435
Frankston,0.0197435897435897,1.97435897435897,19500
Frankston North,0.0245774849613291,2.45774849613291,17455
Frankston South,0.0226044226044226,2.26044226044226,16280
Gisborne,0.0283173866821301,2.83173866821301,10347
Gladstone Park - Westmeadows,0.0212726370627636,2.12726370627636,16124
Glen Iris - East,0.0311175847457627,3.11175847457627,15104
Glenroy - Hadfield,0.0328383100381194,3.28383100381194,25184
Glen Waverley - East,0.0276580459770115,2.76580459770115,19488
Glen Waverley - West,0.0208687496336245,2.08687496336245,17059
Greensborough,0.0217814489398643,2.17814489398643,19007
Greenvale - Bulla,0.0120130427321091,1.20130427321091,11654
Hallam,0.00838926174496644,0.838926174496644,9536
Hampton,0.0255952001021255,2.55952001021255,15667
Hampton Park - Lynbrook,0.014916810097533,1.4916810097533,22659
Hastings - Somers,0.0191831683168317,1.91831683168317,17776
Hawthorn,0.0146691296316419,1.46691296316419,18406
Hawthorn East,0.0237979993546305,2.37979993546305,12396
Healesville - Yarra Glen,0.0316880468949112,3.16880468949112,11771
Heidelberg - Rosanna,0.0236993297159272,2.36993297159272,12532
Heidelberg West,0.0240549828178694,2.40549828178694,12222
Hillside,0.0155702345645727,1.55702345645727,14836
Hoppers Crossing - North,0.0225799239883747,2.25799239883747,17892
Hoppers Crossing - South,0.0201938610662359,2.01938610662359,17332
Hughesdale,0.0181956027293404,1.81956027293404,6595
Hurstbridge,0.0342857142857143,3.42857142857143,3325
Ivanhoe,0.0178674351585014,1.78674351585014,10410
Ivanhoe East - Eaglemont,0.0589704454003053,5.89704454003053,7207
