SA2;Cosine similarity
Abbotsford;0.98878222329584
Airport West;0.962558079472395
Albert Park;0.98231813216303
Alphington - Fairfield;0.976560699246741
Altona;0.967916776436383
Altona Meadows;0.97699339589803
Altona North;0.975968494502289
Ardeer - Albion;0.98674829602361
Armadale;0.985212290012697
Ascot Vale;0.982280407558294
Ashburton (Vic.);0.956489816413393
Ashwood - Chadstone;0.97618163484614
Aspendale Gardens - Waterways;0.968089608923187
Bacchus Marsh;0.968534519981826
Balwyn;0.959974505630445
Balwyn North;0.952083897496313
Bayswater;0.975818602442175
Bayswater North;0.975597705680081
Beaconsfield - Officer;0.976831624826716
Beaumaris;0.93966532700048
Belgrave - Selby;0.966110775434517
Bentleigh - McKinnon;0.963132174416186
Bentleigh East;0.962982467749438
Berwick - North;0.968934522906566
Berwick - South;0.984426513174143
Blackburn;0.964958628302246
Blackburn South;0.963948288205776
Boronia - The Basin;0.9777471758028
Box Hill;0.979104393179976
Box Hill North;0.96510641539541
Braeside;0
Braybrook;0.987379643856757
Brighton (Vic.);0.947151262911208
Brighton East;0.946997658842411
Broadmeadows;0.977063014475163
Brunswick;0.994325231731723
Brunswick East;0.989732500873314
Brunswick West;0.988997004174184
Bulleen;0.955407976323762
Bundoora - East;0.967634078997805
Bundoora - North;0.977816345789594
Bundoora - West;0.971463708285224
Bunyip - Garfield;0.966418002595834
Burwood;0.977279614399533
Burwood East;0.964074423743345
Cairnlea;0.983455337713203
Camberwell;0.957629267803408
Campbellfield - Coolaroo;0.979639839419517
Carlton;0.998438556876843
Carlton North - Princes Hill;0.990827410013651
Carnegie;0.981331999731496
Caroline Springs;0.989055580448835
Carrum - Patterson Lakes;0.970114117505174
Carrum Downs;0.981028863510254
Caulfield - North;0.981532710577788
Caulfield - South;0.964389397896407
Chelsea - Bonbeach;0.979540918396517
Chelsea Heights;0.973064953666195
Cheltenham - Highett (East);0.97352405473932
Cheltenham - Highett (West);0.972664755514057
Chirnside Park;0.966904150555323
Clarinda - Oakleigh South;0.963716540267597
Clayton;0.989880103072769
Clayton South;0.97840544104523
Coburg;0.985095783096807
Coburg North;0.976059442600876
Collingwood;0.989285147573991
Craigieburn - Mickleham;0.989668209744976
Cranbourne;0.979544084158637
Cranbourne East;0.983929051213927
Cranbourne North;0.984479296380965
Cranbourne South;0.976363539749862
Cranbourne West;0.98875165308253
Croydon;0.977905360692209
Croydon Hills - Warranwood;0.96821796937544
Dandenong;0.987924220910799
Dandenong North;0.971364490096939
Deer Park - Derrimut;0.987730089820787
Delahey;0.983223090956957
Dingley Village;0.953438327544547
Docklands;0.992623581748933
Doncaster;0.958796784794052
Doncaster East;0.961911911482359
Donvale - Park Orchards;0.953742896094397
Doveton;0.977162450496555
Dromana;0.959879289831887
East Melbourne;0.989284975745687
Edithvale - Aspendale;0.961542865557569
Elsternwick;0.974152032783475
Eltham;0.962714786804665
Elwood;0.993947742939655
Emerald - Cockatoo;0.964451412733621
Endeavour Hills;0.975488584679755
Epping;0.984408089926171
Essendon - Aberfeldie;0.979199328116336
Fawkner;0.980600598289591
Ferntree Gully;0.975329796501987
Fitzroy;0.99484797906431
Fitzroy North;0.987325894781623
Flemington;0.991619801392056
Flemington Racecourse;0.918989962142485
Flinders;0.931704362642307
Footscray;0.992071986625164
Forest Hill;0.968044088355009
Frankston;0.979651561962562
Frankston North;0.972188212951239
Frankston South;0.9591304377927
Gisborne;0.962994461425678
Gladstone Park - Westmeadows;0.974982680060109
Glen Iris - East;0.958534387651197
Glen Waverley - East;0.957465014764093
Glen Waverley - West;0.960442155086118
Glenroy - Hadfield;0.980123609931226
Greensborough;0.969357728997137
Greenvale - Bulla;0.972785237193971
Hallam;0.972098903672108
Hampton;0.95501512450485
Hampton Park - Lynbrook;0.982969054033178
Hastings - Somers;0.963189232311442
Hawthorn;0.990297125030665
Hawthorn East;0.985312239501884
Healesville - Yarra Glen;0.964817330844665
Heidelberg - Rosanna;0.971726464202542
Heidelberg West;0.979014957401626
Hillside;0.986033493522943
Hoppers Crossing - North;0.980338601991058
Hoppers Crossing - South;0.973579267634453
Hughesdale;0.979261180878316
Hurstbridge;0.967674541384328
Ivanhoe;0.966836571227338
Ivanhoe East - Eaglemont;0.949146932477187
Keilor;0.963535338548134
Keilor Downs;0.976680040042842
Keilor East;0.965539435648007
Kensington;0.993097412782442
Kew;0.972321277107829
Kew East;0.952542843161509
Keysborough;0.971534375768611
Kilsyth;0.969479382440648
Kinglake;0.954184989377091
Kings Park (Vic.);0.977548521111913
Kingsbury;0.962719883847027
Knoxfield - Scoresby;0.971066859156229
Koo Wee Rup;0.97342854538469
Lalor;0.975515669063649
Langwarrin;0.975049999049848
Laverton;0.987683037911483
