SA2;SAE;Population size
Abbotsford;0.154183404395928;100.9785935
Airport West;0.215618576117304;99.9425124
Albert Park;0.151261755998462;99.8726199
Alphington - Fairfield;0.162926211798644;100.0243758
Altona;0.192417733469815;99.9405675
Altona Meadows;0.172271897812254;99.7066042
Altona North;0.179054594528803;99.8462958
Ardeer - Albion;0.142085061881281;100.2933371
Armadale;0.158329556150216;99.9200913
Ascot Vale;0.156789409462257;100.0816199
Ashburton (Vic.);0.219567025200013;99.6703146
Ashwood - Chadstone;0.175834625770187;100.0246099
Aspendale Gardens - Waterways;0.199765469219716;100.1712911
Bacchus Marsh;0.197080739602846;100.0699465
Balwyn;0.219546703848949;99.595817
Balwyn North;0.237098457210274;100.0952718
Bayswater;0.184179873039865;99.8220642
Bayswater North;0.192603124236011;100.0087137
Beaconsfield - Officer;0.174782606631767;99.8888338
Beaumaris;0.252143567654201;100.140274
Belgrave - Selby;0.208087084107974;100.0894452
Bentleigh - McKinnon;0.205537112021101;99.9904236
Bentleigh East;0.205087555854789;99.9267117
Berwick - North;0.196377440442735;99.991012
Berwick - South;0.149413346354668;99.895598
Blackburn;0.202796680385478;100.0100892
Blackburn South;0.216054788626733;99.782752
Boronia - The Basin;0.166744807145321;100.0518898
Box Hill;0.171729470300799;99.9942441
Box Hill North;0.192968240000273;100.1704616
Braeside;5.333333329;23.0769231
Braybrook;0.13498223416286;100.1632136
Brighton (Vic.);0.244166121180483;100.1834861
Brighton East;0.252709127827292;99.9610695
Broadmeadows;0.175564103560778;100.3932963
Brunswick;0.106257454055329;99.7144481
Brunswick East;0.135060908452419;100.10617
Brunswick West;0.134965598838519;99.8707027
Bulleen;0.228842108430479;99.8344067
Bundoora - East;0.205060870246722;99.6952187
Bundoora - North;0.181026203786487;99.5953655
Bundoora - West;0.19670362941193;99.7876512
Bunyip - Garfield;0.205721329258139;99.7318055
Burwood;0.190323554498533;99.9351429
Burwood East;0.205683897970494;100.3648195
Cairnlea;0.152697447877939;99.9095024
Camberwell;0.237568170189311;99.9101396
Campbellfield - Coolaroo;0.171826017622755;99.9937617
Carlton;0.0729850212418482;100.0354459
Carlton North - Princes Hill;0.130352100031538;99.7589491
Carnegie;0.174376874039053;99.938639
Caroline Springs;0.127410591546146;99.9923286
Carrum - Patterson Lakes;0.193287193630342;99.9999999
Carrum Downs;0.170541364689611;99.9529314
Caulfield - North;0.163882349175057;100.0151743
Caulfield - South;0.211923174825902;99.8965561
Chelsea - Bonbeach;0.178224017175055;100.1620867
Chelsea Heights;0.190942575822365;99.5564986
Cheltenham - Highett (East);0.181047831061248;99.7986744
Cheltenham - Highett (West);0.186854340741065;99.7153794
Chirnside Park;0.205828220113275;100.5151814
Clarinda - Oakleigh South;0.221239273362008;100.1800565
Clayton;0.158612524516842;99.8644678
Clayton South;0.176087935226829;99.8881726
Coburg;0.136436957722759;99.9279366
Coburg North;0.191874996284945;99.6806567
Collingwood;0.148347264148652;100.4482917
Craigieburn - Mickleham;0.120284691431382;99.9883437
Cranbourne;0.167906752028345;99.7798424
Cranbourne East;0.166534273914297;99.6711329
Cranbourne North;0.145139137798647;99.8490358
Cranbourne South;0.183016790129774;100.1786524
Cranbourne West;0.142678389888144;100.0114363
Croydon;0.170710583412091;100.0844629
Croydon Hills - Warranwood;0.205816252509023;100.0943662
Dandenong;0.1414196361966;99.8997027
Dandenong North;0.186341299880345;99.9087221
Deer Park - Derrimut;0.137239162290509;100.1126426
Delahey;0.153546720046078;99.9644637
Dingley Village;0.228567817151533;100.2065101
Docklands;0.115730712130766;99.9654522
Doncaster;0.212167318300788;100.0272346
Doncaster East;0.215295316124132;99.9223547
Donvale - Park Orchards;0.243264890022769;100.0322603
Doveton;0.17957617956301;100.0292513
Dromana;0.211682463648879;99.988908
East Melbourne;0.137282449036774;99.7757392
Edithvale - Aspendale;0.224713981940006;99.8178358
Elsternwick;0.18366637901872;99.8603614
Eltham;0.216015905977965;99.8333699
Elwood;0.0975995518867034;100.1092892
Emerald - Cockatoo;0.200433830550833;99.9486015
Endeavour Hills;0.175006958863813;99.9843165
Epping;0.150293857855186;99.9478698
Essendon - Aberfeldie;0.158730702213727;99.9717284
Fawkner;0.16208840575656;99.8491465
Ferntree Gully;0.181224841534591;100.0391804
Fitzroy;0.104035789506267;99.9045899
Fitzroy North;0.142336843445206;100.2353559
Flemington;0.127997792340678;99.6287804
Flemington Racecourse;0.395386389654671;110.3896105
Flinders;0.278277084708089;100.0000002
Footscray;0.12006077962646;99.7879107
Forest Hill;0.194773280492441;99.7711673
Frankston;0.162461074681292;99.911964
Frankston North;0.189330876715901;99.9160584
Frankston South;0.225127055821776;100.1192301
Gisborne;0.214276374834959;99.9458236
Gladstone Park - Westmeadows;0.173560797871718;99.9707755
Glen Iris - East;0.212013622824443;100.0877468
Glen Waverley - East;0.216221839810144;100.0579098
Glen Waverley - West;0.217742147371499;100.0162299
Glenroy - Hadfield;0.161775634112224;99.9568006
Greensborough;0.201218744081113;100.014833
Greenvale - Bulla;0.191273853322082;100.0082623
Hallam;0.193241150508237;99.6063382
Hampton;0.219068754333116;100.1955671
Hampton Park - Lynbrook;0.148457576061493;100.0462809
Hastings - Somers;0.224492123915411;99.9261043
Hawthorn;0.134089643405929;100.0482976
Hawthorn East;0.147121378798578;99.970526
Healesville - Yarra Glen;0.2004496114579;100.2725222
Heidelberg - Rosanna;0.182407146281521;99.9265622
Heidelberg West;0.170828201102799;100.0148748
Hillside;0.144983261950011;100.1351179
Hoppers Crossing - North;0.155521825357566;100.0948472
Hoppers Crossing - South;0.180731102140606;99.8335031
Hughesdale;0.17658535213999;99.5179355
Hurstbridge;0.212425568092516;100.2563376
Ivanhoe;0.198302901599689;100.1984488
Ivanhoe East - Eaglemont;0.2480389428967;100.1300382
Keilor;0.21783251375489;100.0842255
Keilor Downs;0.172866996802355;100.0890937
Keilor East;0.206060213731363;100.0164993
Kensington;0.11928111743814;100.1543524
Kew;0.188713247184154;99.8643376
Kew East;0.23582202473454;99.6511263
Keysborough;0.18783007353404;99.8702727
Kilsyth;0.208265232752253;99.4021802
Kinglake;0.265639747286083;100.5867563
Kings Park (Vic.);0.162858355893065;99.844789
Kingsbury;0.222125089084957;99.9130859
Knoxfield - Scoresby;0.189817844303573;100.0613919
Koo Wee Rup;0.179965738077019;100.2297092
Lalor;0.165048234804476;100.1107085
Langwarrin;0.176030204211628;99.9822216
Laverton;0.1525483323954;99.8131888
Lilydale - Coldstream;0.183467713457402;99.9833221
Lynbrook - Lyndhurst;0.15294504521494;99.9399964
Lysterfield;0.195539486077342;99.8931295
Macedon;0.272693737078951;99.7802197
Malvern - Glen Iris;0.186626620198856;100.1295339
Malvern East;0.181553921808052;99.9950159
