"","SA","Household Size","Family household type","Households count"
"1","Knoxfield - Scoresby","One person","One family household: Couple family with no children",0
"2","Knoxfield - Scoresby","One person","One family household: Couple family with children",0
"3","Knoxfield - Scoresby","One person","One family household: One parent family",0
"4","Knoxfield - Scoresby","One person","One family household: Other family",0
"5","Knoxfield - Scoresby","One person","Two or more family household: Couple family with no children",0
"6","Knoxfield - Scoresby","One person","Two or more family household: Couple family with children",0
"7","Knoxfield - Scoresby","One person","Two or more family household: One parent family",0
"8","Knoxfield - Scoresby","One person","Two or more family household: Other family",0
"9","Knoxfield - Scoresby","One person","Lone person household",796
"10","Knoxfield - Scoresby","One person","Group household",0
"11","Knoxfield - Scoresby","Two persons","One family household: Couple family with no children",2328
"12","Knoxfield - Scoresby","Two persons","One family household: Couple family with children",0
"13","Knoxfield - Scoresby","Two persons","One family household: One parent family",530
"14","Knoxfield - Scoresby","Two persons","One family household: Other family",76
"15","Knoxfield - Scoresby","Two persons","Two or more family household: Couple family with no children",0
"16","Knoxfield - Scoresby","Two persons","Two or more family household: Couple family with children",0
"17","Knoxfield - Scoresby","Two persons","Two or more family household: One parent family",0
"18","Knoxfield - Scoresby","Two persons","Two or more family household: Other family",0
"19","Knoxfield - Scoresby","Two persons","Lone person household",0
"20","Knoxfield - Scoresby","Two persons","Group household",196
"21","Knoxfield - Scoresby","Three persons","One family household: Couple family with no children",156
"22","Knoxfield - Scoresby","Three persons","One family household: Couple family with children",1800
"23","Knoxfield - Scoresby","Three persons","One family household: One parent family",546
"24","Knoxfield - Scoresby","Three persons","One family household: Other family",39
"25","Knoxfield - Scoresby","Three persons","Two or more family household: Couple family with no children",0
"26","Knoxfield - Scoresby","Three persons","Two or more family household: Couple family with children",0
"27","Knoxfield - Scoresby","Three persons","Two or more family household: One parent family",0
"28","Knoxfield - Scoresby","Three persons","Two or more family household: Other family",0
"29","Knoxfield - Scoresby","Three persons","Lone person household",0
"30","Knoxfield - Scoresby","Three persons","Group household",57
"31","Knoxfield - Scoresby","Four persons","One family household: Couple family with no children",32
"32","Knoxfield - Scoresby","Four persons","One family household: Couple family with children",3092
"33","Knoxfield - Scoresby","Four persons","One family household: One parent family",296
"34","Knoxfield - Scoresby","Four persons","One family household: Other family",0
"35","Knoxfield - Scoresby","Four persons","Two or more family household: Couple family with no children",36
"36","Knoxfield - Scoresby","Four persons","Two or more family household: Couple family with children",0
"37","Knoxfield - Scoresby","Four persons","Two or more family household: One parent family",56
"38","Knoxfield - Scoresby","Four persons","Two or more family household: Other family",0
"39","Knoxfield - Scoresby","Four persons","Lone person household",0
"40","Knoxfield - Scoresby","Four persons","Group household",28
"41","Knoxfield - Scoresby","Five persons","One family household: Couple family with no children",0
"42","Knoxfield - Scoresby","Five persons","One family household: Couple family with children",1515
"43","Knoxfield - Scoresby","Five persons","One family household: One parent family",130
"44","Knoxfield - Scoresby","Five persons","One family household: Other family",0
"45","Knoxfield - Scoresby","Five persons","Two or more family household: Couple family with no children",20
"46","Knoxfield - Scoresby","Five persons","Two or more family household: Couple family with children",85
"47","Knoxfield - Scoresby","Five persons","Two or more family household: One parent family",15
"48","Knoxfield - Scoresby","Five persons","Two or more family household: Other family",0
"49","Knoxfield - Scoresby","Five persons","Lone person household",0
"50","Knoxfield - Scoresby","Five persons","Group household",0
"51","Knoxfield - Scoresby","Six or more persons","One family household: Couple family with no children",0
"52","Knoxfield - Scoresby","Six or more persons","One family household: Couple family with children",516
"53","Knoxfield - Scoresby","Six or more persons","One family household: One parent family",18
"54","Knoxfield - Scoresby","Six or more persons","One family household: Other family",0
"55","Knoxfield - Scoresby","Six or more persons","Two or more family household: Couple family with no children",24
"56","Knoxfield - Scoresby","Six or more persons","Two or more family household: Couple family with children",192
"57","Knoxfield - Scoresby","Six or more persons","Two or more family household: One parent family",36
"58","Knoxfield - Scoresby","Six or more persons","Two or more family household: Other family",0
"59","Knoxfield - Scoresby","Six or more persons","Lone person household",0
"60","Knoxfield - Scoresby","Six or more persons","Group household",0
