"","SA","Household Size","Family household type","Households count"
"1","Caulfield - North","One person","One family household: Couple family with no children",0
"2","Caulfield - North","One person","One family household: Couple family with children",0
"3","Caulfield - North","One person","One family household: One parent family",0
"4","Caulfield - North","One person","One family household: Other family",0
"5","Caulfield - North","One person","Two or more family household: Couple family with no children",0
"6","Caulfield - North","One person","Two or more family household: Couple family with children",0
"7","Caulfield - North","One person","Two or more family household: One parent family",0
"8","Caulfield - North","One person","Two or more family household: Other family",0
"9","Caulfield - North","One person","Lone person household",2041
"10","Caulfield - North","One person","Group household",0
"11","Caulfield - North","Two persons","One family household: Couple family with no children",3424
"12","Caulfield - North","Two persons","One family household: Couple family with children",0
"13","Caulfield - North","Two persons","One family household: One parent family",508
"14","Caulfield - North","Two persons","One family household: Other family",164
"15","Caulfield - North","Two persons","Two or more family household: Couple family with no children",0
"16","Caulfield - North","Two persons","Two or more family household: Couple family with children",0
"17","Caulfield - North","Two persons","Two or more family household: One parent family",0
"18","Caulfield - North","Two persons","Two or more family household: Other family",0
"19","Caulfield - North","Two persons","Lone person household",0
"20","Caulfield - North","Two persons","Group household",668
"21","Caulfield - North","Three persons","One family household: Couple family with no children",237
"22","Caulfield - North","Three persons","One family household: Couple family with children",2052
"23","Caulfield - North","Three persons","One family household: One parent family",411
"24","Caulfield - North","Three persons","One family household: Other family",42
"25","Caulfield - North","Three persons","Two or more family household: Couple family with no children",0
"26","Caulfield - North","Three persons","Two or more family household: Couple family with children",0
"27","Caulfield - North","Three persons","Two or more family household: One parent family",0
"28","Caulfield - North","Three persons","Two or more family household: Other family",0
"29","Caulfield - North","Three persons","Lone person household",0
"30","Caulfield - North","Three persons","Group household",441
"31","Caulfield - North","Four persons","One family household: Couple family with no children",104
"32","Caulfield - North","Four persons","One family household: Couple family with children",3424
"33","Caulfield - North","Four persons","One family household: One parent family",176
"34","Caulfield - North","Four persons","One family household: Other family",16
"35","Caulfield - North","Four persons","Two or more family household: Couple family with no children",44
"36","Caulfield - North","Four persons","Two or more family household: Couple family with children",0
"37","Caulfield - North","Four persons","Two or more family household: One parent family",44
"38","Caulfield - North","Four persons","Two or more family household: Other family",0
"39","Caulfield - North","Four persons","Lone person household",0
"40","Caulfield - North","Four persons","Group household",196
"41","Caulfield - North","Five persons","One family household: Couple family with no children",20
"42","Caulfield - North","Five persons","One family household: Couple family with children",2075
"43","Caulfield - North","Five persons","One family household: One parent family",50
"44","Caulfield - North","Five persons","One family household: Other family",15
"45","Caulfield - North","Five persons","Two or more family household: Couple family with no children",0
"46","Caulfield - North","Five persons","Two or more family household: Couple family with children",50
"47","Caulfield - North","Five persons","Two or more family household: One parent family",0
"48","Caulfield - North","Five persons","Two or more family household: Other family",0
"49","Caulfield - North","Five persons","Lone person household",0
"50","Caulfield - North","Five persons","Group household",80
"51","Caulfield - North","Six or more persons","One family household: Couple family with no children",42
"52","Caulfield - North","Six or more persons","One family household: Couple family with children",1674
"53","Caulfield - North","Six or more persons","One family household: One parent family",18
"54","Caulfield - North","Six or more persons","One family household: Other family",18
"55","Caulfield - North","Six or more persons","Two or more family household: Couple family with no children",18
"56","Caulfield - North","Six or more persons","Two or more family household: Couple family with children",96
"57","Caulfield - North","Six or more persons","Two or more family household: One parent family",0
"58","Caulfield - North","Six or more persons","Two or more family household: Other family",0
"59","Caulfield - North","Six or more persons","Lone person household",0
"60","Caulfield - North","Six or more persons","Group household",18
