"","SA","Household Size","Family household type","Households count"
"1","Werribee - South","One person","One family household: Couple family with no children",0
"2","Werribee - South","One person","One family household: Couple family with children",0
"3","Werribee - South","One person","One family household: One parent family",0
"4","Werribee - South","One person","One family household: Other family",0
"5","Werribee - South","One person","Two or more family household: Couple family with no children",0
"6","Werribee - South","One person","Two or more family household: Couple family with children",0
"7","Werribee - South","One person","Two or more family household: One parent family",0
"8","Werribee - South","One person","Two or more family household: Other family",0
"9","Werribee - South","One person","Lone person household",1043
"10","Werribee - South","One person","Group household",0
"11","Werribee - South","Two persons","One family household: Couple family with no children",1894
"12","Werribee - South","Two persons","One family household: Couple family with children",0
"13","Werribee - South","Two persons","One family household: One parent family",482
"14","Werribee - South","Two persons","One family household: Other family",74
"15","Werribee - South","Two persons","Two or more family household: Couple family with no children",0
"16","Werribee - South","Two persons","Two or more family household: Couple family with children",0
"17","Werribee - South","Two persons","Two or more family household: One parent family",0
"18","Werribee - South","Two persons","Two or more family household: Other family",0
"19","Werribee - South","Two persons","Lone person household",0
"20","Werribee - South","Two persons","Group household",184
"21","Werribee - South","Three persons","One family household: Couple family with no children",108
"22","Werribee - South","Three persons","One family household: Couple family with children",1293
"23","Werribee - South","Three persons","One family household: One parent family",408
"24","Werribee - South","Three persons","One family household: Other family",12
"25","Werribee - South","Three persons","Two or more family household: Couple family with no children",0
"26","Werribee - South","Three persons","Two or more family household: Couple family with children",0
"27","Werribee - South","Three persons","Two or more family household: One parent family",0
"28","Werribee - South","Three persons","Two or more family household: Other family",0
"29","Werribee - South","Three persons","Lone person household",0
"30","Werribee - South","Three persons","Group household",30
"31","Werribee - South","Four persons","One family household: Couple family with no children",24
"32","Werribee - South","Four persons","One family household: Couple family with children",2040
"33","Werribee - South","Four persons","One family household: One parent family",220
"34","Werribee - South","Four persons","One family household: Other family",0
"35","Werribee - South","Four persons","Two or more family household: Couple family with no children",16
"36","Werribee - South","Four persons","Two or more family household: Couple family with children",0
"37","Werribee - South","Four persons","Two or more family household: One parent family",32
"38","Werribee - South","Four persons","Two or more family household: Other family",0
"39","Werribee - South","Four persons","Lone person household",0
"40","Werribee - South","Four persons","Group household",32
"41","Werribee - South","Five persons","One family household: Couple family with no children",0
"42","Werribee - South","Five persons","One family household: Couple family with children",1170
"43","Werribee - South","Five persons","One family household: One parent family",75
"44","Werribee - South","Five persons","One family household: Other family",0
"45","Werribee - South","Five persons","Two or more family household: Couple family with no children",15
"46","Werribee - South","Five persons","Two or more family household: Couple family with children",60
"47","Werribee - South","Five persons","Two or more family household: One parent family",35
"48","Werribee - South","Five persons","Two or more family household: Other family",0
"49","Werribee - South","Five persons","Lone person household",0
"50","Werribee - South","Five persons","Group household",0
"51","Werribee - South","Six or more persons","One family household: Couple family with no children",0
"52","Werribee - South","Six or more persons","One family household: Couple family with children",450
"53","Werribee - South","Six or more persons","One family household: One parent family",66
"54","Werribee - South","Six or more persons","One family household: Other family",0
"55","Werribee - South","Six or more persons","Two or more family household: Couple family with no children",18
"56","Werribee - South","Six or more persons","Two or more family household: Couple family with children",54
"57","Werribee - South","Six or more persons","Two or more family household: One parent family",0
"58","Werribee - South","Six or more persons","Two or more family household: Other family",0
"59","Werribee - South","Six or more persons","Lone person household",0
"60","Werribee - South","Six or more persons","Group household",0
