"","SA","Household Size","Family household type","Households count"
"1","Glen Waverley - East","One person","One family household: Couple family with no children",0
"2","Glen Waverley - East","One person","One family household: Couple family with children",0
"3","Glen Waverley - East","One person","One family household: One parent family",0
"4","Glen Waverley - East","One person","One family household: Other family",0
"5","Glen Waverley - East","One person","Two or more family household: Couple family with no children",0
"6","Glen Waverley - East","One person","Two or more family household: Couple family with children",0
"7","Glen Waverley - East","One person","Two or more family household: One parent family",0
"8","Glen Waverley - East","One person","Two or more family household: Other family",0
"9","Glen Waverley - East","One person","Lone person household",1265
"10","Glen Waverley - East","One person","Group household",0
"11","Glen Waverley - East","Two persons","One family household: Couple family with no children",3734
"12","Glen Waverley - East","Two persons","One family household: Couple family with children",0
"13","Glen Waverley - East","Two persons","One family household: One parent family",626
"14","Glen Waverley - East","Two persons","One family household: Other family",132
"15","Glen Waverley - East","Two persons","Two or more family household: Couple family with no children",0
"16","Glen Waverley - East","Two persons","Two or more family household: Couple family with children",0
"17","Glen Waverley - East","Two persons","Two or more family household: One parent family",0
"18","Glen Waverley - East","Two persons","Two or more family household: Other family",0
"19","Glen Waverley - East","Two persons","Lone person household",0
"20","Glen Waverley - East","Two persons","Group household",194
"21","Glen Waverley - East","Three persons","One family household: Couple family with no children",222
"22","Glen Waverley - East","Three persons","One family household: Couple family with children",2601
"23","Glen Waverley - East","Three persons","One family household: One parent family",708
"24","Glen Waverley - East","Three persons","One family household: Other family",66
"25","Glen Waverley - East","Three persons","Two or more family household: Couple family with no children",0
"26","Glen Waverley - East","Three persons","Two or more family household: Couple family with children",0
"27","Glen Waverley - East","Three persons","Two or more family household: One parent family",0
"28","Glen Waverley - East","Three persons","Two or more family household: Other family",0
"29","Glen Waverley - East","Three persons","Lone person household",0
"30","Glen Waverley - East","Three persons","Group household",111
"31","Glen Waverley - East","Four persons","One family household: Couple family with no children",68
"32","Glen Waverley - East","Four persons","One family household: Couple family with children",5464
"33","Glen Waverley - East","Four persons","One family household: One parent family",320
"34","Glen Waverley - East","Four persons","One family household: Other family",12
"35","Glen Waverley - East","Four persons","Two or more family household: Couple family with no children",68
"36","Glen Waverley - East","Four persons","Two or more family household: Couple family with children",0
"37","Glen Waverley - East","Four persons","Two or more family household: One parent family",88
"38","Glen Waverley - East","Four persons","Two or more family household: Other family",0
"39","Glen Waverley - East","Four persons","Lone person household",0
"40","Glen Waverley - East","Four persons","Group household",88
"41","Glen Waverley - East","Five persons","One family household: Couple family with no children",15
"42","Glen Waverley - East","Five persons","One family household: Couple family with children",2385
"43","Glen Waverley - East","Five persons","One family household: One parent family",120
"44","Glen Waverley - East","Five persons","One family household: Other family",15
"45","Glen Waverley - East","Five persons","Two or more family household: Couple family with no children",25
"46","Glen Waverley - East","Five persons","Two or more family household: Couple family with children",175
"47","Glen Waverley - East","Five persons","Two or more family household: One parent family",65
"48","Glen Waverley - East","Five persons","Two or more family household: Other family",0
"49","Glen Waverley - East","Five persons","Lone person household",0
"50","Glen Waverley - East","Five persons","Group household",65
"51","Glen Waverley - East","Six or more persons","One family household: Couple family with no children",48
"52","Glen Waverley - East","Six or more persons","One family household: Couple family with children",738
"53","Glen Waverley - East","Six or more persons","One family household: One parent family",0
"54","Glen Waverley - East","Six or more persons","One family household: Other family",0
"55","Glen Waverley - East","Six or more persons","Two or more family household: Couple family with no children",66
"56","Glen Waverley - East","Six or more persons","Two or more family household: Couple family with children",246
"57","Glen Waverley - East","Six or more persons","Two or more family household: One parent family",36
"58","Glen Waverley - East","Six or more persons","Two or more family household: Other family",0
"59","Glen Waverley - East","Six or more persons","Lone person household",0
"60","Glen Waverley - East","Six or more persons","Group household",18
