"","SA","Household Size","Family household type","Households count"
"1","Endeavour Hills","One person","One family household: Couple family with no children",0
"2","Endeavour Hills","One person","One family household: Couple family with children",0
"3","Endeavour Hills","One person","One family household: One parent family",0
"4","Endeavour Hills","One person","One family household: Other family",0
"5","Endeavour Hills","One person","Two or more family household: Couple family with no children",0
"6","Endeavour Hills","One person","Two or more family household: Couple family with children",0
"7","Endeavour Hills","One person","Two or more family household: One parent family",0
"8","Endeavour Hills","One person","Two or more family household: Other family",0
"9","Endeavour Hills","One person","Lone person household",981
"10","Endeavour Hills","One person","Group household",0
"11","Endeavour Hills","Two persons","One family household: Couple family with no children",3372
"12","Endeavour Hills","Two persons","One family household: Couple family with children",0
"13","Endeavour Hills","Two persons","One family household: One parent family",754
"14","Endeavour Hills","Two persons","One family household: Other family",118
"15","Endeavour Hills","Two persons","Two or more family household: Couple family with no children",0
"16","Endeavour Hills","Two persons","Two or more family household: Couple family with children",0
"17","Endeavour Hills","Two persons","Two or more family household: One parent family",0
"18","Endeavour Hills","Two persons","Two or more family household: Other family",0
"19","Endeavour Hills","Two persons","Lone person household",0
"20","Endeavour Hills","Two persons","Group household",242
"21","Endeavour Hills","Three persons","One family household: Couple family with no children",246
"22","Endeavour Hills","Three persons","One family household: Couple family with children",3729
"23","Endeavour Hills","Three persons","One family household: One parent family",1029
"24","Endeavour Hills","Three persons","One family household: Other family",48
"25","Endeavour Hills","Three persons","Two or more family household: Couple family with no children",0
"26","Endeavour Hills","Three persons","Two or more family household: Couple family with children",0
"27","Endeavour Hills","Three persons","Two or more family household: One parent family",0
"28","Endeavour Hills","Three persons","Two or more family household: Other family",0
"29","Endeavour Hills","Three persons","Lone person household",0
"30","Endeavour Hills","Three persons","Group household",45
"31","Endeavour Hills","Four persons","One family household: Couple family with no children",56
"32","Endeavour Hills","Four persons","One family household: Couple family with children",6520
"33","Endeavour Hills","Four persons","One family household: One parent family",600
"34","Endeavour Hills","Four persons","One family household: Other family",16
"35","Endeavour Hills","Four persons","Two or more family household: Couple family with no children",132
"36","Endeavour Hills","Four persons","Two or more family household: Couple family with children",0
"37","Endeavour Hills","Four persons","Two or more family household: One parent family",84
"38","Endeavour Hills","Four persons","Two or more family household: Other family",0
"39","Endeavour Hills","Four persons","Lone person household",0
"40","Endeavour Hills","Four persons","Group household",40
"41","Endeavour Hills","Five persons","One family household: Couple family with no children",0
"42","Endeavour Hills","Five persons","One family household: Couple family with children",3170
"43","Endeavour Hills","Five persons","One family household: One parent family",280
"44","Endeavour Hills","Five persons","One family household: Other family",25
"45","Endeavour Hills","Five persons","Two or more family household: Couple family with no children",40
"46","Endeavour Hills","Five persons","Two or more family household: Couple family with children",240
"47","Endeavour Hills","Five persons","Two or more family household: One parent family",105
"48","Endeavour Hills","Five persons","Two or more family household: Other family",0
"49","Endeavour Hills","Five persons","Lone person household",0
"50","Endeavour Hills","Five persons","Group household",0
"51","Endeavour Hills","Six or more persons","One family household: Couple family with no children",0
"52","Endeavour Hills","Six or more persons","One family household: Couple family with children",1908
"53","Endeavour Hills","Six or more persons","One family household: One parent family",204
"54","Endeavour Hills","Six or more persons","One family household: Other family",0
"55","Endeavour Hills","Six or more persons","Two or more family household: Couple family with no children",42
"56","Endeavour Hills","Six or more persons","Two or more family household: Couple family with children",498
"57","Endeavour Hills","Six or more persons","Two or more family household: One parent family",210
"58","Endeavour Hills","Six or more persons","Two or more family household: Other family",0
"59","Endeavour Hills","Six or more persons","Lone person household",0
"60","Endeavour Hills","Six or more persons","Group household",0
