"","SA","Household Size","Family household type","Households count"
"1","Frankston","One person","One family household: Couple family with no children",0
"2","Frankston","One person","One family household: Couple family with children",0
"3","Frankston","One person","One family household: One parent family",0
"4","Frankston","One person","One family household: Other family",0
"5","Frankston","One person","Two or more family household: Couple family with no children",0
"6","Frankston","One person","Two or more family household: Couple family with children",0
"7","Frankston","One person","Two or more family household: One parent family",0
"8","Frankston","One person","Two or more family household: Other family",0
"9","Frankston","One person","Lone person household",2989
"10","Frankston","One person","Group household",0
"11","Frankston","Two persons","One family household: Couple family with no children",3762
"12","Frankston","Two persons","One family household: Couple family with children",0
"13","Frankston","Two persons","One family household: One parent family",1386
"14","Frankston","Two persons","One family household: Other family",218
"15","Frankston","Two persons","Two or more family household: Couple family with no children",0
"16","Frankston","Two persons","Two or more family household: Couple family with children",0
"17","Frankston","Two persons","Two or more family household: One parent family",0
"18","Frankston","Two persons","Two or more family household: Other family",0
"19","Frankston","Two persons","Lone person household",0
"20","Frankston","Two persons","Group household",750
"21","Frankston","Three persons","One family household: Couple family with no children",249
"22","Frankston","Three persons","One family household: Couple family with children",2127
"23","Frankston","Three persons","One family household: One parent family",1272
"24","Frankston","Three persons","One family household: Other family",78
"25","Frankston","Three persons","Two or more family household: Couple family with no children",0
"26","Frankston","Three persons","Two or more family household: Couple family with children",0
"27","Frankston","Three persons","Two or more family household: One parent family",0
"28","Frankston","Three persons","Two or more family household: Other family",0
"29","Frankston","Three persons","Lone person household",0
"30","Frankston","Three persons","Group household",225
"31","Frankston","Four persons","One family household: Couple family with no children",40
"32","Frankston","Four persons","One family household: Couple family with children",3192
"33","Frankston","Four persons","One family household: One parent family",616
"34","Frankston","Four persons","One family household: Other family",0
"35","Frankston","Four persons","Two or more family household: Couple family with no children",48
"36","Frankston","Four persons","Two or more family household: Couple family with children",0
"37","Frankston","Four persons","Two or more family household: One parent family",64
"38","Frankston","Four persons","Two or more family household: Other family",0
"39","Frankston","Four persons","Lone person household",0
"40","Frankston","Four persons","Group household",96
"41","Frankston","Five persons","One family household: Couple family with no children",15
"42","Frankston","Five persons","One family household: Couple family with children",1540
"43","Frankston","Five persons","One family household: One parent family",175
"44","Frankston","Five persons","One family household: Other family",0
"45","Frankston","Five persons","Two or more family household: Couple family with no children",0
"46","Frankston","Five persons","Two or more family household: Couple family with children",65
"47","Frankston","Five persons","Two or more family household: One parent family",55
"48","Frankston","Five persons","Two or more family household: Other family",0
"49","Frankston","Five persons","Lone person household",0
"50","Frankston","Five persons","Group household",15
"51","Frankston","Six or more persons","One family household: Couple family with no children",0
"52","Frankston","Six or more persons","One family household: Couple family with children",600
"53","Frankston","Six or more persons","One family household: One parent family",84
"54","Frankston","Six or more persons","One family household: Other family",0
"55","Frankston","Six or more persons","Two or more family household: Couple family with no children",0
"56","Frankston","Six or more persons","Two or more family household: Couple family with children",126
"57","Frankston","Six or more persons","Two or more family household: One parent family",42
"58","Frankston","Six or more persons","Two or more family household: Other family",0
"59","Frankston","Six or more persons","Lone person household",0
"60","Frankston","Six or more persons","Group household",0
