"","SA","Household Size","Family household type","Households count"
"1","Bunyip - Garfield","One person","One family household: Couple family with no children",0
"2","Bunyip - Garfield","One person","One family household: Couple family with children",0
"3","Bunyip - Garfield","One person","One family household: One parent family",0
"4","Bunyip - Garfield","One person","One family household: Other family",0
"5","Bunyip - Garfield","One person","Two or more family household: Couple family with no children",0
"6","Bunyip - Garfield","One person","Two or more family household: Couple family with children",0
"7","Bunyip - Garfield","One person","Two or more family household: One parent family",0
"8","Bunyip - Garfield","One person","Two or more family household: Other family",0
"9","Bunyip - Garfield","One person","Lone person household",515
"10","Bunyip - Garfield","One person","Group household",0
"11","Bunyip - Garfield","Two persons","One family household: Couple family with no children",1500
"12","Bunyip - Garfield","Two persons","One family household: Couple family with children",0
"13","Bunyip - Garfield","Two persons","One family household: One parent family",204
"14","Bunyip - Garfield","Two persons","One family household: Other family",28
"15","Bunyip - Garfield","Two persons","Two or more family household: Couple family with no children",0
"16","Bunyip - Garfield","Two persons","Two or more family household: Couple family with children",0
"17","Bunyip - Garfield","Two persons","Two or more family household: One parent family",0
"18","Bunyip - Garfield","Two persons","Two or more family household: Other family",0
"19","Bunyip - Garfield","Two persons","Lone person household",0
"20","Bunyip - Garfield","Two persons","Group household",88
"21","Bunyip - Garfield","Three persons","One family household: Couple family with no children",78
"22","Bunyip - Garfield","Three persons","One family household: Couple family with children",942
"23","Bunyip - Garfield","Three persons","One family household: One parent family",234
"24","Bunyip - Garfield","Three persons","One family household: Other family",9
"25","Bunyip - Garfield","Three persons","Two or more family household: Couple family with no children",0
"26","Bunyip - Garfield","Three persons","Two or more family household: Couple family with children",0
"27","Bunyip - Garfield","Three persons","Two or more family household: One parent family",0
"28","Bunyip - Garfield","Three persons","Two or more family household: Other family",0
"29","Bunyip - Garfield","Three persons","Lone person household",0
"30","Bunyip - Garfield","Three persons","Group household",24
"31","Bunyip - Garfield","Four persons","One family household: Couple family with no children",0
"32","Bunyip - Garfield","Four persons","One family household: Couple family with children",1788
"33","Bunyip - Garfield","Four persons","One family household: One parent family",104
"34","Bunyip - Garfield","Four persons","One family household: Other family",0
"35","Bunyip - Garfield","Four persons","Two or more family household: Couple family with no children",36
"36","Bunyip - Garfield","Four persons","Two or more family household: Couple family with children",0
"37","Bunyip - Garfield","Four persons","Two or more family household: One parent family",12
"38","Bunyip - Garfield","Four persons","Two or more family household: Other family",0
"39","Bunyip - Garfield","Four persons","Lone person household",0
"40","Bunyip - Garfield","Four persons","Group household",12
"41","Bunyip - Garfield","Five persons","One family household: Couple family with no children",0
"42","Bunyip - Garfield","Five persons","One family household: Couple family with children",1135
"43","Bunyip - Garfield","Five persons","One family household: One parent family",45
"44","Bunyip - Garfield","Five persons","One family household: Other family",0
"45","Bunyip - Garfield","Five persons","Two or more family household: Couple family with no children",0
"46","Bunyip - Garfield","Five persons","Two or more family household: Couple family with children",25
"47","Bunyip - Garfield","Five persons","Two or more family household: One parent family",15
"48","Bunyip - Garfield","Five persons","Two or more family household: Other family",0
"49","Bunyip - Garfield","Five persons","Lone person household",0
"50","Bunyip - Garfield","Five persons","Group household",0
"51","Bunyip - Garfield","Six or more persons","One family household: Couple family with no children",0
"52","Bunyip - Garfield","Six or more persons","One family household: Couple family with children",780
"53","Bunyip - Garfield","Six or more persons","One family household: One parent family",30
"54","Bunyip - Garfield","Six or more persons","One family household: Other family",0
"55","Bunyip - Garfield","Six or more persons","Two or more family household: Couple family with no children",0
"56","Bunyip - Garfield","Six or more persons","Two or more family household: Couple family with children",66
"57","Bunyip - Garfield","Six or more persons","Two or more family household: One parent family",0
"58","Bunyip - Garfield","Six or more persons","Two or more family household: Other family",0
"59","Bunyip - Garfield","Six or more persons","Lone person household",0
"60","Bunyip - Garfield","Six or more persons","Group household",0
