"","SA","Household Size","Family household type","Households count"
"1","Vermont South","One person","One family household: Couple family with no children",0
"2","Vermont South","One person","One family household: Couple family with children",0
"3","Vermont South","One person","One family household: One parent family",0
"4","Vermont South","One person","One family household: Other family",0
"5","Vermont South","One person","Two or more family household: Couple family with no children",0
"6","Vermont South","One person","Two or more family household: Couple family with children",0
"7","Vermont South","One person","Two or more family household: One parent family",0
"8","Vermont South","One person","Two or more family household: Other family",0
"9","Vermont South","One person","Lone person household",574
"10","Vermont South","One person","Group household",0
"11","Vermont South","Two persons","One family household: Couple family with no children",2084
"12","Vermont South","Two persons","One family household: Couple family with children",0
"13","Vermont South","Two persons","One family household: One parent family",284
"14","Vermont South","Two persons","One family household: Other family",52
"15","Vermont South","Two persons","Two or more family household: Couple family with no children",0
"16","Vermont South","Two persons","Two or more family household: Couple family with children",0
"17","Vermont South","Two persons","Two or more family household: One parent family",0
"18","Vermont South","Two persons","Two or more family household: Other family",0
"19","Vermont South","Two persons","Lone person household",0
"20","Vermont South","Two persons","Group household",70
"21","Vermont South","Three persons","One family household: Couple family with no children",108
"22","Vermont South","Three persons","One family household: Couple family with children",1701
"23","Vermont South","Three persons","One family household: One parent family",309
"24","Vermont South","Three persons","One family household: Other family",39
"25","Vermont South","Three persons","Two or more family household: Couple family with no children",0
"26","Vermont South","Three persons","Two or more family household: Couple family with children",0
"27","Vermont South","Three persons","Two or more family household: One parent family",0
"28","Vermont South","Three persons","Two or more family household: Other family",0
"29","Vermont South","Three persons","Lone person household",0
"30","Vermont South","Three persons","Group household",36
"31","Vermont South","Four persons","One family household: Couple family with no children",16
"32","Vermont South","Four persons","One family household: Couple family with children",3040
"33","Vermont South","Four persons","One family household: One parent family",188
"34","Vermont South","Four persons","One family household: Other family",0
"35","Vermont South","Four persons","Two or more family household: Couple family with no children",64
"36","Vermont South","Four persons","Two or more family household: Couple family with children",0
"37","Vermont South","Four persons","Two or more family household: One parent family",40
"38","Vermont South","Four persons","Two or more family household: Other family",0
"39","Vermont South","Four persons","Lone person household",0
"40","Vermont South","Four persons","Group household",0
"41","Vermont South","Five persons","One family household: Couple family with no children",0
"42","Vermont South","Five persons","One family household: Couple family with children",1535
"43","Vermont South","Five persons","One family household: One parent family",55
"44","Vermont South","Five persons","One family household: Other family",0
"45","Vermont South","Five persons","Two or more family household: Couple family with no children",0
"46","Vermont South","Five persons","Two or more family household: Couple family with children",70
"47","Vermont South","Five persons","Two or more family household: One parent family",15
"48","Vermont South","Five persons","Two or more family household: Other family",0
"49","Vermont South","Five persons","Lone person household",0
"50","Vermont South","Five persons","Group household",40
"51","Vermont South","Six or more persons","One family household: Couple family with no children",0
"52","Vermont South","Six or more persons","One family household: Couple family with children",426
"53","Vermont South","Six or more persons","One family household: One parent family",0
"54","Vermont South","Six or more persons","One family household: Other family",0
"55","Vermont South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Vermont South","Six or more persons","Two or more family household: Couple family with children",180
"57","Vermont South","Six or more persons","Two or more family household: One parent family",0
"58","Vermont South","Six or more persons","Two or more family household: Other family",0
"59","Vermont South","Six or more persons","Lone person household",0
"60","Vermont South","Six or more persons","Group household",0
