"","SA","Household Size","Family household type","Households count"
"1","Ascot Vale","One person","One family household: Couple family with no children",0
"2","Ascot Vale","One person","One family household: Couple family with children",0
"3","Ascot Vale","One person","One family household: One parent family",0
"4","Ascot Vale","One person","One family household: Other family",0
"5","Ascot Vale","One person","Two or more family household: Couple family with no children",0
"6","Ascot Vale","One person","Two or more family household: Couple family with children",0
"7","Ascot Vale","One person","Two or more family household: One parent family",0
"8","Ascot Vale","One person","Two or more family household: Other family",0
"9","Ascot Vale","One person","Lone person household",1497
"10","Ascot Vale","One person","Group household",0
"11","Ascot Vale","Two persons","One family household: Couple family with no children",2298
"12","Ascot Vale","Two persons","One family household: Couple family with children",0
"13","Ascot Vale","Two persons","One family household: One parent family",628
"14","Ascot Vale","Two persons","One family household: Other family",162
"15","Ascot Vale","Two persons","Two or more family household: Couple family with no children",0
"16","Ascot Vale","Two persons","Two or more family household: Couple family with children",0
"17","Ascot Vale","Two persons","Two or more family household: One parent family",0
"18","Ascot Vale","Two persons","Two or more family household: Other family",0
"19","Ascot Vale","Two persons","Lone person household",0
"20","Ascot Vale","Two persons","Group household",516
"21","Ascot Vale","Three persons","One family household: Couple family with no children",198
"22","Ascot Vale","Three persons","One family household: Couple family with children",1635
"23","Ascot Vale","Three persons","One family household: One parent family",480
"24","Ascot Vale","Three persons","One family household: Other family",33
"25","Ascot Vale","Three persons","Two or more family household: Couple family with no children",0
"26","Ascot Vale","Three persons","Two or more family household: Couple family with children",0
"27","Ascot Vale","Three persons","Two or more family household: One parent family",0
"28","Ascot Vale","Three persons","Two or more family household: Other family",0
"29","Ascot Vale","Three persons","Lone person household",0
"30","Ascot Vale","Three persons","Group household",273
"31","Ascot Vale","Four persons","One family household: Couple family with no children",56
"32","Ascot Vale","Four persons","One family household: Couple family with children",2468
"33","Ascot Vale","Four persons","One family household: One parent family",220
"34","Ascot Vale","Four persons","One family household: Other family",56
"35","Ascot Vale","Four persons","Two or more family household: Couple family with no children",44
"36","Ascot Vale","Four persons","Two or more family household: Couple family with children",0
"37","Ascot Vale","Four persons","Two or more family household: One parent family",20
"38","Ascot Vale","Four persons","Two or more family household: Other family",0
"39","Ascot Vale","Four persons","Lone person household",0
"40","Ascot Vale","Four persons","Group household",164
"41","Ascot Vale","Five persons","One family household: Couple family with no children",25
"42","Ascot Vale","Five persons","One family household: Couple family with children",1155
"43","Ascot Vale","Five persons","One family household: One parent family",70
"44","Ascot Vale","Five persons","One family household: Other family",0
"45","Ascot Vale","Five persons","Two or more family household: Couple family with no children",0
"46","Ascot Vale","Five persons","Two or more family household: Couple family with children",50
"47","Ascot Vale","Five persons","Two or more family household: One parent family",20
"48","Ascot Vale","Five persons","Two or more family household: Other family",0
"49","Ascot Vale","Five persons","Lone person household",0
"50","Ascot Vale","Five persons","Group household",60
"51","Ascot Vale","Six or more persons","One family household: Couple family with no children",0
"52","Ascot Vale","Six or more persons","One family household: Couple family with children",372
"53","Ascot Vale","Six or more persons","One family household: One parent family",54
"54","Ascot Vale","Six or more persons","One family household: Other family",0
"55","Ascot Vale","Six or more persons","Two or more family household: Couple family with no children",0
"56","Ascot Vale","Six or more persons","Two or more family household: Couple family with children",84
"57","Ascot Vale","Six or more persons","Two or more family household: One parent family",36
"58","Ascot Vale","Six or more persons","Two or more family household: Other family",0
"59","Ascot Vale","Six or more persons","Lone person household",0
"60","Ascot Vale","Six or more persons","Group household",18
