"","SA","Household Size","Family household type","Households count"
"1","Mill Park - South","One person","One family household: Couple family with no children",0
"2","Mill Park - South","One person","One family household: Couple family with children",0
"3","Mill Park - South","One person","One family household: One parent family",0
"4","Mill Park - South","One person","One family household: Other family",0
"5","Mill Park - South","One person","Two or more family household: Couple family with no children",0
"6","Mill Park - South","One person","Two or more family household: Couple family with children",0
"7","Mill Park - South","One person","Two or more family household: One parent family",0
"8","Mill Park - South","One person","Two or more family household: Other family",0
"9","Mill Park - South","One person","Lone person household",567
"10","Mill Park - South","One person","Group household",0
"11","Mill Park - South","Two persons","One family household: Couple family with no children",1564
"12","Mill Park - South","Two persons","One family household: Couple family with children",0
"13","Mill Park - South","Two persons","One family household: One parent family",418
"14","Mill Park - South","Two persons","One family household: Other family",80
"15","Mill Park - South","Two persons","Two or more family household: Couple family with no children",0
"16","Mill Park - South","Two persons","Two or more family household: Couple family with children",0
"17","Mill Park - South","Two persons","Two or more family household: One parent family",0
"18","Mill Park - South","Two persons","Two or more family household: Other family",0
"19","Mill Park - South","Two persons","Lone person household",0
"20","Mill Park - South","Two persons","Group household",138
"21","Mill Park - South","Three persons","One family household: Couple family with no children",117
"22","Mill Park - South","Three persons","One family household: Couple family with children",1518
"23","Mill Park - South","Three persons","One family household: One parent family",609
"24","Mill Park - South","Three persons","One family household: Other family",45
"25","Mill Park - South","Three persons","Two or more family household: Couple family with no children",0
"26","Mill Park - South","Three persons","Two or more family household: Couple family with children",0
"27","Mill Park - South","Three persons","Two or more family household: One parent family",0
"28","Mill Park - South","Three persons","Two or more family household: Other family",0
"29","Mill Park - South","Three persons","Lone person household",0
"30","Mill Park - South","Three persons","Group household",69
"31","Mill Park - South","Four persons","One family household: Couple family with no children",44
"32","Mill Park - South","Four persons","One family household: Couple family with children",3096
"33","Mill Park - South","Four persons","One family household: One parent family",356
"34","Mill Park - South","Four persons","One family household: Other family",0
"35","Mill Park - South","Four persons","Two or more family household: Couple family with no children",68
"36","Mill Park - South","Four persons","Two or more family household: Couple family with children",0
"37","Mill Park - South","Four persons","Two or more family household: One parent family",60
"38","Mill Park - South","Four persons","Two or more family household: Other family",0
"39","Mill Park - South","Four persons","Lone person household",0
"40","Mill Park - South","Four persons","Group household",44
"41","Mill Park - South","Five persons","One family household: Couple family with no children",20
"42","Mill Park - South","Five persons","One family household: Couple family with children",1640
"43","Mill Park - South","Five persons","One family household: One parent family",155
"44","Mill Park - South","Five persons","One family household: Other family",15
"45","Mill Park - South","Five persons","Two or more family household: Couple family with no children",25
"46","Mill Park - South","Five persons","Two or more family household: Couple family with children",95
"47","Mill Park - South","Five persons","Two or more family household: One parent family",50
"48","Mill Park - South","Five persons","Two or more family household: Other family",0
"49","Mill Park - South","Five persons","Lone person household",0
"50","Mill Park - South","Five persons","Group household",15
"51","Mill Park - South","Six or more persons","One family household: Couple family with no children",0
"52","Mill Park - South","Six or more persons","One family household: Couple family with children",648
"53","Mill Park - South","Six or more persons","One family household: One parent family",66
"54","Mill Park - South","Six or more persons","One family household: Other family",0
"55","Mill Park - South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Mill Park - South","Six or more persons","Two or more family household: Couple family with children",198
"57","Mill Park - South","Six or more persons","Two or more family household: One parent family",48
"58","Mill Park - South","Six or more persons","Two or more family household: Other family",0
"59","Mill Park - South","Six or more persons","Lone person household",0
"60","Mill Park - South","Six or more persons","Group household",0
