SA2,APD,APD%,Population size
Abbotsford,0.788909014908736,78.8909014908736,7177
Airport West,0.559791274097695,55.9791274097695,6899
Albert Park,0.525235432607416,52.5235432607416,13592
Alphington - Fairfield,0.504697986577181,50.4697986577181,8195
Altona,0.658884120171674,65.8884120171674,11650
Altona Meadows,0.653633854645814,65.3633854645814,17392
Altona North,0.49568552253116,49.568552253116,12516
Ardeer - Albion,0.588097332160657,58.8097332160657,6822
Armadale,0.473834679925419,47.383467992542,8045
Ascot Vale,0.519325107774639,51.9325107774639,13454
Ashburton (Vic.),0.743448858833474,74.3448858833474,7098
Ashwood - Chadstone,0.462961824552776,46.2961824552776,16267
Aspendale Gardens - Waterways,0.836577260859245,83.6577260859245,8426
Bacchus Marsh,0.641075582968133,64.1075582968133,18483
Balwyn,0.691092251431726,69.1092251431726,14493
Balwyn North,0.769349269588313,76.9349269588313,18825
Bayswater,0.552680051574876,55.2680051574876,10858
Bayswater North,0.655514601644457,65.5514601644457,10581
Beaconsfield - Officer,0.664882226980728,66.4882226980728,12142
Beaumaris,0.846652267818574,84.6652267818575,12501
Belgrave - Selby,0.795697738554881,79.5697738554882,9065
Bentleigh East (North),0.72021897810219,72.021897810219,13700
Bentleigh East (South),0.705449791649645,70.5449791649645,12239
Bentleigh - McKinnon,0.721136595063764,72.1136595063764,20623
Berwick - North,0.703073466851489,70.3073466851489,20921
Berwick - South,0.702633744855967,70.2633744855967,24300
Blackburn,0.638864740475582,63.8864740475582,19555
Blackburn South,0.662358974358974,66.2358974358974,9750
Boronia,0.574109478768364,57.4109478768364,19876
Box Hill,0.41109928879431,41.109928879431,17857
Box Hill North,0.608403671985706,60.8403671985706,16231
Braeside,1.27777777777778,127.777777777778,18
Braybrook,0.544477574854019,54.4477574854019,16098
Brighton East,0.796611346434275,79.6611346434275,14401
Brighton (Vic.),0.764456494947005,76.4456494947005,20285
Broadmeadows,0.43906481723807,43.906481723807,11463
Brunswick,0.631005405405405,63.1005405405405,23125
Brunswick East,0.651896246806838,65.1896246806838,10178
Brunswick West,0.493962324907422,49.3962324907422,12422
Bulleen,0.689756383915468,68.9756383915468,10221
Bundoora - East,0.57392952720785,57.392952720785,8968
Bundoora - North,0.443533969010727,44.3533969010727,6712
Bundoora - West,0.480677607199576,48.0677607199576,5667
Bunyip - Garfield,0.786213140196586,78.6213140196586,7732
Burnside,0.666819536803485,66.6819536803486,4361
Burnside Heights,0.60373665480427,60.373665480427,5620
Burwood,0.201345994284134,20.1345994284134,10847
Burwood East,0.5765794511806,57.65794511806,9402
Cairnlea,0.715568862275449,71.5568862275449,9018
Camberwell,0.684683748245933,68.4683748245933,19241
Campbellfield - Coolaroo,0.523046366687213,52.3046366687213,14601
Carlton,0.786900129701686,78.6900129701686,15420
Carlton North - Princes Hill,0.466932578486876,46.6932578486876,7772
Carnegie,0.482195121951219,48.219512195122,16400
Caroline Springs,0.678063918985136,67.8063918985136,18367
Carrum Downs,0.591771810633021,59.1771810633021,18546
Carrum - Patterson Lakes,0.708456760630674,70.8456760630674,10465
Caulfield - North,0.40855119535701,40.855119535701,18781
Caulfield - South,0.638923970699672,63.8923970699672,15836
Chelsea - Bonbeach,0.583723699880905,58.3723699880905,12595
Chelsea Heights,0.741110667199361,74.1110667199361,5006
Cheltenham - Highett (East),0.621739771108601,62.1739771108601,20359
Cheltenham - Highett (West),0.677824267782427,67.7824267782427,10038
Chirnside Park,0.70167275949928,70.167275949928,9027
Clarinda - Oakleigh South,0.733793233793234,73.3793233793234,10582
Clayton,0.508294699212423,50.8294699212423,17903
Clayton South,0.526869565217391,52.6869565217391,11500
Coburg,0.493456856798637,49.3456856798637,24071
Coburg North,0.502810650887574,50.2810650887574,6760
Collingwood,0.759104397086593,75.9104397086593,7414
Craigieburn - Central,0.627415143603133,62.7415143603133,7660
Craigieburn - North,0.612315133475956,61.2315133475956,10751
Craigieburn - South,0.592626911112582,59.2626911112582,15109
Craigieburn - West,0.606134781610954,60.6134781610954,13073
Cranbourne,0.581347438752784,58.1347438752784,17960
Cranbourne East,0.533047246413396,53.3047246413396,23769
Cranbourne North,0.566092729529875,56.6092729529875,18527
Cranbourne South,0.700856887069958,70.0856887069958,7819
Cranbourne West,0.619051057990901,61.9051057990901,13847
Croydon - East,0.514031736702909,51.4031736702909,13612
Croydon Hills - Warranwood,0.774697641001078,77.4697641001078,16702
Croydon South,0.636114285714286,63.6114285714286,4375
Croydon - West,0.60399211434204,60.399211434204,12174
Dandenong,0.510824800695205,51.0824800695205,26467
Dandenong North,0.620936855543553,62.0936855543553,20366
Deer Park - Derrimut,0.540145067292776,54.0145067292776,23851
Delahey,0.681674980309793,68.1674980309793,7618
Dingley Village,0.772071977270336,77.2071977270336,9503
Docklands,0.720514729341699,72.05147293417,9403
Doncaster,0.618442558127274,61.8442558127274,18967
Doncaster East (North),0.78286677414627,78.286677414627,13646
Doncaster East (South),0.62633757713036,62.633757713036,12803
Donvale - Park Orchards,0.816131472185931,81.6131472185931,14543
Doreen,0.637338619497814,63.7338619497814,19674
Doveton,0.468653134686531,46.8653134686531,10001
Dromana,0.730985622004584,73.0985622004584,9598
East Melbourne,0.590523690773067,59.0523690773067,4010
Edithvale - Aspendale,0.697180647406892,69.7180647406892,11492
Elsternwick,0.537235583888728,53.7235583888728,10353
Eltham,0.842840403093508,84.2840403093508,21335
Elwood,0.64592417411869,64.592417411869,13531
Emerald - Cockatoo,0.802580725595312,80.2580725595312,16042
Endeavour Hills - North,0.700621799561083,70.0621799561083,10936
Endeavour Hills - South,0.712737779918131,71.2737779918131,12459
Epping - East,0.622950819672131,62.2950819672131,12017
Epping - South,0.594676906779661,59.4676906779661,7552
Epping - West,0.589223924864063,58.9223924864063,10115
Essendon - Aberfeldie,0.59523713907072,59.523713907072,24901
Fawkner,0.435006435006435,43.5006435006435,12432
Ferntree Gully (North),0.632215940759615,63.2215940759615,12559
Ferntree Gully (South) - Upper Ferntree Gully,0.700564133016627,70.0564133016627,13472
Fitzroy,0.641237353180602,64.1237353180602,8599
Fitzroy North,0.540601571673742,54.0601571673742,11071
Flemington,0.501205095833812,50.1205095833812,8713
Flemington Racecourse,1,100,49
Flinders,0.903627865568662,90.3627865568662,4493
Footscray,0.650032172731822,65.0032172731822,13987
Forest Hill,0.626796714579055,62.6796714579055,9740
Frankston,0.511669384427232,51.1669384427232,19624
Frankston North,0.516512942576614,51.6512942576614,16805
Frankston South,0.758935039845448,75.8935039845448,16564
Gisborne,0.763753213367609,76.3753213367609,11670
Gladstone Park - Westmeadows,0.705228514654744,70.5228514654744,16104
Glen Iris - East,0.7554383222613,75.54383222613,15354
Glenroy,0.5091820553481,50.91820553481,19549
Glen Waverley - East,0.730270546197039,73.0270546197039,19590
Glen Waverley - West,0.671964654578839,67.1964654578839,17428
Gowanbrae,0.656542932133483,65.6542932133483,2667
Greensborough,0.704297389928816,70.4297389928816,18965
Greenvale - Bulla,0.749164755977727,74.9164755977727,15265
Hadfield,0.517737296260786,51.7737296260786,5215
Hallam,0.610353664787289,61.0353664787289,9755
Hampton,0.768543617545589,76.8543617545589,16232
Hampton Park - Lynbrook,0.621473557070141,62.1473557070141,23182
Hastings - Somers,0.657492841234489,65.7492841234489,18858
Hawthorn,0.442430494154632,44.2430494154632,20358
Hawthorn East,0.434114148959315,43.4114148959315,13789
Healesville - Yarra Glen,0.738128780972901,73.8128780972901,12067
Heidelberg - Rosanna,0.584861695730607,58.4861695730607,13304
