SA2,SAE,Population size
Abbotsford,0.129938917531094,99.8289346
Airport West,0.183072072222346,100.6083048
Albert Park,0.163262783508099,99.9869987
Alphington - Fairfield,0.178155553477428,99.9999999
Altona,0.19962893336508,100.1182497
Altona Meadows,0.19280898950653,99.9791215
Altona North,0.192306821714989,99.8714654
Ardeer - Albion,0.160930490388253,99.5661053
Armadale,0.150154932255717,99.7883014
Ascot Vale,0.151223878877035,99.9389624
Ashburton (Vic.),0.256968786510017,100.1676775
Ashwood - Chadstone,0.186534165123209,99.9398875
Aspendale Gardens - Waterways,0.206017175095562,100.1223719
Bacchus Marsh,0.186918542314753,100.319489
Balwyn,0.22891958851147,100.1073641
Balwyn North,0.251805719550354,99.9109881
Bayswater,0.187398328896002,99.950323
Bayswater North,0.22233976974089,99.4989807
Beaconsfield - Officer,0.161409641030383,99.9692902
Beaumaris,0.286199906131279,99.9183614
Belgrave - Selby,0.22670025939324,100.0698885
Bentleigh - McKinnon,0.220765711171398,99.9955392
Bentleigh East (North),0.232428226110058,100.202936
Bentleigh East (South),0.214068920173972,99.8337991
Berwick - North,0.209036788360772,99.9825302
Berwick - South,0.164608673299079,100.0426358
Blackburn,0.218754060042642,99.915821
Blackburn South,0.250322435534728,99.759103
Boronia,0.200044394155284,100.1357898
Box Hill,0.16616890661364,99.9697462
Box Hill North,0.209535586501109,100.0227935
Braeside,1.72522522804724,60.6557376
Braybrook,0.152303235981683,99.923212
Brighton (Vic.),0.241875304450875,99.9823741
Brighton East,0.273570176726731,100.1136792
Broadmeadows,0.167480119441776,100.2179631
Brunswick,0.0963470620679625,100.0157252
Brunswick East,0.110501654193191,100.0729599
Brunswick West,0.136886842322138,99.8907583
Bulleen,0.227906463536449,99.9909457
Bundoora - East,0.210013105790733,99.9696909
Bundoora - North,0.181312031381539,99.9463012
Bundoora - West,0.22253167905269,100.2100166
Bunyip - Garfield,0.218365121055872,100.2893515
Burnside,0.229229056431324,100.2526844
Burnside Heights,0.176345975776997,99.8023391
Burwood,0.181431773957806,100.1061483
Burwood East,0.23023765210995,99.9318331
Cairnlea,0.178642267577938,99.9586008
Camberwell,0.250344419048338,99.9158798
Campbellfield - Coolaroo,0.172244890294771,100.0000003
Carlton,0.0818206047067052,100.1105374
Carlton North - Princes Hill,0.139166345031762,99.8575835
Carnegie,0.153325134583641,99.9999996
Caroline Springs,0.152714366343423,100.0703523
Carrum - Patterson Lakes,0.216899321127629,99.7921541
Carrum Downs,0.187116345326307,99.9034425
Caulfield - North,0.169180241792268,99.8093424
Caulfield - South,0.228706182063453,99.9083197
Chelsea - Bonbeach,0.203413302869783,99.9365795
Chelsea Heights,0.219619164156115,99.8501027
