"SA2","Cosine similarity"
"Abbotsford","0.70940435129986"
"Airport West","0.848375244458356"
"Albert Park","0.845415478401035"
"Alphington - Fairfield","0.865896649861576"
"Altona","0.817272155334841"
"Altona Meadows","0.825564427113085"
"Altona North","0.874916499814284"
"Ardeer - Albion","0.851171592099938"
"Armadale","0.885421518311747"
"Ascot Vale","0.856923835017984"
"Ashburton (Vic.)","0.786210833358399"
"Ashwood - Chadstone","0.885099557707295"
"Aspendale Gardens - Waterways","0.782624735776675"
"Bacchus Marsh","0.824373111322457"
"Balwyn","0.847827534793584"
"Balwyn North","0.810901774113606"
"Bayswater","0.856831955978009"
"Bayswater North","0.828191428330305"
"Beaconsfield - Officer","0.830753618263019"
"Beaumaris","0.740888998603361"
"Belgrave - Selby","0.777164986153869"
"Bentleigh East (North)","0.802161962632289"
"Bentleigh East (South)","0.804590502276628"
"Bentleigh - McKinnon","0.807498094625924"
"Berwick - North","0.832748765722997"
"Berwick - South","0.802553243355073"
"Blackburn","0.850558860720508"
"Blackburn South","0.838015566431648"
"Boronia","0.84943692026585"
"Box Hill","0.929534565486895"
"Box Hill North","0.861666192871812"
"Braeside","0.331695985372852"
"Braybrook","0.881797060310434"
"Brighton East","0.760162753802618"
"Brighton (Vic.)","0.784881075945687"
"Broadmeadows","0.888025868240785"
"Brunswick","0.815596395952166"
"Brunswick East","0.807458950540629"
"Brunswick West","0.875085376971845"
"Bulleen","0.838221944528609"
"Bundoora - East","0.889830309767644"
"Bundoora - North","0.930478515343268"
"Bundoora - West","0.917095660632065"
"Bunyip - Garfield","0.783502435454972"
"Burnside","0.825627844594321"
"Burnside Heights","0.820376015651807"
"Burwood","0.979258986713784"
"Burwood East","0.896208185250427"
"Cairnlea","0.829124422671739"
"Camberwell","0.844571811617831"
"Campbellfield - Coolaroo","0.885999485460242"
"Carlton","0.802575725089449"
"Carlton North - Princes Hill","0.894198672278372"
"Carnegie","0.887454472229163"
"Caroline Springs","0.805214811185866"
"Carrum Downs","0.84096141707639"
"Carrum - Patterson Lakes","0.79910196009987"
"Caulfield - North","0.896937304035768"
"Caulfield - South","0.839507583605"
"Chelsea - Bonbeach","0.824145996865201"
"Chelsea Heights","0.804543057493904"
"Cheltenham - Highett (East)","0.835647060940745"
"Cheltenham - Highett (West)","0.797224308213283"
"Chirnside Park","0.835671680049909"
"Clarinda - Oakleigh South","0.825724848046413"
"Clayton","0.894277403855303"
"Clayton South","0.880450266171754"
"Coburg","0.872189015392593"
"Coburg North","0.849103631944441"
"Collingwood","0.752712358069654"
"Craigieburn - Central","0.841467767318178"
"Craigieburn - North","0.828921397731547"
