"SA2","Cosine similarity"
"Abbotsford","0.999773052315979"
"Airport West","0.99893229908813"
"Albert Park","0.999273207961238"
"Alphington - Fairfield","0.999600057622117"
"Altona","0.999337050450434"
"Altona Meadows","0.999364402738769"
"Altona North","0.998501280384755"
"Ardeer - Albion","0.999452762325364"
"Armadale","0.99982866579575"
"Ascot Vale","0.999838437470672"
"Ashburton (Vic.)","0.998365986228183"
"Ashwood - Chadstone","0.999619597895172"
"Aspendale Gardens - Waterways","0.99972687187415"
"Bacchus Marsh","0.999698372087424"
"Balwyn","0.999411600271464"
"Balwyn North","0.999049758415318"
"Bayswater","0.999568887268292"
"Bayswater North","0.999446318274188"
"Beaconsfield - Officer","0.999874941917075"
"Beaumaris","0.996309765531173"
"Belgrave - Selby","0.999527131343809"
"Bentleigh East (North)","0.999660888346598"
"Bentleigh East (South)","0.99901301369333"
"Bentleigh - McKinnon","0.999596040186226"
"Berwick - North","0.999545653592965"
"Berwick - South","0.999891287221312"
"Blackburn","0.999562377638177"
"Blackburn South","0.999051455384246"
"Boronia","0.99952822349454"
"Box Hill","0.999498158235502"
"Box Hill North","0.999524794209025"
"Braeside","0.868114732282431"
"Braybrook","0.998091459980886"
"Brighton East","0.997649416819398"
"Brighton (Vic.)","0.997833948860417"
"Broadmeadows","0.999527357458028"
"Brunswick","0.999902607893026"
"Brunswick East","0.999822685081972"
"Brunswick West","0.99983113479021"
"Bulleen","0.998303372321742"
"Bundoora - East","0.998816876740884"
"Bundoora - North","0.999422714800927"
"Bundoora - West","0.99945289319056"
"Bunyip - Garfield","0.998213991451932"
"Burnside","0.999765162783643"
"Burnside Heights","0.999782902802102"
"Burwood","0.999325595556035"
"Burwood East","0.99884463701491"
"Cairnlea","0.999784701240042"
"Camberwell","0.999225197218704"
"Campbellfield - Coolaroo","0.999764783124706"
"Carlton","0.999962195193912"
"Carlton North - Princes Hill","0.999746898038973"
"Carnegie","0.999777966310685"
"Caroline Springs","0.99994636498153"
"Carrum Downs","0.999523245157586"
"Carrum - Patterson Lakes","0.999428391744142"
"Caulfield - North","0.998292661266744"
"Caulfield - South","0.998824578869642"
"Chelsea - Bonbeach","0.999514395831161"
"Chelsea Heights","0.999372668569228"
"Cheltenham - Highett (East)","0.999716233439992"
"Cheltenham - Highett (West)","0.999135356368227"
"Chirnside Park","0.99916659112235"
"Clarinda - Oakleigh South","0.999257339603336"
"Clayton","0.999165927392545"
"Clayton South","0.999033909748159"
"Coburg","0.999725882928171"
"Coburg North","0.999608356598985"
"Collingwood","0.999833593979745"
"Craigieburn - Central","0.999437419810205"
"Craigieburn - North","0.999851277406711"
"Craigieburn - South","0.999673637396774"
"Craigieburn - West","0.999827485631479"
"Cranbourne","0.999415108855452"
"Cranbourne East","0.999884236918078"
"Cranbourne North","0.999689170204641"
"Cranbourne South","0.999615782586851"
"Cranbourne West","0.999768614181916"
"Croydon - East","0.999631033599454"
"Croydon Hills - Warranwood","0.999645538722383"
