SA2;Cosine similarity
Abbotsford;0.999733542791308
Airport West;0.999554759006189
Albert Park;0.999649416085684
Alphington - Fairfield;0.999760990477801
Altona;0.999297939987747
Altona Meadows;0.998753492944415
Altona North;0.999799745247882
Ardeer - Albion;0.999065154416931
Armadale;0.999487503787217
Ascot Vale;0.999472819169739
Ashburton (Vic.);0.999525064709364
Ashwood - Chadstone;0.998984693785088
Aspendale Gardens - Waterways;0.999613205486641
Bacchus Marsh;0.99932714024316
Balwyn;0.998961458061804
Balwyn North;0.9994274943611
Bayswater;0.998857250537126
Bayswater North;0.999039866153145
Beaconsfield - Officer;0.999754041076864
Beaumaris;0.999441709973293
Belgrave - Selby;0.998832422542279
Bentleigh - McKinnon;0.998905821788878
Bentleigh East (North);0.999258964863588
Bentleigh East (South);0.999509674079783
Berwick - North;0.999254578286737
Berwick - South;0.99968103793227
Blackburn;0.999082338279493
Blackburn South;0.999188928570121
Boronia;0.998862380290954
Box Hill;0.998950419364045
Box Hill North;0.999167825603428
Braeside;0.868114732282431
Braybrook;0.998193072943768
Brighton (Vic.);0.999383742063461
Brighton East;0.999451775238899
Broadmeadows;0.999286772516375
Brunswick;0.999815344558509
Brunswick East;0.999611938712275
Brunswick West;0.999561158995648
Bulleen;0.998975960806583
Bundoora - East;0.999152056708494
Bundoora - North;0.998774827847915
Bundoora - West;0.998747839565292
Bunyip - Garfield;0.999312884327543
Burnside;0.999576060997213
Burnside Heights;0.99982138397836
Burwood;0.998699674103791
Burwood East;0.998376061330102
Cairnlea;0.999520469961128
Camberwell;0.999089123306225
Campbellfield - Coolaroo;0.999840813426751
Carlton;0.999963620845799
Carlton North - Princes Hill;0.99962571357946
Carnegie;0.999404340300478
Caroline Springs;0.999923790692666
Carrum - Patterson Lakes;0.999315474519543
Carrum Downs;0.999173806845157
Caulfield - North;0.999665528801381
Caulfield - South;0.999166929567927
Chelsea - Bonbeach;0.999132716295152
Chelsea Heights;0.999030967920581
Cheltenham - Highett (East);0.999325967900576
Cheltenham - Highett (West);0.999894641933036
Chirnside Park;0.998659982483168
Clarinda - Oakleigh South;0.999142953374442
Clayton;0.999012298400745
Clayton South;0.99796900393449
Coburg;0.999242585919539
Coburg North;0.99926931432623
Collingwood;0.999867023876172
Craigieburn - Central;0.999290110647223
Craigieburn - North;0.999884663044091
Craigieburn - South;0.999697854130291
Craigieburn - West;0.999793457686337
Cranbourne;0.998691246720406
Cranbourne East;0.999734235709775
Cranbourne North;0.99972002682824
Cranbourne South;0.999216561444973
Cranbourne West;0.999716202848896
Croydon - East;0.998959529556839
Croydon - West;0.999351496925924
Croydon Hills - Warranwood;0.999368219050554
Croydon South;0.999461648952601
Dandenong;0.998846219984972
Dandenong North;0.999130508413398
Deer Park - Derrimut;0.999536764800514
Delahey;0.999091026056521
Dingley Village;0.999508003073682
Docklands;0.999938083051541
Doncaster;0.998416828842938
Doncaster East (North);0.999546631145926
Doncaster East (South);0.99940668318589
Donvale - Park Orchards;0.999377669635854
Doreen;0.999730068560897
Doveton;0.999462878594804
Dromana;0.999128020766776
East Melbourne;0.999444022021158
Edithvale - Aspendale;0.999421269885442
Elsternwick;0.999386267555413
Eltham;0.99945858529149
Elwood;0.999660934399187
Emerald - Cockatoo;0.999127801272051
Endeavour Hills - North;0.999440792569014
Endeavour Hills - South;0.999637530187804
Epping - East;0.999468621064493
Epping - South;0.999397791156877
Epping - West;0.999854093684174
Essendon - Aberfeldie;0.999588489000579
Fawkner;0.999650423339436
Ferntree Gully (North);0.999114883986879
