SA2;FT statistic;FT p-value;FT degrees of freedom
Abbotsford;3.48248465556517;0.746253746253746;nan
Airport West;3.12132669570497;0.799200799200799;nan
Albert Park;6.41529888382045;0.373626373626374;nan
Alphington - Fairfield;2.07340452966115;0.903096903096903;nan
Altona;10.6060945340518;0.103896103896104;nan
Altona Meadows;27.9567089018707;0.000999000999000999;nan
Altona North;2.0766430291514;0.915084915084915;nan
Ardeer - Albion;6.04641253757476;0.41958041958042;nan
Armadale;5.41755032562523;0.494505494505495;nan
Ascot Vale;8.41621772532886;0.203796203796204;nan
Ashburton (Vic.);4.36566548222384;0.632367632367632;nan
Ashwood - Chadstone;18.6099526228901;0.003996003996004;nan
Aspendale Gardens - Waterways;4.75288787023286;0.578421578421578;nan
Bacchus Marsh;17.1639381354829;0.013986013986014;nan
Balwyn;19.8370819604772;0.002997002997003;nan
Balwyn North;14.6104546330216;0.012987012987013;nan
Bayswater;15.8551430371033;0.015984015984016;nan
Bayswater North;13.1661802895884;0.037962037962038;nan
Beaconsfield - Officer;4.16260628718417;0.645354645354645;nan
Beaumaris;10.4773593731796;0.114885114885115;nan
Belgrave - Selby;14.6354520445283;0.022977022977023;nan
Bentleigh - McKinnon;30.6733510886901;0.000999000999000999;nan
Bentleigh East (North);14.4059345905262;0.031968031968032;nan
Bentleigh East (South);7.36165978999034;0.278721278721279;nan
Berwick - North;21.014522121436;0.001998001998002;nan
Berwick - South;12.5980206765131;0.04995004995005;nan
Blackburn;23.4339898963185;0.001998001998002;nan
Blackburn South;9.76555139132181;0.118881118881119;nan
Boronia;28.5042747212373;0.000999000999000999;nan
Box Hill;19.0847793188458;0.000999000999000999;nan
Box Hill North;17.1186659922988;0.031968031968032;nan
Braeside;2.35055318873079;0.724275724275724;nan
Braybrook;30.9630009640658;0.000999000999000999;nan
Brighton (Vic.);17.5797303830212;0.00599400599400599;nan
Brighton East;11.7489247594813;0.133866133866134;nan
Broadmeadows;8.56092415362123;0.224775224775225;nan
Brunswick;5.8368319201775;0.402597402597403;nan
Brunswick East;5.9282740960815;0.416583416583417;nan
Brunswick West;6.35239393515629;0.396603396603397;nan
Bulleen;13.6723686493512;0.028971028971029;nan
Bundoora - East;9.45205003134082;0.168831168831169;nan
Bundoora - North;10.9672309852507;0.0959040959040959;nan
Bundoora - West;7.81108014016269;0.272727272727273;nan
Bunyip - Garfield;7.21017968167253;0.313686313686314;nan
Burnside;2.1257843134337;0.896103896103896;nan
Burnside Heights;1.51752917295071;0.95004995004995;nan
Burwood;13.3280262939659;0.031968031968032;nan
Burwood East;18.337272893284;0.00699300699300699;nan
Cairnlea;5.93257023617435;0.433566433566434;nan
Camberwell;23.9747137167937;0.001998001998002;nan
Campbellfield - Coolaroo;3.02346047044409;0.788211788211788;nan
Carlton;0.679124876755001;0.995004995004995;nan
Carlton North - Princes Hill;4.08882609945432;0.653346653346653;nan
