SA2;Cosine similarity
Abbotsford;0.998850129352877
Airport West;0.999570751463367
Albert Park;0.999765092161187
Alphington - Fairfield;0.999615462727828
Altona;0.999475314955442
Altona Meadows;0.998772646153574
Altona North;0.999769812471694
Ardeer - Albion;0.998913188161501
Armadale;0.999552954953153
Ascot Vale;0.999544116906463
Ashburton (Vic.);0.999610749047466
Ashwood - Chadstone;0.998900882311811
Aspendale Gardens - Waterways;0.999614572900792
Bacchus Marsh;0.999355861032766
Balwyn;0.999135325674892
Balwyn North;0.999511172594982
Bayswater;0.998860258590541
Bayswater North;0.999042832992907
Beaconsfield - Officer;0.999766920539125
Beaumaris;0.999631817846044
Belgrave - Selby;0.998826161625701
Bentleigh - McKinnon;0.99910560105205
Bentleigh East (North);0.999361231854126
Bentleigh East (South);0.999508695678796
Berwick - North;0.999277461731614
Berwick - South;0.999682029467049
Blackburn;0.999111040636772
Blackburn South;0.999257038177917
Boronia;0.998866793401069
Box Hill;0.998138339607337
Box Hill North;0.999121274728566
Braeside;0.66
Braybrook;0.998245103988964
Brighton (Vic.);0.999684718196486
Brighton East;0.999698472234934
Broadmeadows;0.999303264124195
Brunswick;0.998823003174165
Brunswick East;0.998754686521793
Brunswick West;0.999389734621883
Bulleen;0.998980294330034
Bundoora - East;0.999136008331051
Bundoora - North;0.998836123422554
Bundoora - West;0.998359883344673
Bunyip - Garfield;0.999374143264354
Burnside;0.999553801616627
Burnside Heights;0.999817209936926
Burwood;0.996545295661936
Burwood East;0.998229796870975
Cairnlea;0.999519708804363
Camberwell;0.999291920385975
Campbellfield - Coolaroo;0.999840424106076
Carlton;0.999203422541847
Carlton North - Princes Hill;0.999084863022436
Carnegie;0.999293874135849
Caroline Springs;0.999924763862345
Carrum - Patterson Lakes;0.999363512801115
Carrum Downs;0.999170280345822
Caulfield - North;0.999738308674912
Caulfield - South;0.999408278918233
Chelsea - Bonbeach;0.999378994997668
Chelsea Heights;0.999069567117604
Cheltenham - Highett (East);0.999458278977655
Cheltenham - Highett (West);0.99994421946873
Chirnside Park;0.998657671221864
Clarinda - Oakleigh South;0.999140364210726
Clayton;0.99714034339153
Clayton South;0.997906632166009
Coburg;0.999148899969087
Coburg North;0.999276860227541
Collingwood;0.998887863504082
Craigieburn - Central;0.999282351984275
Craigieburn - North;0.999882183919272
Craigieburn - South;0.999697726858484
Craigieburn - West;0.999791868149565
Cranbourne;0.998693601801272
Cranbourne East;0.999734765992412
Cranbourne North;0.999714021737109
Cranbourne South;0.999217726302264
Cranbourne West;0.999714639226641
Croydon - East;0.998966017425098
Croydon - West;0.999377994767944
Croydon Hills - Warranwood;0.999432463032802
Croydon South;0.999465996275799
Dandenong;0.998907076702074
Dandenong North;0.999138495313553
Deer Park - Derrimut;0.999535324855682
Delahey;0.999094915267567
Dingley Village;0.99949433003676
Docklands;0.998660198225995
Doncaster;0.998294257070934
Doncaster East (North);0.999546127584673
Doncaster East (South);0.99939479189257
Donvale - Park Orchards;0.999433474347144
Doreen;0.99976491880399
Doveton;0.999485537508565
Dromana;0.999146406037777
East Melbourne;0.999064843357398
Edithvale - Aspendale;0.999529926900792
Elsternwick;0.999537297366825
Eltham;0.999563140682978
Elwood;0.999578436854688
Emerald - Cockatoo;0.999128078433119
Endeavour Hills - North;0.999441868327121
Endeavour Hills - South;0.999636767589605
Epping - East;0.999467140776737
Epping - South;0.999378902121828
Epping - West;0.999852662842222
Essendon - Aberfeldie;0.999669952494163
Fawkner;0.999654949521901
Ferntree Gully (North);0.999098570770911
Ferntree Gully (South) - Upper Ferntree Gully;0.998843215653598
Fitzroy;0.998710783252962
Fitzroy North;0.999103874040245
Flemington;0.999584229684405
Flemington Racecourse;0.861460984507896
Flinders;0.998522980321243
Footscray;0.998716100686026
Forest Hill;0.99894930080344
Frankston;0.997725965237175
Frankston North;0.998257206221115
Frankston South;0.99966101660229
Gisborne;0.99972843193081
Gladstone Park - Westmeadows;0.999512137706254
Glen Iris - East;0.999689538398693
Glen Waverley - East;0.998951318526945
Glen Waverley - West;0.998583542120314
Glenroy;0.998651425443096
Gowanbrae;0.999736162254735
Greensborough;0.999546478681278
Greenvale - Bulla;0.999886496416709
Hadfield;0.999568163724746
Hallam;0.99977482522385
Hampton;0.999657817016974
Hampton Park - Lynbrook;0.999563391684677
Hastings - Somers;0.999159782935308
Hawthorn;0.999381269711926
Hawthorn East;0.99946803385454
Healesville - Yarra Glen;0.999380916521636
