SA2;Cosine similarity
Abbotsford;0.999861905930102
Airport West;0.999787846691629
Albert Park;0.999859345370644
Alphington - Fairfield;0.999874027088754
Altona;0.999694840272274
Altona Meadows;0.999362495322127
Altona North;0.999885058191132
Ardeer - Albion;0.99938646035369
Armadale;0.999780111408695
Ascot Vale;0.999726034325382
Ashburton (Vic.);0.999691553432863
Ashwood - Chadstone;0.999428739781426
Aspendale Gardens - Waterways;0.999789375562457
Bacchus Marsh;0.999607433063858
Balwyn;0.999463160938681
Balwyn North;0.999663809742406
Bayswater;0.999442035647348
Bayswater North;0.999494552756187
Beaconsfield - Officer;0.999858599094019
Beaumaris;0.999697740445082
Belgrave - Selby;0.999342467165167
Bentleigh - McKinnon;0.999363939703278
Bentleigh East (North);0.99954525691805
Bentleigh East (South);0.999714781705876
Berwick - North;0.999630211110387
Berwick - South;0.999777728846734
Blackburn;0.999489922878468
Blackburn South;0.999578583289068
Boronia;0.999432458683364
Box Hill;0.999403247738416
Box Hill North;0.999548455788142
Braeside;0.919145030018058
Braybrook;0.998777144402873
Brighton (Vic.);0.999687769571094
Brighton East;0.999677658766297
Broadmeadows;0.999361119727052
Brunswick;0.999901968563468
Brunswick East;0.999818109677342
Brunswick West;0.999795156153882
Bulleen;0.999561825922397
Bundoora - East;0.999612356421125
Bundoora - North;0.999387274063891
Bundoora - West;0.999482897707284
Bunyip - Garfield;0.99961572621561
Burnside;0.999731522925158
Burnside Heights;0.999851053401033
Burwood;0.999316761373232
Burwood East;0.999286525357441
Cairnlea;0.999674659912071
Camberwell;0.999504011552133
Campbellfield - Coolaroo;0.999878815789379
Carlton;0.999977341304029
Carlton North - Princes Hill;0.999840450833109
Carnegie;0.999710872312589
Caroline Springs;0.999946413867871
Carrum - Patterson Lakes;0.999671867882967
Carrum Downs;0.999459512780757
Caulfield - North;0.999816763507198
Caulfield - South;0.999574017163802
Chelsea - Bonbeach;0.999582821376163
Chelsea Heights;0.999498045455093
Cheltenham - Highett (East);0.99966709981963
