SA2,APD,APD%,Population size
Abbotsford,0.0161627420927964,1.61627420927964,7177
Airport West,0.0381214668792579,3.81214668792579,6899
Albert Park,0.0335491465567981,3.35491465567981,13592
Alphington - Fairfield,0.0305064063453325,3.05064063453325,8195
Altona,0.0389699570815451,3.89699570815451,11650
Altona Meadows,0.0387534498620055,3.87534498620055,17392
Altona North,0.0459411952700543,4.59411952700543,12516
Ardeer - Albion,0.0378188214599824,3.78188214599824,6822
Armadale,0.0195152268489745,1.95152268489745,8045
Ascot Vale,0.0230414746543779,2.30414746543779,13454
Ashburton (Vic.),0.0555085939701324,5.55085939701324,7098
Ashwood - Chadstone,0.0354091104690478,3.54091104690478,16267
Aspendale Gardens - Waterways,0.031806313790648,3.1806313790648,8426
Bacchus Marsh,0.0319212249093762,3.19212249093762,18483
Balwyn,0.0391913337473263,3.91913337473263,14493
Balwyn North,0.048339973439575,4.8339973439575,18825
Bayswater,0.0401547246270031,4.01547246270031,10858
Bayswater North,0.029675834042151,2.9675834042151,10581
Beaconsfield - Officer,0.0252017789491023,2.52017789491023,12142
Beaumaris,0.0755139588832893,7.55139588832893,12501
Belgrave - Selby,0.0357418643132929,3.57418643132929,9065
Bentleigh - McKinnon,0.0381612762449692,3.81612762449692,20623
Bentleigh East (North),0.0341605839416058,3.41605839416058,13700
Bentleigh East (South),0.0432224854971811,4.32224854971811,12239
Berwick - North,0.0311170594139859,3.11170594139859,20921
Berwick - South,0.037037037037037,3.7037037037037,24300
Blackburn,0.038506775760675,3.8506775760675,19555
Blackburn South,0.0446153846153846,4.46153846153846,9750
Boronia,0.0348661702555846,3.48661702555846,19876
Box Hill,0.0431203449627597,4.31203449627597,17857
Box Hill North,0.0388146140102273,3.88146140102273,16231
Braeside,0.333333333333333,33.3333333333333,18
Braybrook,0.0483289849670767,4.83289849670767,16098
Brighton (Vic.),0.0535863938871087,5.35863938871087,20285
Brighton East,0.0603430317339074,6.03430317339074,14401
Broadmeadows,0.0325394748320684,3.25394748320684,11463
Brunswick,0.0148756756756757,1.48756756756757,23125
Brunswick East,0.015032422872863,1.5032422872863,10178
Brunswick West,0.0198840766382225,1.98840766382225,12422
Bulleen,0.0476470012718912,4.76470012718912,10221
Bundoora - East,0.0454950936663693,4.54950936663693,8968
Bundoora - North,0.0436531585220501,4.36531585220501,6712
Bundoora - West,0.0377624845597318,3.77624845597318,5667
Bunyip - Garfield,0.0562596999482669,5.62596999482669,7732
Burnside,0.0220132997019032,2.20132997019032,4361
Burnside Heights,0.0307829181494662,3.07829181494662,5620
Burwood,0.0359546418364525,3.59546418364525,10847
Burwood East,0.0424377791959158,4.24377791959158,9402
Cairnlea,0.0341539143934354,3.41539143934354,9018
Camberwell,0.037264175458656,3.7264175458656,19241
Campbellfield - Coolaroo,0.0204095609889734,2.04095609889734,14601
Carlton,0.0059662775616083,0.59662775616083,15420
Carlton North - Princes Hill,0.0202007205352548,2.02007205352548,7772
Carnegie,0.0279268292682927,2.79268292682927,16400
Caroline Springs,0.0269505090651712,2.69505090651712,18367
Carrum - Patterson Lakes,0.0336359292881032,3.36359292881032,10465
Carrum Downs,0.0313814299579424,3.13814299579424,18546
Caulfield - North,0.0519674138757255,5.19674138757255,18781
Caulfield - South,0.0474235918161152,4.74235918161152,15836
Chelsea - Bonbeach,0.0304882890035728,3.04882890035728,12595
Chelsea Heights,0.0463443867359169,4.63443867359169,5006
Cheltenham - Highett (East),0.0277518542168083,2.77518542168083,20359
Cheltenham - Highett (West),0.0400478182904961,4.00478182904961,10038
Chirnside Park,0.0387725711753628,3.87725711753628,9027
Clarinda - Oakleigh South,0.0381780381780382,3.81780381780382,10582
Clayton,0.0390995922471094,3.90995922471094,17903
Clayton South,0.0455652173913043,4.55652173913044,11500
Coburg,0.0294545303477213,2.94545303477213,24071
Coburg North,0.035207100591716,3.5207100591716,6760
Collingwood,0.0110601564607499,1.10601564607499,7414
Craigieburn - Central,0.0295039164490862,2.95039164490862,7660
Craigieburn - North,0.0258580597153753,2.58580597153753,10751
Craigieburn - South,0.0208485008935072,2.08485008935072,15109
Craigieburn - West,0.0260078023407022,2.60078023407022,13073
Cranbourne,0.0364699331848552,3.64699331848552,17960
Cranbourne East,0.0268837561529724,2.68837561529724,23769
Cranbourne North,0.029092675554596,2.9092675554596,18527
Cranbourne South,0.0431001406829518,4.31001406829518,7819
Cranbourne West,0.0252040153101755,2.52040153101755,13847
Croydon - East,0.0287246547164267,2.87246547164267,13612
Croydon - West,0.027599802858551,2.7599802858551,12174
Croydon Hills - Warranwood,0.0265836426775236,2.65836426775236,16702
Croydon South,0.0372571428571429,3.72571428571429,4375
Dandenong,0.0411077946121585,4.11077946121585,26467
Dandenong North,0.0424727486988117,4.24727486988117,20366
Deer Park - Derrimut,0.0290134585551968,2.90134585551968,23851
Delahey,0.0321606720924127,3.21606720924127,7618
Dingley Village,0.0627170367252447,6.27170367252447,9503
Docklands,0.00850792300329682,0.850792300329682,9403
Doncaster,0.0506142247060684,5.06142247060684,18967
Doncaster East (North),0.0477062875567932,4.77062875567932,13646
Doncaster East (South),0.0321018511286417,3.21018511286417,12803
Donvale - Park Orchards,0.0580347933713814,5.80347933713814,14543
Doreen,0.0294297041781031,2.94297041781031,19674
Doveton,0.0313968603139686,3.13968603139686,10001
Dromana,0.0536570118774745,5.36570118774745,9598
East Melbourne,0.0164588528678304,1.64588528678304,4010
Edithvale - Aspendale,0.0339366515837104,3.39366515837104,11492
Elsternwick,0.0224089635854342,2.24089635854342,10353
Eltham,0.0507147879071947,5.07147879071947,21335
Elwood,0.0157416303303525,1.57416303303525,13531
Emerald - Cockatoo,0.0376511656900636,3.76511656900636,16042
Endeavour Hills - North,0.0326444769568398,3.26444769568398,10936
Endeavour Hills - South,0.030018460550606,3.0018460550606,12459
Epping - East,0.0262960805525506,2.62960805525506,12017
Epping - South,0.0262182203389831,2.6218220338983,7552
Epping - West,0.0253089471082551,2.53089471082551,10115
Essendon - Aberfeldie,0.0265451186699329,2.65451186699329,24901
Fawkner,0.0540540540540541,5.40540540540541,12432
Ferntree Gully (North),0.0318496695596783,3.18496695596783,12559
Ferntree Gully (South) - Upper Ferntree Gully,0.0374851543942993,3.74851543942993,13472
Fitzroy,0.0213978369577858,2.13978369577858,8599
Fitzroy North,0.0160780417306476,1.60780417306476,11071
Flemington,0.0198553884999426,1.98553884999426,8713
Flemington Racecourse,0.142857142857143,14.2857142857143,49
Flinders,0.127976852882261,12.7976852882261,4493
Footscray,0.0296704082362193,2.96704082362193,13987
Forest Hill,0.0358316221765914,3.58316221765914,9740
Frankston,0.0380656339176519,3.80656339176519,19624
Frankston North,0.0427848854507587,4.27848854507587,16805
Frankston South,0.0423206954841826,4.23206954841826,16564
Gisborne,0.0431876606683805,4.31876606683805,11670
Gladstone Park - Westmeadows,0.0238450074515648,2.38450074515648,16104
Glen Iris - East,0.0500846684902957,5.00846684902957,15354
Glen Waverley - East,0.0430832057172027,4.30832057172027,19590
Glen Waverley - West,0.0484851962359422,4.84851962359422,17428
Glenroy,0.0414343444677477,4.14343444677477,19549
Gowanbrae,0.0232470941132358,2.32470941132358,2667
Greensborough,0.0330609016609544,3.30609016609544,18965
Greenvale - Bulla,0.0213560432361612,2.13560432361612,15265
Hadfield,0.0569511025886865,5.69511025886865,5215
Hallam,0.0263454638646848,2.63454638646848,9755
Hampton,0.0358551010349926,3.58551010349926,16232
Hampton Park - Lynbrook,0.0368820636700889,3.68820636700889,23182
Hastings - Somers,0.0390285290062573,3.90285290062573,18858
Hawthorn,0.0165536889674821,1.65536889674821,20358
Hawthorn East,0.0220465588512582,2.20465588512582,13789
Healesville - Yarra Glen,0.0554404574459269,5.54404574459269,12067
Heidelberg - Rosanna,0.0373571858087793,3.73571858087793,13304
Heidelberg West,0.0277641678915564,2.77641678915564,12246
Hillside,0.0270942477641954,2.70942477641954,18897
Hoppers Crossing - North,0.0304718590108016,3.04718590108016,17590
Hoppers Crossing - South,0.029671929235248,2.9671929235248,17862
Hughesdale,0.0266378689704824,2.66378689704824,6945
Hurstbridge,0.0606818892711917,6.06818892711917,3197
Ivanhoe,0.0349942944085204,3.49942944085204,10516
Ivanhoe East - Eaglemont,0.0683159966263705,6.83159966263705,7114
Keilor,0.0518405298688065,5.18405298688065,7851
