SA2,FT statistic,FT p-value,FT degrees of freedom
Abbotsford,75.5347952480516,0.268731268731269,NA
Airport West,11.4699789073797,1,NA
Albert Park,46.4177504336937,0.966033966033966,NA
Alphington - Fairfield,48.1333442957215,0.945054945054945,NA
Altona,19.9874319593996,1,NA
Altona Meadows,40.7559664240397,0.997002997002997,NA
Altona North,15.552406087128,1,NA
Ardeer - Albion,32.1969581155982,1,NA
Armadale,26.9189240617121,1,NA
Ascot Vale,38.2373153372947,1,NA
Ashburton (Vic.),8.85903159383251,1,NA
Ashwood - Chadstone,82.7048895603082,0.254745254745255,NA
Aspendale Gardens - Waterways,11.0879698684582,1,NA
Bacchus Marsh,32.1663990035237,1,NA
Balwyn,31.6551405372246,1,NA
Balwyn North,30.5970953475603,1,NA
Bayswater,29.7285904884513,1,NA
Bayswater North,23.7135715299879,1,NA
Beaconsfield - Officer,16.032265478495,1,NA
Beaumaris,16.6696685966281,1,NA
Belgrave - Selby,26.3138219425223,1,NA
Bentleigh - McKinnon,42.1206248795463,0.999000999000999,NA
Bentleigh East (North),20.3976976754853,1,NA
Bentleigh East (South),16.1052958967821,1,NA
Berwick - North,30.185080253762,1,NA
Berwick - South,39.8203121098775,1,NA
Blackburn,34.8128858825089,1,NA
Blackburn South,16.8385865036642,1,NA
Boronia,43.1081998348506,0.998001998001998,NA
Box Hill,304.476861790003,0.000999000999000999,NA
Box Hill North,75.7117647276429,0.350649350649351,NA
Braeside,31.0750077333864,0.000999000999000999,NA
Braybrook,61.3293748235714,0.821178821178821,NA
Brighton (Vic.),20.9664407979744,1,NA
Brighton East,12.6477948173104,1,NA
Broadmeadows,20.8931864613265,1,NA
Brunswick,275.631633665895,0.000999000999000999,NA
Brunswick East,172.265998076188,0.000999000999000999,NA
Brunswick West,41.0382248643559,0.998001998001998,NA
Bulleen,28.257158626015,1,NA
Bundoora - East,17.1755271615229,1,NA
Bundoora - North,20.8372745026626,1,NA
Bundoora - West,62.816072233387,0.696303696303696,NA
Bunyip - Garfield,13.7452322761653,1,NA
Burnside,18.6850718189261,1,NA
Burnside Heights,5.35321353836535,1,NA
Burwood,346.057030574047,0.000999000999000999,NA
Burwood East,77.1551413669125,0.262737262737263,NA
Cairnlea,11.5382270519404,1,NA
Camberwell,28.6486930003058,1,NA
Campbellfield - Coolaroo,8.97464247500419,1,NA
Carlton,77.3823827984311,0.294705294705295,NA
Carlton North - Princes Hill,117.794756523047,0.000999000999000999,NA
Carnegie,97.702668994394,0.02997002997003,NA
Caroline Springs,10.4362064902746,1,NA
Carrum - Patterson Lakes,17.0696226224461,1,NA
Carrum Downs,39.061585856784,1,NA
Caulfield - North,73.893026491142,0.408591408591409,NA
Caulfield - South,33.1018586146429,1,NA
Chelsea - Bonbeach,17.1806733781043,1,NA
Chelsea Heights,16.0118479397428,1,NA
Cheltenham - Highett (East),26.4621874137519,1,NA
Cheltenham - Highett (West),9.85365281916436,1,NA
Chirnside Park,27.7799592703336,1,NA
Clarinda - Oakleigh South,28.1528871805816,1,NA
Clayton,520.254185776237,0.000999000999000999,NA
Clayton South,74.1194966399729,0.404595404595405,NA
Coburg,161.965702146204,0.000999000999000999,NA
Coburg North,13.5385950974881,1,NA
Collingwood,75.0289728333348,0.274725274725275,NA
Craigieburn - Central,14.6815381574075,1,NA
Craigieburn - North,12.3792155515561,1,NA
Craigieburn - South,9.63707586446597,1,NA
Craigieburn - West,11.7939113364367,1,NA
Cranbourne,41.574339697248,0.997002997002997,NA
Cranbourne East,20.5319855151011,1,NA
Cranbourne North,33.0903751379879,1,NA
Cranbourne South,22.3273495686144,1,NA
Cranbourne West,14.6725967758908,1,NA
Croydon - East,27.7108793102516,1,NA
Croydon - West,19.1223971921816,1,NA
Croydon Hills - Warranwood,19.9218967690172,1,NA
Croydon South,7.11649751803877,1,NA
Dandenong,72.5359822433745,0.521478521478521,NA
Dandenong North,54.7305860223765,0.93006993006993,NA
Deer Park - Derrimut,32.8886272487679,1,NA
Delahey,20.3855681203224,1,NA
Dingley Village,17.9625816709084,1,NA
Docklands,133.16293928248,0.000999000999000999,NA
Doncaster,141.163523621562,0.000999000999000999,NA
Doncaster East (North),16.5023313424494,1,NA
Doncaster East (South),29.0925453643553,1,NA
Donvale - Park Orchards,20.1629679548104,1,NA
Doreen,24.86865630777,1,NA
Doveton,11.9292459819915,1,NA
Dromana,24.820459177362,1,NA
East Melbourne,36.0691610567197,0.996003996003996,NA
Edithvale - Aspendale,14.2029350246493,1,NA
Elsternwick,21.3771918248593,1,NA
Eltham,22.6228088642627,1,NA
Elwood,54.7730945984195,0.853146853146853,NA
Emerald - Cockatoo,31.5981375442513,1,NA
Endeavour Hills - North,18.4600271633408,1,NA
Endeavour Hills - South,15.932760335827,1,NA
Epping - East,17.2225336539565,1,NA
Epping - South,16.3817079052312,1,NA
Epping - West,12.3979359540692,1,NA
Essendon - Aberfeldie,39.5373564417596,0.998001998001998,NA
Fawkner,10.4947543598968,1,NA
Ferntree Gully (North),27.382933182222,1,NA
Ferntree Gully (South) - Upper Ferntree Gully,31.6984294614536,1,NA
Fitzroy,73.3505418376265,0.345654345654346,NA
Fitzroy North,121.504168874336,0.001998001998002,NA
Flemington,14.9402228740603,1,NA
Flemington Racecourse,15.4435921732074,0.173826173826174,NA
Flinders,16.5800016706461,1,NA
Footscray,167.961792150283,0.000999000999000999,NA
Forest Hill,25.2459635136737,1,NA
Frankston,68.26178325807,0.595404595404595,NA
Frankston North,52.8991228827137,0.956043956043956,NA
Frankston South,16.1280319997724,1,NA
Gisborne,11.8880601955363,1,NA
Gladstone Park - Westmeadows,23.0236041569959,1,NA
Glen Iris - East,14.1977164025456,1,NA
Glen Waverley - East,47.1849333151937,0.993006993006993,NA
Glen Waverley - West,62.8638450381698,0.647352647352647,NA
Glenroy,68.9169623473177,0.675324675324675,NA
Gowanbrae,7.30298142032732,1,NA
Greensborough,18.2132522582219,1,NA
Greenvale - Bulla,12.4128773275588,1,NA
Hadfield,13.3590756997196,1,NA
Hallam,9.05868642081006,1,NA
Hampton,23.2500137457824,1,NA
Hampton Park - Lynbrook,35.2201010805475,1,NA
Hastings - Somers,42.440965133089,0.998001998001998,NA
Hawthorn,134.941076084759,0.000999000999000999,NA
Hawthorn East,37.1852323120597,0.999000999000999,NA
Healesville - Yarra Glen,17.5472182537077,1,NA
Heidelberg - Rosanna,24.6690324582823,1,NA
Heidelberg West,26.4863513298562,1,NA
Hillside,21.0497183997494,1,NA
Hoppers Crossing - North,18.0759072037765,1,NA
Hoppers Crossing - South,27.2470795700095,1,NA
Hughesdale,43.3423762069526,0.994005994005994,NA
Hurstbridge,62.6636752826674,0.2997002997003,NA
Ivanhoe,16.028407201044,1,NA
Ivanhoe East - Eaglemont,15.0418641626667,1,NA
Keilor,12.4747665782486,1,NA
Keilor Downs,26.5918311521363,1,NA
Keilor East,43.7904348863576,0.993006993006993,NA
Kensington (Vic.),53.7115532996676,0.903096903096903,NA
Kew,85.3392660126368,0.142857142857143,NA
Kew East,11.2194633060109,1,NA
Keysborough,41.2403641809479,1,NA
Kilsyth,10.5112722009395,1,NA
Kinglake,7.29065128873274,1,NA
Kings Park (Vic.),24.7779689893843,1,NA
Kingsbury,196.659228494217,0.000999000999000999,NA
Knoxfield - Scoresby,28.4219096387341,1,NA
Koo Wee Rup,14.0584188539808,1,NA
Lalor,47.6286298483192,0.99000999000999,NA
Langwarrin,44.9689122564739,0.996003996003996,NA
Laverton,29.1424404073034,1,NA
Lilydale - Coldstream,29.6870648725983,1,NA
Lynbrook - Lyndhurst,9.25325987116722,1,NA
Lysterfield,7.55894616915053,1,NA
Macedon,6.25119820782424,1,NA
Malvern - Glen Iris,36.698253093368,1,NA
Malvern East,65.7532714480533,0.635364635364635,NA
Maribyrnong,40.870695344481,0.998001998001998,NA
Meadow Heights,21.4304959386244,1,NA
Melbourne,422.278701758992,0.000999000999000999,NA
Melbourne Airport,9.66646188919438,0.782217782217782,NA
Melton,38.5416621147211,1,NA
Melton South,24.8801712292068,1,NA
Melton West,24.5923763857292,1,NA
Mentone,19.0237304835814,1,NA
Mernda,14.9131834920002,1,NA
Mickleham - Yuroke,19.7977208903015,1,NA
Mill Park - North,18.876153820789,1,NA
Mill Park - South,21.856345689475,1,NA
Mitcham (Vic.),19.1244464927938,1,NA
Monbulk - Silvan,15.8790188357074,1,NA
Montmorency - Briar Hill,14.2930118167576,1,NA
Montrose,7.63563431053503,1,NA
Moonee Ponds,65.3832445210567,0.644355644355644,NA
Moorabbin - Heatherton,26.2177724671002,1,NA
Mooroolbark,39.8835842659685,0.997002997002997,NA
Mordialloc - Parkdale,21.328018661651,1,NA
Mornington,34.5581954698737,1,NA
Mount Dandenong - Olinda,12.9350044476945,1,NA
Mount Eliza,22.7230927354583,1,NA
Mount Evelyn,16.82363717495,1,NA
Mount Martha,21.1352493426881,1,NA
Mount Waverley - North,23.3004188489126,1,NA
Mount Waverley - South,34.8997666822935,1,NA
Mulgrave,38.7531312173638,1,NA
Murrumbeena,35.9201480650466,1,NA
Narre Warren - North East,21.3155764230393,1,NA
Narre Warren - South West,17.937586200451,1,NA
Narre Warren North,12.8735624723398,1,NA
Narre Warren South (East),6.97139711176767,1,NA
Narre Warren South (West),26.362583293385,1,NA
Newport,19.5570973635862,1,NA
Niddrie - Essendon West,10.9720381100722,1,NA
Noble Park - East,46.7059241962315,0.995004995004995,NA
Noble Park - West,85.4468127054423,0.128871128871129,NA
Noble Park North,9.8415866937301,1,NA
North Melbourne,197.331898210064,0.000999000999000999,NA
Northcote,112.977411971931,0.004995004995005,NA
Nunawading,22.8065563956812,1,NA
Oakleigh - Huntingdale,98.9721714935954,0.024975024975025,NA
Ormond - Glen Huntly,29.9103438177477,1,NA
Pakenham - North,25.1873659362516,1,NA
Pakenham - South,33.7732893605606,1,NA
Panton Hill - St Andrews,14.1073351183076,1,NA
Parkville,44.6788407032899,0.876123876123876,NA
Pascoe Vale,41.3354699689339,1,NA
Pascoe Vale South,15.8569579162478,1,NA
Pearcedale - Tooradin,14.9883881931364,1,NA
Plenty - Yarrambat,7.02888237946722,1,NA
Point Cook - East,16.1085448391797,1,NA
Point Cook - North,20.3298804042329,1,NA
Point Cook - South,10.3593071967559,1,NA
Point Nepean,40.7402663099562,1,NA
Port Melbourne,29.9187820853625,1,NA
Port Melbourne Industrial,40,0.000999000999000999,NA
Prahran - Windsor,130.132301602275,0.000999000999000999,NA
Preston - East,74.1912006873215,0.440559440559441,NA
Preston - West,39.0342373819748,0.999000999000999,NA
Research - North Warrandyte,11.203181263695,1,NA
Reservoir - East,59.3166869996028,0.861138861138861,NA
Reservoir - West,55.0384408850137,0.927072927072927,NA
Richmond (Vic.),240.527677850525,0.000999000999000999,NA
Riddells Creek,9.43706091042531,1,NA
Ringwood,27.5283897098908,1,NA
Ringwood East,32.1989384662264,1,NA
Ringwood North,15.9279979016055,1,NA
Rockbank - Mount Cottrell,5.40443700877476,1,NA
Romsey,10.7566050511267,1,NA
Rosebud - McCrae,47.5053912164496,0.982017982017982,NA
Rowville - Central,28.1327687262474,1,NA
Rowville - North,15.1268049993059,1,NA
Rowville - South,14.3805947482675,1,NA
Roxburgh Park - Somerton,12.2866073145045,1,NA
Sandringham - Black Rock,15.6156550517312,1,NA
Seabrook,108.106053704525,0.002997002997003,NA
Seaford (Vic.),34.3582395947736,1,NA
Seddon - Kingsville,34.4450577932041,1,NA
Skye - Sandhurst,24.5118474027899,1,NA
Somerville,34.6880543620685,1,NA
South Melbourne,24.9647785264169,1,NA
South Morang (North),10.5418839157536,1,NA
South Morang (South),28.3858975646946,1,NA
South Yarra - East,88.7212579076884,0.115884115884116,NA
South Yarra - West,14.5303502958823,1,NA
Southbank,229.323061722521,0.000999000999000999,NA
Springvale,131.89970286682,0.000999000999000999,NA
Springvale South,43.2035396584703,0.998001998001998,NA
St Albans - North,58.2000979694949,0.884115884115884,NA
St Albans - South,57.4654195625204,0.907092907092907,NA
St Kilda,143.443041755895,0.000999000999000999,NA
St Kilda East,112.029428389306,0.002997002997003,NA
Strathmore,10.0120759224043,1,NA
Sunbury,13.7457250501362,1,NA
Sunbury - South,51.0186834590459,0.979020979020979,NA
Sunshine,43.4982078341472,0.992007992007992,NA
Sunshine North,46.2467216315411,0.996003996003996,NA
Sunshine West,49.0350683769349,0.968031968031968,NA
Surrey Hills (East) - Mont Albert,12.8585938759381,1,NA
