,SA2,p-value
mu= 2,Equivalent
alpha=0.05
confidence=90%
1,Abbotsford,1.81873275250789e-26,1
2,Airport West,1.81873275250789e-26,1
3,Albert Park,1.81873275250789e-26,1
4,Alphington - Fairfield,1.81873275250789e-26,1
5,Altona,1.81873275250789e-26,1
6,Altona Meadows,1.81873275250789e-26,1
7,Altona North,1.81873275250789e-26,1
8,Ardeer - Albion,1.81873275250789e-26,1
9,Armadale,1.81873275250789e-26,1
10,Ascot Vale,1.81873275250789e-26,1
11,Ashburton (Vic.),1.81873275250789e-26,1
12,Ashwood - Chadstone,1.81873275250789e-26,1
13,Aspendale Gardens - Waterways,1.81873275250789e-26,1
14,Bacchus Marsh,1.81873275250789e-26,1
15,Balwyn,1.81873275250789e-26,1
16,Balwyn North,1.81873275250789e-26,1
17,Bayswater,1.81873275250789e-26,1
18,Bayswater North,1.81873275250789e-26,1
19,Beaconsfield - Officer,1.81873275250789e-26,1
20,Beaumaris,1.81873275250789e-26,1
21,Belgrave - Selby,1.81873275250789e-26,1
22,Bentleigh - McKinnon,1.81873275250789e-26,1
23,Bentleigh East (North),1.81873275250789e-26,1
24,Bentleigh East (South),1.81873275250789e-26,1
25,Berwick - North,1.81873275250789e-26,1
26,Berwick - South,1.81873275250789e-26,1
27,Blackburn,1.81873275250789e-26,1
28,Blackburn South,1.81873275250789e-26,1
29,Boronia,1.81873275250789e-26,1
30,Box Hill,1.81873275250789e-26,1
31,Box Hill North,1.81873275250789e-26,1
32,Braeside,1.81873275250789e-26,1
33,Braybrook,1.81873275250789e-26,1
34,Brighton (Vic.),1.81873275250789e-26,1
35,Brighton East,1.81873275250789e-26,1
36,Broadmeadows,1.81873275250789e-26,1
37,Brunswick,1.81873275250789e-26,1
38,Brunswick East,1.81873275250789e-26,1
39,Brunswick West,1.81873275250789e-26,1
40,Bulleen,1.81873275250789e-26,1
41,Bundoora - East,1.81873275250789e-26,1
42,Bundoora - North,1.81873275250789e-26,1
43,Bundoora - West,1.81873275250789e-26,1
44,Bunyip - Garfield,1.81873275250789e-26,1
45,Burnside,1.81873275250789e-26,1
46,Burnside Heights,1.81873275250789e-26,1
47,Burwood,1.81873275250789e-26,1
48,Burwood East,1.81873275250789e-26,1
49,Cairnlea,1.81873275250789e-26,1
50,Camberwell,1.81873275250789e-26,1
51,Campbellfield - Coolaroo,1.81873275250789e-26,1
52,Carlton,1.81873275250789e-26,1
53,Carlton North - Princes Hill,1.81873275250789e-26,1
54,Carnegie,1.81873275250789e-26,1
55,Caroline Springs,1.81873275250789e-26,1
56,Carrum - Patterson Lakes,1.81873275250789e-26,1
57,Carrum Downs,1.81873275250789e-26,1
58,Caulfield - North,1.81873275250789e-26,1
59,Caulfield - South,1.81873275250789e-26,1
60,Chelsea - Bonbeach,1.81873275250789e-26,1
61,Chelsea Heights,1.81873275250789e-26,1
62,Cheltenham - Highett (East),1.81873275250789e-26,1
63,Cheltenham - Highett (West),1.81873275250789e-26,1
64,Chirnside Park,1.81873275250789e-26,1
65,Clarinda - Oakleigh South,1.81873275250789e-26,1
66,Clayton,1.81873275250789e-26,1
67,Clayton South,1.81873275250789e-26,1
68,Coburg,1.81873275250789e-26,1
69,Coburg North,1.81873275250789e-26,1
70,Collingwood,1.81873275250789e-26,1
71,Craigieburn - Central,1.81873275250789e-26,1
72,Craigieburn - North,1.81873275250789e-26,1
73,Craigieburn - South,1.81873275250789e-26,1
74,Craigieburn - West,1.81873275250789e-26,1
