SA2;Cosine similarity
Abbotsford;0.999994079996067
Airport West;0.999998615128875
Albert Park;0.999999934548763
Alphington - Fairfield;0.999999713175848
Altona;0.999997104888651
Altona Meadows;0.999999281450306
Altona North;0.999993849636944
Ardeer - Albion;0.999996222396077
Armadale;0.999996102147987
Ascot Vale;0.999995466750456
Ashburton (Vic.);0.999998814690092
Ashwood - Chadstone;0.999999901690489
Aspendale Gardens - Waterways;0.999995159507715
Bacchus Marsh;0.999998330780644
Balwyn;0.999999821132381
Balwyn North;0.999999454144632
Bayswater;0.999991728439326
Bayswater North;0.999996625912403
Beaconsfield - Officer;0.999984717534507
Beaumaris;0.99999717236848
Belgrave - Selby;0.999984260023161
Bentleigh - McKinnon;0.999998011833531
Bentleigh East (North);0.999999941154643
Bentleigh East (South);0.999999888304545
Berwick - North;0.999998077242058
Berwick - South;0.999997242697909
Blackburn;0.999999914607809
Blackburn South;0.999984297745175
Boronia;0.999998062023201
Box Hill;0.999999413354555
Box Hill North;0.999993284976376
Braeside;0.992277876713668
Braybrook;0.999997356632216
Brighton (Vic.);0.999999767975327
Brighton East;0.999995722012566
Broadmeadows;0.999998032642854
Brunswick;0.999999676233444
Brunswick East;0.999999054791934
Brunswick West;0.999998728974494
Bulleen;0.999997652150496
Bundoora - East;0.999992761086373
Bundoora - North;0.999996987478076
Bundoora - West;0.999998420274223
Bunyip - Garfield;0.999995419649613
Burnside;0.999989709636775
Burnside Heights;0.999999545505622
Burwood;0.999999911724083
Burwood East;0.999996393251043
Cairnlea;0.99999989896177
Camberwell;0.999999982869172
Campbellfield - Coolaroo;0.999999988866024
Carlton;0.999999865644587
Carlton North - Princes Hill;0.999999981758401
Carnegie;0.999999815171647
Caroline Springs;0.99999518907531
Carrum - Patterson Lakes;0.999999678157158
Carrum Downs;0.999988081621552
Caulfield - North;0.999998432296928
Caulfield - South;0.999999199896522
Chelsea - Bonbeach;0.999999573837544
Chelsea Heights;0.999986445753944
Cheltenham - Highett (East);0.999997341779778
Cheltenham - Highett (West);0.999999992163636
Chirnside Park;0.99999989489352
Clarinda - Oakleigh South;0.999989719530976
Clayton;0.999999177735283
Clayton South;0.999996966730929
