"","SA","Household Size","Family household type","Households count"
"1","Narre Warren North","One person","One family household: Couple family with no children",0
"2","Narre Warren North","One person","One family household: Couple family with children",0
"3","Narre Warren North","One person","One family household: One parent family",0
"4","Narre Warren North","One person","One family household: Other family",0
"5","Narre Warren North","One person","Two or more family household: Couple family with no children",0
"6","Narre Warren North","One person","Two or more family household: Couple family with children",0
"7","Narre Warren North","One person","Two or more family household: One parent family",0
"8","Narre Warren North","One person","Two or more family household: Other family",0
"9","Narre Warren North","One person","Lone person household",134
"10","Narre Warren North","One person","Group household",0
"11","Narre Warren North","Two persons","One family household: Couple family with no children",890
"12","Narre Warren North","Two persons","One family household: Couple family with children",0
"13","Narre Warren North","Two persons","One family household: One parent family",86
"14","Narre Warren North","Two persons","One family household: Other family",20
"15","Narre Warren North","Two persons","Two or more family household: Couple family with no children",0
"16","Narre Warren North","Two persons","Two or more family household: Couple family with children",0
"17","Narre Warren North","Two persons","Two or more family household: One parent family",0
"18","Narre Warren North","Two persons","Two or more family household: Other family",0
"19","Narre Warren North","Two persons","Lone person household",0
"20","Narre Warren North","Two persons","Group household",32
"21","Narre Warren North","Three persons","One family household: Couple family with no children",75
"22","Narre Warren North","Three persons","One family household: Couple family with children",729
"23","Narre Warren North","Three persons","One family household: One parent family",114
"24","Narre Warren North","Three persons","One family household: Other family",0
"25","Narre Warren North","Three persons","Two or more family household: Couple family with no children",0
"26","Narre Warren North","Three persons","Two or more family household: Couple family with children",0
"27","Narre Warren North","Three persons","Two or more family household: One parent family",0
"28","Narre Warren North","Three persons","Two or more family household: Other family",0
"29","Narre Warren North","Three persons","Lone person household",0
"30","Narre Warren North","Three persons","Group household",12
"31","Narre Warren North","Four persons","One family household: Couple family with no children",0
"32","Narre Warren North","Four persons","One family household: Couple family with children",2052
"33","Narre Warren North","Four persons","One family household: One parent family",64
"34","Narre Warren North","Four persons","One family household: Other family",0
"35","Narre Warren North","Four persons","Two or more family household: Couple family with no children",92
"36","Narre Warren North","Four persons","Two or more family household: Couple family with children",0
"37","Narre Warren North","Four persons","Two or more family household: One parent family",32
"38","Narre Warren North","Four persons","Two or more family household: Other family",0
"39","Narre Warren North","Four persons","Lone person household",0
"40","Narre Warren North","Four persons","Group household",0
"41","Narre Warren North","Five persons","One family household: Couple family with no children",0
"42","Narre Warren North","Five persons","One family household: Couple family with children",1150
"43","Narre Warren North","Five persons","One family household: One parent family",45
"44","Narre Warren North","Five persons","One family household: Other family",0
"45","Narre Warren North","Five persons","Two or more family household: Couple family with no children",0
"46","Narre Warren North","Five persons","Two or more family household: Couple family with children",40
"47","Narre Warren North","Five persons","Two or more family household: One parent family",15
"48","Narre Warren North","Five persons","Two or more family household: Other family",0
"49","Narre Warren North","Five persons","Lone person household",0
"50","Narre Warren North","Five persons","Group household",0
"51","Narre Warren North","Six or more persons","One family household: Couple family with no children",0
"52","Narre Warren North","Six or more persons","One family household: Couple family with children",636
"53","Narre Warren North","Six or more persons","One family household: One parent family",18
"54","Narre Warren North","Six or more persons","One family household: Other family",0
"55","Narre Warren North","Six or more persons","Two or more family household: Couple family with no children",0
"56","Narre Warren North","Six or more persons","Two or more family household: Couple family with children",216
"57","Narre Warren North","Six or more persons","Two or more family household: One parent family",48
"58","Narre Warren North","Six or more persons","Two or more family household: Other family",0
"59","Narre Warren North","Six or more persons","Lone person household",0
"60","Narre Warren North","Six or more persons","Group household",0
