"","SA","Household Size","Family household type","Households count"
"1","Hoppers Crossing - South","One person","One family household: Couple family with no children",0
"2","Hoppers Crossing - South","One person","One family household: Couple family with children",0
"3","Hoppers Crossing - South","One person","One family household: One parent family",0
"4","Hoppers Crossing - South","One person","One family household: Other family",0
"5","Hoppers Crossing - South","One person","Two or more family household: Couple family with no children",0
"6","Hoppers Crossing - South","One person","Two or more family household: Couple family with children",0
"7","Hoppers Crossing - South","One person","Two or more family household: One parent family",0
"8","Hoppers Crossing - South","One person","Two or more family household: Other family",0
"9","Hoppers Crossing - South","One person","Lone person household",1185
"10","Hoppers Crossing - South","One person","Group household",0
"11","Hoppers Crossing - South","Two persons","One family household: Couple family with no children",2870
"12","Hoppers Crossing - South","Two persons","One family household: Couple family with children",0
"13","Hoppers Crossing - South","Two persons","One family household: One parent family",704
"14","Hoppers Crossing - South","Two persons","One family household: Other family",98
"15","Hoppers Crossing - South","Two persons","Two or more family household: Couple family with no children",0
"16","Hoppers Crossing - South","Two persons","Two or more family household: Couple family with children",0
"17","Hoppers Crossing - South","Two persons","Two or more family household: One parent family",0
"18","Hoppers Crossing - South","Two persons","Two or more family household: Other family",0
"19","Hoppers Crossing - South","Two persons","Lone person household",0
"20","Hoppers Crossing - South","Two persons","Group household",276
"21","Hoppers Crossing - South","Three persons","One family household: Couple family with no children",210
"22","Hoppers Crossing - South","Three persons","One family household: Couple family with children",2433
"23","Hoppers Crossing - South","Three persons","One family household: One parent family",876
"24","Hoppers Crossing - South","Three persons","One family household: Other family",33
"25","Hoppers Crossing - South","Three persons","Two or more family household: Couple family with no children",0
"26","Hoppers Crossing - South","Three persons","Two or more family household: Couple family with children",0
"27","Hoppers Crossing - South","Three persons","Two or more family household: One parent family",0
"28","Hoppers Crossing - South","Three persons","Two or more family household: Other family",0
"29","Hoppers Crossing - South","Three persons","Lone person household",0
"30","Hoppers Crossing - South","Three persons","Group household",39
"31","Hoppers Crossing - South","Four persons","One family household: Couple family with no children",72
"32","Hoppers Crossing - South","Four persons","One family household: Couple family with children",3820
"33","Hoppers Crossing - South","Four persons","One family household: One parent family",496
"34","Hoppers Crossing - South","Four persons","One family household: Other family",0
"35","Hoppers Crossing - South","Four persons","Two or more family household: Couple family with no children",64
"36","Hoppers Crossing - South","Four persons","Two or more family household: Couple family with children",0
"37","Hoppers Crossing - South","Four persons","Two or more family household: One parent family",116
"38","Hoppers Crossing - South","Four persons","Two or more family household: Other family",20
"39","Hoppers Crossing - South","Four persons","Lone person household",0
"40","Hoppers Crossing - South","Four persons","Group household",12
"41","Hoppers Crossing - South","Five persons","One family household: Couple family with no children",15
"42","Hoppers Crossing - South","Five persons","One family household: Couple family with children",2055
"43","Hoppers Crossing - South","Five persons","One family household: One parent family",235
"44","Hoppers Crossing - South","Five persons","One family household: Other family",0
"45","Hoppers Crossing - South","Five persons","Two or more family household: Couple family with no children",45
"46","Hoppers Crossing - South","Five persons","Two or more family household: Couple family with children",115
"47","Hoppers Crossing - South","Five persons","Two or more family household: One parent family",95
"48","Hoppers Crossing - South","Five persons","Two or more family household: Other family",0
"49","Hoppers Crossing - South","Five persons","Lone person household",0
"50","Hoppers Crossing - South","Five persons","Group household",15
"51","Hoppers Crossing - South","Six or more persons","One family household: Couple family with no children",0
"52","Hoppers Crossing - South","Six or more persons","One family household: Couple family with children",1206
"53","Hoppers Crossing - South","Six or more persons","One family household: One parent family",66
"54","Hoppers Crossing - South","Six or more persons","One family household: Other family",0
"55","Hoppers Crossing - South","Six or more persons","Two or more family household: Couple family with no children",18
"56","Hoppers Crossing - South","Six or more persons","Two or more family household: Couple family with children",252
"57","Hoppers Crossing - South","Six or more persons","Two or more family household: One parent family",96
"58","Hoppers Crossing - South","Six or more persons","Two or more family household: Other family",0
"59","Hoppers Crossing - South","Six or more persons","Lone person household",0
"60","Hoppers Crossing - South","Six or more persons","Group household",0
