"","SA","Household Size","Family household type","Households count"
"1","Dandenong North","One person","One family household: Couple family with no children",0
"2","Dandenong North","One person","One family household: Couple family with children",0
"3","Dandenong North","One person","One family household: One parent family",0
"4","Dandenong North","One person","One family household: Other family",0
"5","Dandenong North","One person","Two or more family household: Couple family with no children",0
"6","Dandenong North","One person","Two or more family household: Couple family with children",0
"7","Dandenong North","One person","Two or more family household: One parent family",0
"8","Dandenong North","One person","Two or more family household: Other family",0
"9","Dandenong North","One person","Lone person household",1419
"10","Dandenong North","One person","Group household",0
"11","Dandenong North","Two persons","One family household: Couple family with no children",3104
"12","Dandenong North","Two persons","One family household: Couple family with children",0
"13","Dandenong North","Two persons","One family household: One parent family",978
"14","Dandenong North","Two persons","One family household: Other family",156
"15","Dandenong North","Two persons","Two or more family household: Couple family with no children",0
"16","Dandenong North","Two persons","Two or more family household: Couple family with children",0
"17","Dandenong North","Two persons","Two or more family household: One parent family",0
"18","Dandenong North","Two persons","Two or more family household: Other family",0
"19","Dandenong North","Two persons","Lone person household",0
"20","Dandenong North","Two persons","Group household",266
"21","Dandenong North","Three persons","One family household: Couple family with no children",246
"22","Dandenong North","Three persons","One family household: Couple family with children",2721
"23","Dandenong North","Three persons","One family household: One parent family",1029
"24","Dandenong North","Three persons","One family household: Other family",60
"25","Dandenong North","Three persons","Two or more family household: Couple family with no children",0
"26","Dandenong North","Three persons","Two or more family household: Couple family with children",0
"27","Dandenong North","Three persons","Two or more family household: One parent family",0
"28","Dandenong North","Three persons","Two or more family household: Other family",0
"29","Dandenong North","Three persons","Lone person household",0
"30","Dandenong North","Three persons","Group household",99
"31","Dandenong North","Four persons","One family household: Couple family with no children",72
"32","Dandenong North","Four persons","One family household: Couple family with children",4284
"33","Dandenong North","Four persons","One family household: One parent family",428
"34","Dandenong North","Four persons","One family household: Other family",28
"35","Dandenong North","Four persons","Two or more family household: Couple family with no children",96
"36","Dandenong North","Four persons","Two or more family household: Couple family with children",0
"37","Dandenong North","Four persons","Two or more family household: One parent family",72
"38","Dandenong North","Four persons","Two or more family household: Other family",0
"39","Dandenong North","Four persons","Lone person household",0
"40","Dandenong North","Four persons","Group household",60
"41","Dandenong North","Five persons","One family household: Couple family with no children",0
"42","Dandenong North","Five persons","One family household: Couple family with children",2495
"43","Dandenong North","Five persons","One family household: One parent family",280
"44","Dandenong North","Five persons","One family household: Other family",0
"45","Dandenong North","Five persons","Two or more family household: Couple family with no children",35
"46","Dandenong North","Five persons","Two or more family household: Couple family with children",120
"47","Dandenong North","Five persons","Two or more family household: One parent family",80
"48","Dandenong North","Five persons","Two or more family household: Other family",0
"49","Dandenong North","Five persons","Lone person household",0
"50","Dandenong North","Five persons","Group household",30
"51","Dandenong North","Six or more persons","One family household: Couple family with no children",18
"52","Dandenong North","Six or more persons","One family household: Couple family with children",1530
"53","Dandenong North","Six or more persons","One family household: One parent family",234
"54","Dandenong North","Six or more persons","One family household: Other family",0
"55","Dandenong North","Six or more persons","Two or more family household: Couple family with no children",72
"56","Dandenong North","Six or more persons","Two or more family household: Couple family with children",468
"57","Dandenong North","Six or more persons","Two or more family household: One parent family",120
"58","Dandenong North","Six or more persons","Two or more family household: Other family",0
"59","Dandenong North","Six or more persons","Lone person household",0
"60","Dandenong North","Six or more persons","Group household",42
