"","SA","Household Size","Family household type","Households count"
"1","Mount Dandenong - Olinda","One person","One family household: Couple family with no children",0
"2","Mount Dandenong - Olinda","One person","One family household: Couple family with children",0
"3","Mount Dandenong - Olinda","One person","One family household: One parent family",0
"4","Mount Dandenong - Olinda","One person","One family household: Other family",0
"5","Mount Dandenong - Olinda","One person","Two or more family household: Couple family with no children",0
"6","Mount Dandenong - Olinda","One person","Two or more family household: Couple family with children",0
"7","Mount Dandenong - Olinda","One person","Two or more family household: One parent family",0
"8","Mount Dandenong - Olinda","One person","Two or more family household: Other family",0
"9","Mount Dandenong - Olinda","One person","Lone person household",703
"10","Mount Dandenong - Olinda","One person","Group household",0
"11","Mount Dandenong - Olinda","Two persons","One family household: Couple family with no children",2056
"12","Mount Dandenong - Olinda","Two persons","One family household: Couple family with children",0
"13","Mount Dandenong - Olinda","Two persons","One family household: One parent family",324
"14","Mount Dandenong - Olinda","Two persons","One family household: Other family",28
"15","Mount Dandenong - Olinda","Two persons","Two or more family household: Couple family with no children",0
"16","Mount Dandenong - Olinda","Two persons","Two or more family household: Couple family with children",0
"17","Mount Dandenong - Olinda","Two persons","Two or more family household: One parent family",0
"18","Mount Dandenong - Olinda","Two persons","Two or more family household: Other family",0
"19","Mount Dandenong - Olinda","Two persons","Lone person household",0
"20","Mount Dandenong - Olinda","Two persons","Group household",146
"21","Mount Dandenong - Olinda","Three persons","One family household: Couple family with no children",42
"22","Mount Dandenong - Olinda","Three persons","One family household: Couple family with children",1302
"23","Mount Dandenong - Olinda","Three persons","One family household: One parent family",369
"24","Mount Dandenong - Olinda","Three persons","One family household: Other family",0
"25","Mount Dandenong - Olinda","Three persons","Two or more family household: Couple family with no children",0
"26","Mount Dandenong - Olinda","Three persons","Two or more family household: Couple family with children",0
"27","Mount Dandenong - Olinda","Three persons","Two or more family household: One parent family",0
"28","Mount Dandenong - Olinda","Three persons","Two or more family household: Other family",0
"29","Mount Dandenong - Olinda","Three persons","Lone person household",0
"30","Mount Dandenong - Olinda","Three persons","Group household",12
"31","Mount Dandenong - Olinda","Four persons","One family household: Couple family with no children",0
"32","Mount Dandenong - Olinda","Four persons","One family household: Couple family with children",2288
"33","Mount Dandenong - Olinda","Four persons","One family household: One parent family",160
"34","Mount Dandenong - Olinda","Four persons","One family household: Other family",0
"35","Mount Dandenong - Olinda","Four persons","Two or more family household: Couple family with no children",16
"36","Mount Dandenong - Olinda","Four persons","Two or more family household: Couple family with children",0
"37","Mount Dandenong - Olinda","Four persons","Two or more family household: One parent family",20
"38","Mount Dandenong - Olinda","Four persons","Two or more family household: Other family",0
"39","Mount Dandenong - Olinda","Four persons","Lone person household",0
"40","Mount Dandenong - Olinda","Four persons","Group household",16
"41","Mount Dandenong - Olinda","Five persons","One family household: Couple family with no children",0
"42","Mount Dandenong - Olinda","Five persons","One family household: Couple family with children",1085
"43","Mount Dandenong - Olinda","Five persons","One family household: One parent family",25
"44","Mount Dandenong - Olinda","Five persons","One family household: Other family",0
"45","Mount Dandenong - Olinda","Five persons","Two or more family household: Couple family with no children",0
"46","Mount Dandenong - Olinda","Five persons","Two or more family household: Couple family with children",20
"47","Mount Dandenong - Olinda","Five persons","Two or more family household: One parent family",35
"48","Mount Dandenong - Olinda","Five persons","Two or more family household: Other family",0
"49","Mount Dandenong - Olinda","Five persons","Lone person household",0
"50","Mount Dandenong - Olinda","Five persons","Group household",0
"51","Mount Dandenong - Olinda","Six or more persons","One family household: Couple family with no children",0
"52","Mount Dandenong - Olinda","Six or more persons","One family household: Couple family with children",450
"53","Mount Dandenong - Olinda","Six or more persons","One family household: One parent family",24
"54","Mount Dandenong - Olinda","Six or more persons","One family household: Other family",0
"55","Mount Dandenong - Olinda","Six or more persons","Two or more family household: Couple family with no children",0
"56","Mount Dandenong - Olinda","Six or more persons","Two or more family household: Couple family with children",36
"57","Mount Dandenong - Olinda","Six or more persons","Two or more family household: One parent family",0
"58","Mount Dandenong - Olinda","Six or more persons","Two or more family household: Other family",0
"59","Mount Dandenong - Olinda","Six or more persons","Lone person household",0
"60","Mount Dandenong - Olinda","Six or more persons","Group household",0
