"","SA","Household Size","Family household type","Households count"
"1","Sunbury - South","One person","One family household: Couple family with no children",0
"2","Sunbury - South","One person","One family household: Couple family with children",0
"3","Sunbury - South","One person","One family household: One parent family",0
"4","Sunbury - South","One person","One family household: Other family",0
"5","Sunbury - South","One person","Two or more family household: Couple family with no children",0
"6","Sunbury - South","One person","Two or more family household: Couple family with children",0
"7","Sunbury - South","One person","Two or more family household: One parent family",0
"8","Sunbury - South","One person","Two or more family household: Other family",0
"9","Sunbury - South","One person","Lone person household",1882
"10","Sunbury - South","One person","Group household",0
"11","Sunbury - South","Two persons","One family household: Couple family with no children",4036
"12","Sunbury - South","Two persons","One family household: Couple family with children",0
"13","Sunbury - South","Two persons","One family household: One parent family",1028
"14","Sunbury - South","Two persons","One family household: Other family",168
"15","Sunbury - South","Two persons","Two or more family household: Couple family with no children",0
"16","Sunbury - South","Two persons","Two or more family household: Couple family with children",0
"17","Sunbury - South","Two persons","Two or more family household: One parent family",0
"18","Sunbury - South","Two persons","Two or more family household: Other family",0
"19","Sunbury - South","Two persons","Lone person household",0
"20","Sunbury - South","Two persons","Group household",348
"21","Sunbury - South","Three persons","One family household: Couple family with no children",234
"22","Sunbury - South","Three persons","One family household: Couple family with children",2991
"23","Sunbury - South","Three persons","One family household: One parent family",1143
"24","Sunbury - South","Three persons","One family household: Other family",45
"25","Sunbury - South","Three persons","Two or more family household: Couple family with no children",0
"26","Sunbury - South","Three persons","Two or more family household: Couple family with children",0
"27","Sunbury - South","Three persons","Two or more family household: One parent family",0
"28","Sunbury - South","Three persons","Two or more family household: Other family",0
"29","Sunbury - South","Three persons","Lone person household",0
"30","Sunbury - South","Three persons","Group household",78
"31","Sunbury - South","Four persons","One family household: Couple family with no children",24
"32","Sunbury - South","Four persons","One family household: Couple family with children",5544
"33","Sunbury - South","Four persons","One family household: One parent family",644
"34","Sunbury - South","Four persons","One family household: Other family",0
"35","Sunbury - South","Four persons","Two or more family household: Couple family with no children",68
"36","Sunbury - South","Four persons","Two or more family household: Couple family with children",0
"37","Sunbury - South","Four persons","Two or more family household: One parent family",80
"38","Sunbury - South","Four persons","Two or more family household: Other family",0
"39","Sunbury - South","Four persons","Lone person household",0
"40","Sunbury - South","Four persons","Group household",12
"41","Sunbury - South","Five persons","One family household: Couple family with no children",0
"42","Sunbury - South","Five persons","One family household: Couple family with children",2815
"43","Sunbury - South","Five persons","One family household: One parent family",155
"44","Sunbury - South","Five persons","One family household: Other family",0
"45","Sunbury - South","Five persons","Two or more family household: Couple family with no children",0
"46","Sunbury - South","Five persons","Two or more family household: Couple family with children",60
"47","Sunbury - South","Five persons","Two or more family household: One parent family",85
"48","Sunbury - South","Five persons","Two or more family household: Other family",0
"49","Sunbury - South","Five persons","Lone person household",0
"50","Sunbury - South","Five persons","Group household",0
"51","Sunbury - South","Six or more persons","One family household: Couple family with no children",0
"52","Sunbury - South","Six or more persons","One family household: Couple family with children",1152
"53","Sunbury - South","Six or more persons","One family household: One parent family",60
"54","Sunbury - South","Six or more persons","One family household: Other family",0
"55","Sunbury - South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Sunbury - South","Six or more persons","Two or more family household: Couple family with children",180
"57","Sunbury - South","Six or more persons","Two or more family household: One parent family",90
"58","Sunbury - South","Six or more persons","Two or more family household: Other family",0
"59","Sunbury - South","Six or more persons","Lone person household",0
"60","Sunbury - South","Six or more persons","Group household",0
