"","SA","Household Size","Family household type","Households count"
"1","Kew East","One person","One family household: Couple family with no children",0
"2","Kew East","One person","One family household: Couple family with children",0
"3","Kew East","One person","One family household: One parent family",0
"4","Kew East","One person","One family household: Other family",0
"5","Kew East","One person","Two or more family household: Couple family with no children",0
"6","Kew East","One person","Two or more family household: Couple family with children",0
"7","Kew East","One person","Two or more family household: One parent family",0
"8","Kew East","One person","Two or more family household: Other family",0
"9","Kew East","One person","Lone person household",474
"10","Kew East","One person","Group household",0
"11","Kew East","Two persons","One family household: Couple family with no children",920
"12","Kew East","Two persons","One family household: Couple family with children",0
"13","Kew East","Two persons","One family household: One parent family",222
"14","Kew East","Two persons","One family household: Other family",40
"15","Kew East","Two persons","Two or more family household: Couple family with no children",0
"16","Kew East","Two persons","Two or more family household: Couple family with children",0
"17","Kew East","Two persons","Two or more family household: One parent family",0
"18","Kew East","Two persons","Two or more family household: Other family",0
"19","Kew East","Two persons","Lone person household",0
"20","Kew East","Two persons","Group household",148
"21","Kew East","Three persons","One family household: Couple family with no children",84
"22","Kew East","Three persons","One family household: Couple family with children",786
"23","Kew East","Three persons","One family household: One parent family",186
"24","Kew East","Three persons","One family household: Other family",0
"25","Kew East","Three persons","Two or more family household: Couple family with no children",0
"26","Kew East","Three persons","Two or more family household: Couple family with children",0
"27","Kew East","Three persons","Two or more family household: One parent family",0
"28","Kew East","Three persons","Two or more family household: Other family",0
"29","Kew East","Three persons","Lone person household",0
"30","Kew East","Three persons","Group household",84
"31","Kew East","Four persons","One family household: Couple family with no children",28
"32","Kew East","Four persons","One family household: Couple family with children",1848
"33","Kew East","Four persons","One family household: One parent family",96
"34","Kew East","Four persons","One family household: Other family",0
"35","Kew East","Four persons","Two or more family household: Couple family with no children",12
"36","Kew East","Four persons","Two or more family household: Couple family with children",0
"37","Kew East","Four persons","Two or more family household: One parent family",12
"38","Kew East","Four persons","Two or more family household: Other family",0
"39","Kew East","Four persons","Lone person household",0
"40","Kew East","Four persons","Group household",40
"41","Kew East","Five persons","One family household: Couple family with no children",0
"42","Kew East","Five persons","One family household: Couple family with children",765
"43","Kew East","Five persons","One family household: One parent family",15
"44","Kew East","Five persons","One family household: Other family",0
"45","Kew East","Five persons","Two or more family household: Couple family with no children",0
"46","Kew East","Five persons","Two or more family household: Couple family with children",15
"47","Kew East","Five persons","Two or more family household: One parent family",20
"48","Kew East","Five persons","Two or more family household: Other family",0
"49","Kew East","Five persons","Lone person household",0
"50","Kew East","Five persons","Group household",0
"51","Kew East","Six or more persons","One family household: Couple family with no children",0
"52","Kew East","Six or more persons","One family household: Couple family with children",198
"53","Kew East","Six or more persons","One family household: One parent family",18
"54","Kew East","Six or more persons","One family household: Other family",0
"55","Kew East","Six or more persons","Two or more family household: Couple family with no children",0
"56","Kew East","Six or more persons","Two or more family household: Couple family with children",42
"57","Kew East","Six or more persons","Two or more family household: One parent family",0
"58","Kew East","Six or more persons","Two or more family household: Other family",0
"59","Kew East","Six or more persons","Lone person household",0
"60","Kew East","Six or more persons","Group household",0
