SA2,FT statistic,FT p-value,FT degrees of freedom
Abbotsford,0.833921318994848,1,49
Airport West,1.11244988112231,1,49
Albert Park,3.39047058640249,1,49
Alphington - Fairfield,3.13920875978922,1,49
Altona,4.74896513985506,1,49
Altona Meadows,16.1153170477338,0.999997629065584,49
Altona North,2.88787498009545,1,49
Ardeer - Albion,0.874395982682385,1,49
Armadale,1.24622695380438,1,49
Ascot Vale,4.59425298290011,1,49
Ashburton (Vic.),1.74151345921518,1,49
Ashwood - Chadstone,5.6853492484259,0.999999999999997,49
Aspendale Gardens - Waterways,4.82048136744811,1,49
Bacchus Marsh,4.87192141201642,1,49
Balwyn,8.06947858343124,0.999999999995269,49
Balwyn North,10.8626769267741,0.999999998181194,49
Bayswater,4.38784372253806,1,49
Bayswater North,4.97273604994781,1,49
Beaconsfield - Officer,3.0822910711858,1,49
Beaumaris,3.93199122562256,1,49
Belgrave - Selby,3.71002726823957,1,49
Bentleigh East,6.57293395300476,0.999999999999936,49
Bentleigh - McKinnon,9.66578799518672,0.999999999815892,49
Berwick - North,6.52902423741192,0.999999999999945,49
Berwick - South,5.61996851674818,0.999999999999998,49
Blackburn,4.16549141567443,1,49
Blackburn South,5.41282547055242,0.999999999999999,49
Boronia - The Basin,8.06297455886546,0.999999999995347,49
Box Hill,8.94090536235506,0.999999999961487,49
Box Hill North,4.05380188416451,1,49
Braeside,0,1,49
Braybrook,3.66420646777076,1,49
Brighton East,5.92601159854881,0.999999999999993,49
Brighton (Vic.),9.4772392154071,0.9999999998757,49
Broadmeadows,2.50989987819415,1,49
Brunswick,4.43162970875717,1,49
Brunswick East,2.11898038794015,1,49
Brunswick West,4.01817573456113,1,49
Bulleen,4.8470769815327,1,49
Bundoora - East,2.13092044139601,1,49
Bundoora - North,3.70541421829306,1,49
Bundoora - West,2.87785198295098,1,49
Bunyip - Garfield,1.09910350065691,1,49
Burwood,1.3523825086851,1,49
Burwood East,2.26969619755853,1,49
Cairnlea,1.25906166032525,1,49
Camberwell,7.44499737066473,0.999999999999114,49
Campbellfield - Coolaroo,2.42297990194945,1,49
Carlton,0.346828095225468,1,49
Carlton North - Princes Hill,1.25587130776199,1,49
Carnegie,1.93256522981903,1,49
Caroline Springs,14.5810259058982,0.999999577695556,49
Carrum Downs,5.48995508395204,0.999999999999999,49
Carrum - Patterson Lakes,3.09883845253436,1,49
Caulfield - North,5.43889118097197,0.999999999999999,49
Caulfield - South,4.92410427381577,1,49
Chelsea - Bonbeach,4.04678159561687,1,49
Chelsea Heights,4.46960246509131,1,49
Cheltenham - Highett (East),4.61057477590356,1,49
Cheltenham - Highett (West),3.06368686628984,1,49
Chirnside Park,4.28489241054669,1,49
Clarinda - Oakleigh South,4.81081786112338,1,49
Clayton,2.41298229519174,1,49
Clayton South,8.18819760300999,0.999999999993606,49
Coburg,10.5717006413643,0.999999998926,49
Coburg North,3.77906185905445,1,49
Collingwood,0.328465214284681,1,49
Craigieburn - Mickleham,8.53140178740711,0.999999999985156,49
Cranbourne,7.33791400537718,0.999999999999346,49
Cranbourne East,1.6545748769359,1,49
Cranbourne North,1.22274724434484,1,49
Cranbourne South,5.6649002758412,0.999999999999997,49
Cranbourne West,2.75498847589396,1,49
Croydon,11.2214523238998,0.999999996600376,49
Croydon Hills - Warranwood,7.57565174775138,0.999999999998725,49
Dandenong,3.0044317283835,1,49
Dandenong North,11.6358003686379,0.999999993212789,49
Deer Park - Derrimut,1.68992102167803,1,49
Delahey,2.71181298674157,1,49
Dingley Village,3.92418843864782,1,49
Docklands,2.14979105923513,1,49
Doncaster,13.2412233812503,0.999999924862798,49
Doncaster East,26.1919476479642,0.996903256923593,49
Donvale - Park Orchards,9.46428084522638,0.999999999879054,49
Doveton,2.22456620295393,1,49
Dromana,1.72773428417173,1,49
East Melbourne,0.803432488646211,1,49
Edithvale - Aspendale,3.04242354925028,1,49
Elsternwick,2.34025739179187,1,49
Eltham,10.2776258605741,0.999999999381114,49
Elwood,1.72032875341769,1,49
Emerald - Cockatoo,7.93238251869528,0.999999999996681,49
Endeavour Hills,16.268167673132,0.999997220326858,49
Epping,10.6292015251342,0.999999998806455,49
Essendon - Aberfeldie,5.14038952251792,1,49
Fawkner,2.84765279592644,1,49
Ferntree Gully,8.73999041841845,0.999999999975713,49
Fitzroy,0.0942048472316555,1,49
Fitzroy North,0.355123895413724,1,49
Flemington,0.805659084559515,1,49
Flemington Racecourse,12.9768859054843,0.999999948029014,49
Flinders,1.39794164658565,1,49
Footscray,2.31616262774787,1,49
Forest Hill,2.94655941700851,1,49
Frankston,14.7261665955458,0.99999949746501,49
Frankston North,13.0227373919177,0.99999994455775,49
Frankston South,5.40857060306219,0.999999999999999,49
Gisborne,6.30268571648379,0.999999999999974,49
Gladstone Park - Westmeadows,7.72364640748069,0.999999999998092,49
Glen Iris - East,3.21155978702435,1,49
Glenroy - Hadfield,28.5010536301978,0.991580208076783,49
Glen Waverley - East,6.45899642182383,0.999999999999956,49
Glen Waverley - West,5.94711070307206,0.999999999999993,49
Greensborough,9.57475736243531,0.999999999847517,49
Greenvale - Bulla,1.67506239408376,1,49
Hallam,0.787846765694728,1,49
Hampton,3.33536263342856,1,49
Hampton Park - Lynbrook,7.4780292598103,0.999999999999028,49
Hastings - Somers,5.30674195490114,0.999999999999999,49
Hawthorn,5.12824642866495,1,49
Hawthorn East,4.47186998594489,1,49
Healesville - Yarra Glen,4.60098533278745,1,49
Heidelberg - Rosanna,5.49178017462203,0.999999999999999,49
Heidelberg West,9.50737898368335,0.99999999986756,49
Hillside,10.684934252704,0.999999998678805,49
Hoppers Crossing - North,10.6596461517161,0.99999999873823,49
Hoppers Crossing - South,8.68417725179543,0.999999999978681,49
Hughesdale,3.48206607762523,1,49
Hurstbridge,3.94577583379166,1,49
Ivanhoe,2.15631834593995,1,49
Ivanhoe East - Eaglemont,2.2586143814094,1,49
Keilor,1.60378856849075,1,49
Keilor Downs,3.64941964185321,1,49
Keilor East,8.51824206241701,0.999999999985617,49
Kensington,2.73067083392672,1,49
Kew,8.23456513130571,0.999999999992818,49
Kew East,1.34181179814221,1,49
Keysborough,5.39867398777883,0.999999999999999,49
Kilsyth,1.10107016089694,1,49
Kinglake,1.54478444915227,1,49
Kingsbury,1.46824406297145,1,49
Kings Park (Vic.),2.95710922516988,1,49
Knoxfield - Scoresby,3.63394065614443,1,49
Koo Wee Rup,3.45591108416358,1,49
Lalor,4.35394699743135,1,49
Langwarrin,14.3022002434207,0.999999699706683,49
Laverton,3.11376263145989,1,49
Lilydale - Coldstream,8.57259584291997,0.999999999983622,49
Lynbrook - Lyndhurst,3.82691103207979,1,49
Lysterfield,0.713499988508637,1,49
Macedon,0.674908349257235,1,49
Malvern East,6.77510186431823,0.999999999999879,49
Malvern - Glen Iris,5.3189767257461,0.999999999999999,49
Maribyrnong,1.26014902114164,1,49
Meadow Heights,3.73866237940334,1,49
Melbourne,1.78736924640292,1,49
Melbourne Airport,19.2037472531028,0.999959449310675,49
Melton,26.7721670613735,0.995953552671227,49
Melton South,10.7003067170621,0.999999998641412,49
Melton West,6.13439045193495,0.999999999999986,49
Mentone,1.02667216441603,1,49
Mill Park - North,7.1988135908881,0.999999999999563,49
Mill Park - South,3.91753389493203,1,49
Mitcham (Vic.),5.48096035193121,0.999999999999999,49
Monbulk - Silvan,8.3953512604574,0.999999999989317,49
Montmorency - Briar Hill,5.17843018155655,1,49
