SA2,Cosine similarity
Abbotsford,0.999966641970717
Airport West,0.999296256025615
Albert Park,0.999786328171982
Alphington - Fairfield,0.999766455278234
Altona,0.999826573847848
Altona Meadows,0.999777634835449
Altona North,0.99929081545309
Ardeer - Albion,0.999981356105867
Armadale,0.999874869736899
Ascot Vale,0.9999021241483
Ashburton (Vic.),0.999567364448264
Ashwood - Chadstone,0.99992922082379
Aspendale Gardens - Waterways,0.999905485282351
Bacchus Marsh,0.999801052544323
Balwyn,0.999753968154462
Balwyn North,0.999494680382064
Bayswater,0.999960955634402
Bayswater North,0.999900452570079
Beaconsfield - Officer,0.999935465262145
Beaumaris,0.998669485138307
Belgrave - Selby,0.999838199553927
Bentleigh - McKinnon,0.999853733462001
Bentleigh East,0.999606235624668
Berwick - North,0.999864224390015
Berwick - South,0.999974816017627
Blackburn,0.999614426590143
Blackburn South,0.999522773760231
Boronia - The Basin,0.999885678672781
Box Hill,0.999922380791421
Box Hill North,0.999798713481626
Braeside,0.5
Braybrook,0.999954136877196
Brighton (Vic.),0.998067924009858
Brighton East,0.999377281196401
Broadmeadows,0.999986717910194
Brunswick,0.999960518115752
Brunswick East,0.999922377153333
Brunswick West,0.999955799541117
Bulleen,0.998739579009355
Bundoora - East,0.999617030540049
Bundoora - North,0.9999291792523
Bundoora - West,0.999914087436834
Bunyip - Garfield,0.999161731963509
Burwood,0.999894951410065
Burwood East,0.999206261816382
Cairnlea,0.999943123845952
Camberwell,0.999484747667265
Campbellfield - Coolaroo,0.999929332557721
Carlton,0.99999881856987
Carlton North - Princes Hill,0.999968587708273
Carnegie,0.999976144042264
Caroline Springs,0.999975103257877
Carrum - Patterson Lakes,0.999919659799125
Carrum Downs,0.999910984856067
Caulfield - North,0.999180123973438
Caulfield - South,0.999010959694067
Chelsea - Bonbeach,0.999910911229976
Chelsea Heights,0.999883144401707
Cheltenham - Highett (East),0.999422270399947
Cheltenham - Highett (West),0.999798351265223
Chirnside Park,0.99980993027043
Clarinda - Oakleigh South,0.999925541391957
Clayton,0.999950584395103
Clayton South,0.999877454891122
Coburg,0.999880515772919
Coburg North,0.998918396114054
Collingwood,0.999985715504225
Craigieburn - Mickleham,0.999973649985445
Cranbourne,0.999851565951893
Cranbourne East,0.999954928251938
Cranbourne North,0.999993871221591
Cranbourne South,0.999855515982522
Cranbourne West,0.99995619828855
Croydon,0.999867532120655
Croydon Hills - Warranwood,0.999813236472341
Dandenong,0.999979215670543
Dandenong North,0.999923189378204
Deer Park - Derrimut,0.999961222647578
Delahey,0.999902018280758
Dingley Village,0.999228244733233
Docklands,0.999968579975884
Doncaster,0.999586302845552
Doncaster East,0.999495413591012
Donvale - Park Orchards,0.999163383257839
Doveton,0.999930100161149
Dromana,0.997017812737042
East Melbourne,0.999982642919997
Edithvale - Aspendale,0.999784612744938
Elsternwick,0.999226272242581
Eltham,0.999787869857431
Elwood,0.999925387983869
Emerald - Cockatoo,0.999758325644751
Endeavour Hills,0.999927792006992
Epping,0.999919767942577
Essendon - Aberfeldie,0.999712977757056
Fawkner,0.995587660776444
Ferntree Gully,0.999901499933862
Fitzroy,0.999994780547069
Fitzroy North,0.999990544005949
Flemington,0.999962292731372
Flemington Racecourse,0.988185509970222
Flinders,0.989673668691942
Footscray,0.999950556355544
Forest Hill,0.99912721513949
Frankston,0.999896890935222
Frankston North,0.999861809656889
Frankston South,0.9998328694489
Gisborne,0.999811684305257
Gladstone Park - Westmeadows,0.999921381047608
Glen Iris - East,0.999524708108059
Glen Waverley - East,0.999661151355239
Glen Waverley - West,0.999861971511732
Glenroy - Hadfield,0.999435402760843
Greensborough,0.999886270194639
Greenvale - Bulla,0.999939041411873
Hallam,0.999991044531799
Hampton,0.999657499960759
Hampton Park - Lynbrook,0.999962631041566
Hastings - Somers,0.999871120278502
Hawthorn,0.999903521500823
Hawthorn East,0.999598028656896
Healesville - Yarra Glen,0.999412143335364
Heidelberg - Rosanna,0.999751305905209
Heidelberg West,0.999863879578602
Hillside,0.999967021812882
Hoppers Crossing - North,0.999900011670116
Hoppers Crossing - South,0.999939171486034
Hughesdale,0.999896579273304
Hurstbridge,0.999702577157547
Ivanhoe,0.99985101080886
Ivanhoe East - Eaglemont,0.997580151429545
Keilor,0.999524356843069
Keilor Downs,0.999918552472993
Keilor East,0.998339624527369
Kensington,0.999882920662019
Kew,0.999641386095729
Kew East,0.999541414726599
Keysborough,0.999985170132557
Kilsyth,0.999825110852886
Kinglake,0.999684102322632
Kings Park (Vic.),0.99997647161041
Kingsbury,0.999977632227422
Knoxfield - Scoresby,0.999845580264893
Koo Wee Rup,0.999523271790966
Lalor,0.99996253335697
Langwarrin,0.999909873836253
Laverton,0.999934991937862
Lilydale - Coldstream,0.999872334435833
Lynbrook - Lyndhurst,0.999968589936905
Lysterfield,0.999958595404475
Macedon,0.993933732434741
Malvern - Glen Iris,0.999853387283806
Malvern East,0.999592097530161
Maribyrnong,0.999948516849474
Meadow Heights,0.999982273702257
Melbourne,0.999957250221866
Melbourne Airport,0.937597220725426
Melton,0.999950243689165
Melton South,0.99992859144819
Melton West,0.999943234331385
Mentone,0.999507710063281
Mill Park - North,0.999917568480592
Mill Park - South,0.999889558858356
Mitcham (Vic.),0.9998407000143
Monbulk - Silvan,0.999515512198702
Montmorency - Briar Hill,0.999780056501266
Montrose,0.999848843125028
