SA2;p-value
mu= 2;Equivalent
alpha=0.05
confidence=90%
Abbotsford;0.974878540435311;0
Airport West;0.984514284174577;0
Albert Park;0.9921875;0
Alphington - Fairfield;0.98887293758845;0
Altona;0.9921875;0
Altona Meadows;1;0
Altona North;1;0
Ardeer - Albion;0.989627367127998;0
Armadale;0.853411270217744;0
Ascot Vale;0.989627367127998;0
Ashburton (Vic.);0.989451014137611;0
Ashwood - Chadstone;1;0
Aspendale Gardens - Waterways;1;0
Bacchus Marsh;1;0
Balwyn;1;0
Balwyn North;1;0
Bayswater;0.9921875;0
Bayswater North;0.992962347844987;0
Beaconsfield - Officer;0.974878540435311;0
Beaumaris;1;0
Belgrave - Selby;0.992962347844987;0
Bentleigh - McKinnon;1;0
Bentleigh East;1;0
Berwick - North;1;0
Berwick - South;0.9921875;0
Blackburn;0.992962347844987;0
Blackburn South;1;0
Boronia - The Basin;1;0
Box Hill;1;0
Box Hill North;1;0
Braeside;0.0119488553397551;1
Braybrook;0.992962347844987;0
Brighton (Vic.);1;0
Brighton East;0.989451014137611;0
Broadmeadows;0.98887293758845;0
Brunswick;0.992962347844987;0
Brunswick East;0.978923274882147;0
Brunswick West;0.989627367127998;0
Bulleen;0.9921875;0
Bundoora - East;0.98887293758845;0
Bundoora - North;0.943076850996671;0
Bundoora - West;0.993048267904553;0
Bunyip - Garfield;0.98887293758845;0
Burwood;0.989627367127998;0
Burwood East;0.989627367127998;0
Cairnlea;0.981984156890883;0
Camberwell;0.992962347844987;0
Campbellfield - Coolaroo;0.989230273785352;0
Carlton;0.194271891923795;0
Carlton North - Princes Hill;0.665092321200292;0
Carnegie;0.989627367127998;0
Caroline Springs;0.992962347844987;0
Carrum - Patterson Lakes;0.992962347844987;0
Carrum Downs;0.989451014137611;0
Caulfield - North;1;0
Caulfield - South;1;0
Chelsea - Bonbeach;1;0
Chelsea Heights;0.98887293758845;0
Cheltenham - Highett (East);1;0
Cheltenham - Highett (West);0.989802579908312;0
Chirnside Park;0.9921875;0
Clarinda - Oakleigh South;1;0
Clayton;1;0
Clayton South;0.882057394705974;0
Coburg;0.992962347844987;0
Coburg North;0.992962347844987;0
Collingwood;0.700919273658236;0
Craigieburn - Mickleham;1;0
Cranbourne;1;0
Cranbourne East;0.978923274882147;0
Cranbourne North;0.98887293758845;0
Cranbourne South;0.80140976439004;0
Cranbourne West;0.979107415798039;0
Croydon;0.992962347844987;0
Croydon Hills - Warranwood;0.989451014137611;0
Dandenong;0.989451014137611;0
Dandenong North;1;0
Deer Park - Derrimut;1;0
Delahey;0.989451014137611;0
Dingley Village;1;0
Docklands;0.171888377649179;0
Doncaster;1;0
Doncaster East;1;0
Donvale - Park Orchards;0.992962347844987;0
Doveton;0.98887293758845;0
Dromana;0.9921875;0
East Melbourne;0.17366176642787;0
Edithvale - Aspendale;0.9921875;0
Elsternwick;0.98887293758845;0
Eltham;1;0
Elwood;0.776970225314628;0
Emerald - Cockatoo;1;0
Endeavour Hills;1;0
Epping;1;0
Essendon - Aberfeldie;1;0
Fawkner;0.981984156890883;0
Ferntree Gully;0.992962347844987;0
Fitzroy;0.239750061093477;0
Fitzroy North;0.974461634089727;0
Flemington;0.898363776802416;0
Flemington Racecourse;0.120085342305347;0
Flinders;0.974878540435311;0
Footscray;0.947102658999323;0
Forest Hill;0.992962347844987;0
Frankston;0.992962347844987;0
Frankston North;1;0
Frankston South;0.989451014137611;0
Gisborne;0.9921875;0
Gladstone Park - Westmeadows;1;0
Glen Iris - East;1;0
Glen Waverley - East;1;0
Glen Waverley - West;1;0
Glenroy - Hadfield;1;0
Greensborough;1;0
Greenvale - Bulla;1;0
Hallam;0.98887293758845;0
Hampton;1;0
Hampton Park - Lynbrook;1;0
Hastings - Somers;1;0
Hawthorn;0.992962347844987;0
Hawthorn East;0.989627367127998;0
Healesville - Yarra Glen;0.981984156890883;0
Heidelberg - Rosanna;0.992962347844987;0
Heidelberg West;1;0
Hillside;0.9921875;0
Hoppers Crossing - North;0.9921875;0
Hoppers Crossing - South;1;0
Hughesdale;0.9921875;0
Hurstbridge;0.974461634089727;0
Ivanhoe;1;0
Ivanhoe East - Eaglemont;1;0
Keilor;0.992962347844987;0
Keilor Downs;1;0
Keilor East;1;0
Kensington;0.853411270217744;0
Kew;1;0
Kew East;0.953704202124885;0
Keysborough;1;0
Kilsyth;0.989451014137611;0
Kinglake;0.970762369217174;0
Kings Park (Vic.);0.989451014137611;0
Kingsbury;0.98614386048742;0
Knoxfield - Scoresby;0.992962347844987;0
Koo Wee Rup;0.769080990924681;0
Lalor;1;0
Langwarrin;1;0
Laverton;0.623753175483109;0
Lilydale - Coldstream;0.993048267904553;0
Lynbrook - Lyndhurst;0.9921875;0
Lysterfield;0.9921875;0
Macedon;0.979107415798039;0
Malvern - Glen Iris;0.989627367127998;0
Malvern East;0.989451014137611;0
Maribyrnong;0.98614386048742;0
Meadow Heights;0.9921875;0
Melbourne;0.465055254061803;0
Melbourne Airport;0.19774078372972;0
Melton;1;0
Melton South;1;0
Melton West;1;0
Mentone;0.984514284174577;0
Mill Park - North;0.989451014137611;0
Mill Park - South;1;0
Mitcham (Vic.);1;0
Monbulk - Silvan;0.966610397500152;0
Montmorency - Briar Hill;1;0
Montrose;0.914113611202144;0
Moonee Ponds;0.989451014137611;0
Moorabbin - Heatherton;0.98614386048742;0
Mooroolbark;1;0
Mordialloc - Parkdale;0.9921875;0
Mornington;0.992962347844987;0
Mount Dandenong - Olinda;0.981984156890883;0
Mount Eliza;0.992962347844987;0
Mount Evelyn;0.968745541901776;0
Mount Martha;1;0
Mount Waverley - North;1;0
Mount Waverley - South;1;0
Mulgrave;1;0
Murrumbeena;0.970470885454732;0
Narre Warren;1;0
Narre Warren North;0.989627367127998;0
Narre Warren South;1;0
Newport;0.989627367127998;0
Niddrie - Essendon West;0.846055674664617;0
Noble Park;1;0
Noble Park North;0.974461634089727;0
North Melbourne;0.982238831688293;0
Northcote;0.989451014137611;0
Nunawading;0.982238831688293;0
Oakleigh - Huntingdale;1;0
Ormond - Glen Huntly;0.992962347844987;0
Pakenham - North;0.989451014137611;0
Pakenham - South;1;0
Panton Hill - St Andrews;0.992962347844987;0
Parkville;0.974461634089727;0
Pascoe Vale;1;0
Pascoe Vale South;0.989451014137611;0
Pearcedale - Tooradin;0.993218695287011;0
Plenty - Yarrambat;0.982238831688293;0
Point Cook;1;0
Point Nepean;0.992962347844987;0
Port Melbourne;0.992962347844987;0
Port Melbourne Industrial;0.120085342305347;0
Prahran - Windsor;0.98887293758845;0
Preston;1;0
Research - North Warrandyte;0.981984156890883;0
Reservoir - East;1;0
Reservoir - West;1;0
Richmond (Vic.);1;0
Riddells Creek;0.986283167120211;0
Ringwood;1;0
Ringwood East;1;0
Ringwood North;0.98887293758845;0
Rockbank - Mount Cottrell;0.100412561347573;0
Romsey;0.9921875;0
Rosebud - McCrae;1;0
Rowville - Central;1;0
Rowville - North;0.9921875;0
Rowville - South;1;0
Roxburgh Park - Somerton;1;0
Sandringham - Black Rock;1;0
Seabrook;0.986283167120211;0
Seaford (Vic.);0.992962347844987;0
Seddon - Kingsville;0.982492509490169;0
Skye - Sandhurst;0.989451014137611;0
Somerville;1;0
South Melbourne;0.91379244869431;0
South Morang;1;0
South Yarra - East;0.9921875;0
South Yarra - West;0.911235073793923;0
Southbank;0.953704202124885;0
Springvale;0.98887293758845;0
Springvale South;1;0
St Albans - North;0.9921875;0
St Albans - South;0.992962347844987;0
St Kilda;0.924972152351153;0
St Kilda East;0.912222848613385;0
Strathmore;0.986283167120211;0
Sunbury;1;0
Sunbury - South;0.992962347844987;0
Sunshine;0.993218695287011;0
Sunshine North;0.989451014137611;0
Sunshine West;1;0
Surrey Hills (East) - Mont Albert;0.98887293758845;0
Surrey Hills (West) - Canterbury;1;0
Sydenham;0.974252724199505;0
Tarneit;1;0
Taylors Hill;1;0
Taylors Lakes;0.9921875;0
Templestowe;0.992962347844987;0
Templestowe Lower;0.992962347844987;0
Thomastown;1;0
Thornbury;0.9453125;0
Toorak;0.992962347844987;0
Truganina;0.926070595801285;0
Tullamarine;0.911235073793923;0
Upwey - Tecoma;0.974461634089727;0
Vermont;0.98887293758845;0
Vermont South;0.989627367127998;0
Viewbank - Yallambie;1;0
Wallan;0.992962347844987;0
Wandin - Seville;0.971046367291351;0
Wantirna;0.992962347844987;0
Wantirna South;1;0
Warrandyte - Wonga Park;1;0
Watsonia;0.9921875;0
Wattle Glen - Diamond Creek;0.98887293758845;0
Werribee;1;0
Werribee - South;0.992962347844987;0
West Footscray - Tottenham;1;0
Wheelers Hill;1;0
Whittlesea;0.20019040157604;0
Williamstown;1;0
Wyndham Vale;1;0
Yarra - North;0.989230273785352;0
Yarra Valley;1;0
Yarraville;1;0
