"","SA","Household Size","Family household type","Households count"
"1","South Morang","One person","One family household: Couple family with no children",0
"2","South Morang","One person","One family household: Couple family with children",0
"3","South Morang","One person","One family household: One parent family",0
"4","South Morang","One person","One family household: Other family",0
"5","South Morang","One person","Two or more family household: Couple family with no children",0
"6","South Morang","One person","Two or more family household: Couple family with children",0
"7","South Morang","One person","Two or more family household: One parent family",0
"8","South Morang","One person","Two or more family household: Other family",0
"9","South Morang","One person","Lone person household",1456
"10","South Morang","One person","Group household",0
"11","South Morang","Two persons","One family household: Couple family with no children",5272
"12","South Morang","Two persons","One family household: Couple family with children",0
"13","South Morang","Two persons","One family household: One parent family",960
"14","South Morang","Two persons","One family household: Other family",168
"15","South Morang","Two persons","Two or more family household: Couple family with no children",0
"16","South Morang","Two persons","Two or more family household: Couple family with children",0
"17","South Morang","Two persons","Two or more family household: One parent family",0
"18","South Morang","Two persons","Two or more family household: Other family",0
"19","South Morang","Two persons","Lone person household",0
"20","South Morang","Two persons","Group household",362
"21","South Morang","Three persons","One family household: Couple family with no children",264
"22","South Morang","Three persons","One family household: Couple family with children",5292
"23","South Morang","Three persons","One family household: One parent family",1554
"24","South Morang","Three persons","One family household: Other family",51
"25","South Morang","Three persons","Two or more family household: Couple family with no children",0
"26","South Morang","Three persons","Two or more family household: Couple family with children",0
"27","South Morang","Three persons","Two or more family household: One parent family",0
"28","South Morang","Three persons","Two or more family household: Other family",0
"29","South Morang","Three persons","Lone person household",0
"30","South Morang","Three persons","Group household",144
"31","South Morang","Four persons","One family household: Couple family with no children",48
"32","South Morang","Four persons","One family household: Couple family with children",11204
"33","South Morang","Four persons","One family household: One parent family",936
"34","South Morang","Four persons","One family household: Other family",24
"35","South Morang","Four persons","Two or more family household: Couple family with no children",112
"36","South Morang","Four persons","Two or more family household: Couple family with children",0
"37","South Morang","Four persons","Two or more family household: One parent family",68
"38","South Morang","Four persons","Two or more family household: Other family",12
"39","South Morang","Four persons","Lone person household",0
"40","South Morang","Four persons","Group household",28
"41","South Morang","Five persons","One family household: Couple family with no children",0
"42","South Morang","Five persons","One family household: Couple family with children",5680
"43","South Morang","Five persons","One family household: One parent family",250
"44","South Morang","Five persons","One family household: Other family",25
"45","South Morang","Five persons","Two or more family household: Couple family with no children",45
"46","South Morang","Five persons","Two or more family household: Couple family with children",170
"47","South Morang","Five persons","Two or more family household: One parent family",75
"48","South Morang","Five persons","Two or more family household: Other family",0
"49","South Morang","Five persons","Lone person household",0
"50","South Morang","Five persons","Group household",15
"51","South Morang","Six or more persons","One family household: Couple family with no children",0
"52","South Morang","Six or more persons","One family household: Couple family with children",1884
"53","South Morang","Six or more persons","One family household: One parent family",108
"54","South Morang","Six or more persons","One family household: Other family",0
"55","South Morang","Six or more persons","Two or more family household: Couple family with no children",24
"56","South Morang","Six or more persons","Two or more family household: Couple family with children",528
"57","South Morang","Six or more persons","Two or more family household: One parent family",90
"58","South Morang","Six or more persons","Two or more family household: Other family",0
"59","South Morang","Six or more persons","Lone person household",0
"60","South Morang","Six or more persons","Group household",0
