"","SA","Household Size","Family household type","Households count"
"1","Caulfield - South","One person","One family household: Couple family with no children",0
"2","Caulfield - South","One person","One family household: Couple family with children",0
"3","Caulfield - South","One person","One family household: One parent family",0
"4","Caulfield - South","One person","One family household: Other family",0
"5","Caulfield - South","One person","Two or more family household: Couple family with no children",0
"6","Caulfield - South","One person","Two or more family household: Couple family with children",0
"7","Caulfield - South","One person","Two or more family household: One parent family",0
"8","Caulfield - South","One person","Two or more family household: Other family",0
"9","Caulfield - South","One person","Lone person household",1562
"10","Caulfield - South","One person","Group household",0
"11","Caulfield - South","Two persons","One family household: Couple family with no children",2936
"12","Caulfield - South","Two persons","One family household: Couple family with children",0
"13","Caulfield - South","Two persons","One family household: One parent family",554
"14","Caulfield - South","Two persons","One family household: Other family",82
"15","Caulfield - South","Two persons","Two or more family household: Couple family with no children",0
"16","Caulfield - South","Two persons","Two or more family household: Couple family with children",0
"17","Caulfield - South","Two persons","Two or more family household: One parent family",0
"18","Caulfield - South","Two persons","Two or more family household: Other family",0
"19","Caulfield - South","Two persons","Lone person household",0
"20","Caulfield - South","Two persons","Group household",388
"21","Caulfield - South","Three persons","One family household: Couple family with no children",192
"22","Caulfield - South","Three persons","One family household: Couple family with children",1998
"23","Caulfield - South","Three persons","One family household: One parent family",489
"24","Caulfield - South","Three persons","One family household: Other family",42
"25","Caulfield - South","Three persons","Two or more family household: Couple family with no children",0
"26","Caulfield - South","Three persons","Two or more family household: Couple family with children",0
"27","Caulfield - South","Three persons","Two or more family household: One parent family",0
"28","Caulfield - South","Three persons","Two or more family household: Other family",0
"29","Caulfield - South","Three persons","Lone person household",0
"30","Caulfield - South","Three persons","Group household",207
"31","Caulfield - South","Four persons","One family household: Couple family with no children",20
"32","Caulfield - South","Four persons","One family household: Couple family with children",3996
"33","Caulfield - South","Four persons","One family household: One parent family",184
"34","Caulfield - South","Four persons","One family household: Other family",12
"35","Caulfield - South","Four persons","Two or more family household: Couple family with no children",32
"36","Caulfield - South","Four persons","Two or more family household: Couple family with children",0
"37","Caulfield - South","Four persons","Two or more family household: One parent family",24
"38","Caulfield - South","Four persons","Two or more family household: Other family",0
"39","Caulfield - South","Four persons","Lone person household",0
"40","Caulfield - South","Four persons","Group household",80
"41","Caulfield - South","Five persons","One family household: Couple family with no children",20
"42","Caulfield - South","Five persons","One family household: Couple family with children",1885
"43","Caulfield - South","Five persons","One family household: One parent family",30
"44","Caulfield - South","Five persons","One family household: Other family",0
"45","Caulfield - South","Five persons","Two or more family household: Couple family with no children",0
"46","Caulfield - South","Five persons","Two or more family household: Couple family with children",65
"47","Caulfield - South","Five persons","Two or more family household: One parent family",15
"48","Caulfield - South","Five persons","Two or more family household: Other family",0
"49","Caulfield - South","Five persons","Lone person household",0
"50","Caulfield - South","Five persons","Group household",15
"51","Caulfield - South","Six or more persons","One family household: Couple family with no children",0
"52","Caulfield - South","Six or more persons","One family household: Couple family with children",396
"53","Caulfield - South","Six or more persons","One family household: One parent family",18
"54","Caulfield - South","Six or more persons","One family household: Other family",0
"55","Caulfield - South","Six or more persons","Two or more family household: Couple family with no children",0
"56","Caulfield - South","Six or more persons","Two or more family household: Couple family with children",60
"57","Caulfield - South","Six or more persons","Two or more family household: One parent family",0
"58","Caulfield - South","Six or more persons","Two or more family household: Other family",0
"59","Caulfield - South","Six or more persons","Lone person household",0
"60","Caulfield - South","Six or more persons","Group household",18
