SA2;Cosine similarity
Abbotsford;0.999503177869556
Airport West;0.999834297532622
Albert Park;0.999870251798643
Alphington - Fairfield;0.999879594288702
Altona;0.999650407768857
Altona Meadows;0.999621813708527
Altona North;0.999957142484014
Ardeer - Albion;0.999885908001331
Armadale;0.999818623666486
Ascot Vale;0.999743348861745
Ashburton (Vic.);0.999882372297858
Ashwood - Chadstone;0.999833067635627
Aspendale Gardens - Waterways;0.99992322650626
Bacchus Marsh;0.999894840004969
Balwyn;0.999749164306963
Balwyn North;0.999833257562137
Bayswater;0.9999457887496
Bayswater North;0.999737285719768
Beaconsfield - Officer;0.999946677308817
Beaumaris;0.999921041798346
Belgrave - Selby;0.999681561357415
Bentleigh - McKinnon;0.999925915799348
Bentleigh East;0.999845598628
Berwick - North;0.99979192663746
Berwick - South;0.999970932219576
Blackburn;0.999938832346318
Blackburn South;0.99988601968015
Boronia - The Basin;0.999807279867675
Box Hill;0.999911278742151
Box Hill North;0.999908788971764
Braeside;0
Braybrook;0.999940181287549
Brighton (Vic.);0.999731319069057
Brighton East;0.999868271522864
Broadmeadows;0.999976913533928
Brunswick;0.999599678279713
Brunswick East;0.999596295587975
Brunswick West;0.999814781534674
Bulleen;0.999778275141636
Bundoora - East;0.999846102268405
Bundoora - North;0.999889772371546
Bundoora - West;0.999830194714509
Bunyip - Garfield;0.999973369905549
Burwood;0.999948303126269
Burwood East;0.99992642628173
Cairnlea;0.999920908093747
Camberwell;0.999848193396507
Campbellfield - Coolaroo;0.999980992891877
Carlton;0.99963347784487
Carlton North - Princes Hill;0.998980573805478
Carnegie;0.999950130545648
Caroline Springs;0.999967199978147
Carrum - Patterson Lakes;0.999879070512635
Carrum Downs;0.999824943142209
Caulfield - North;0.999906692175893
Caulfield - South;0.999820978567737
Chelsea - Bonbeach;0.999738568354443
Chelsea Heights;0.999801854663963
Cheltenham - Highett (East);0.99993226995464
Cheltenham - Highett (West);0.999885769585221
Chirnside Park;0.999730615507449
Clarinda - Oakleigh South;0.999807565240089
Clayton;0.999860589743306
Clayton South;0.999857802969338
