,SA2,p-value
mu= 2,Equivalent
alpha=0.05
confidence=90%
1,Abbotsford,3.86184391855001e-16,1
2,Airport West,3.86184391855001e-16,1
3,Albert Park,3.86184391855001e-16,1
4,Alphington - Fairfield,3.86184391855001e-16,1
5,Altona,3.86184391855001e-16,1
6,Altona Meadows,3.86184391855001e-16,1
7,Altona North,3.86184391855001e-16,1
8,Ardeer - Albion,3.86184391855001e-16,1
9,Armadale,3.86184391855001e-16,1
10,Ascot Vale,3.86184391855001e-16,1
11,Ashburton (Vic.),3.86184391855001e-16,1
12,Ashwood - Chadstone,3.86184391855001e-16,1
13,Aspendale Gardens - Waterways,3.86184391855001e-16,1
14,Bacchus Marsh,3.86184391855001e-16,1
15,Balwyn,3.86184391855001e-16,1
16,Balwyn North,3.86184391855001e-16,1
17,Bayswater,3.86184391855001e-16,1
18,Bayswater North,3.86184391855001e-16,1
19,Beaconsfield - Officer,3.86184391855001e-16,1
20,Beaumaris,3.86184391855001e-16,1
21,Belgrave - Selby,3.86184391855001e-16,1
22,Bentleigh - McKinnon,3.86184391855001e-16,1
23,Bentleigh East (North),3.86184391855001e-16,1
24,Bentleigh East (South),3.86184391855001e-16,1
25,Berwick - North,3.86184391855001e-16,1
26,Berwick - South,3.86184391855001e-16,1
27,Blackburn,3.86184391855001e-16,1
28,Blackburn South,3.86184391855001e-16,1
29,Boronia,3.86184391855001e-16,1
30,Box Hill,3.86184391855001e-16,1
31,Box Hill North,3.86184391855001e-16,1
32,Braeside,3.86184391855001e-16,1
33,Braybrook,3.86184391855001e-16,1
34,Brighton (Vic.),3.86184391855001e-16,1
35,Brighton East,3.86184391855001e-16,1
36,Broadmeadows,3.86184391855001e-16,1
37,Brunswick,3.86184391855001e-16,1
38,Brunswick East,3.86184391855001e-16,1
39,Brunswick West,3.86184391855001e-16,1
40,Bulleen,3.86184391855001e-16,1
41,Bundoora - East,3.86184391855001e-16,1
42,Bundoora - North,3.86184391855001e-16,1
43,Bundoora - West,3.86184391855001e-16,1
44,Bunyip - Garfield,3.86184391855001e-16,1
45,Burnside,3.86184391855001e-16,1
46,Burnside Heights,3.86184391855001e-16,1
47,Burwood,3.86184391855001e-16,1
48,Burwood East,3.86184391855001e-16,1
49,Cairnlea,3.86184391855001e-16,1
50,Camberwell,3.86184391855001e-16,1
51,Campbellfield - Coolaroo,3.86184391855001e-16,1
52,Carlton,3.86184391855001e-16,1
53,Carlton North - Princes Hill,3.86184391855001e-16,1
54,Carnegie,3.86184391855001e-16,1
55,Caroline Springs,3.86184391855001e-16,1
56,Carrum - Patterson Lakes,3.86184391855001e-16,1
57,Carrum Downs,3.86184391855001e-16,1
58,Caulfield - North,3.86184391855001e-16,1
59,Caulfield - South,3.86184391855001e-16,1
60,Chelsea - Bonbeach,3.86184391855001e-16,1
61,Chelsea Heights,3.86184391855001e-16,1
62,Cheltenham - Highett (East),3.86184391855001e-16,1
63,Cheltenham - Highett (West),3.86184391855001e-16,1
64,Chirnside Park,3.86184391855001e-16,1
65,Clarinda - Oakleigh South,3.86184391855001e-16,1
66,Clayton,3.86184391855001e-16,1
67,Clayton South,3.86184391855001e-16,1
68,Coburg,3.86184391855001e-16,1
69,Coburg North,3.86184391855001e-16,1
70,Collingwood,3.86184391855001e-16,1
71,Craigieburn - Central,3.86184391855001e-16,1
72,Craigieburn - North,3.86184391855001e-16,1
73,Craigieburn - South,3.86184391855001e-16,1
74,Craigieburn - West,3.86184391855001e-16,1
75,Cranbourne,3.86184391855001e-16,1
76,Cranbourne East,3.86184391855001e-16,1
77,Cranbourne North,3.86184391855001e-16,1
78,Cranbourne South,3.86184391855001e-16,1
79,Cranbourne West,3.86184391855001e-16,1
80,Croydon - East,3.86184391855001e-16,1
81,Croydon - West,3.86184391855001e-16,1
82,Croydon Hills - Warranwood,3.86184391855001e-16,1
83,Croydon South,3.86184391855001e-16,1
84,Dandenong,3.86184391855001e-16,1
85,Dandenong North,3.86184391855001e-16,1
86,Deer Park - Derrimut,3.86184391855001e-16,1
87,Delahey,3.86184391855001e-16,1
88,Dingley Village,3.86184391855001e-16,1
89,Docklands,3.86184391855001e-16,1
90,Doncaster,3.86184391855001e-16,1
91,Doncaster East (North),3.86184391855001e-16,1
92,Doncaster East (South),3.86184391855001e-16,1
93,Donvale - Park Orchards,3.86184391855001e-16,1
94,Doreen,3.86184391855001e-16,1
95,Doveton,3.86184391855001e-16,1
96,Dromana,3.86184391855001e-16,1
97,East Melbourne,3.86184391855001e-16,1
98,Edithvale - Aspendale,3.86184391855001e-16,1
99,Elsternwick,3.86184391855001e-16,1
100,Eltham,3.86184391855001e-16,1
101,Elwood,3.86184391855001e-16,1
102,Emerald - Cockatoo,3.86184391855001e-16,1
103,Endeavour Hills - North,3.86184391855001e-16,1
104,Endeavour Hills - South,3.86184391855001e-16,1
105,Epping - East,3.86184391855001e-16,1
106,Epping - South,3.86184391855001e-16,1
107,Epping - West,3.86184391855001e-16,1
108,Essendon - Aberfeldie,3.86184391855001e-16,1
109,Fawkner,3.86184391855001e-16,1
110,Ferntree Gully (North),3.86184391855001e-16,1
111,Ferntree Gully (South) - Upper Ferntree Gully,3.86184391855001e-16,1
112,Fitzroy,3.86184391855001e-16,1
113,Fitzroy North,3.86184391855001e-16,1
114,Flemington,3.86184391855001e-16,1
115,Flemington Racecourse,3.86184391855001e-16,1
116,Flinders,3.86184391855001e-16,1
117,Footscray,3.86184391855001e-16,1
118,Forest Hill,3.86184391855001e-16,1
119,Frankston,3.86184391855001e-16,1
120,Frankston North,3.86184391855001e-16,1
121,Frankston South,3.86184391855001e-16,1
122,Gisborne,3.86184391855001e-16,1
123,Gladstone Park - Westmeadows,3.86184391855001e-16,1
124,Glen Iris - East,3.86184391855001e-16,1
125,Glen Waverley - East,3.86184391855001e-16,1
126,Glen Waverley - West,3.86184391855001e-16,1
127,Glenroy,3.86184391855001e-16,1
128,Gowanbrae,3.86184391855001e-16,1
129,Greensborough,3.86184391855001e-16,1
130,Greenvale - Bulla,3.86184391855001e-16,1
131,Hadfield,3.86184391855001e-16,1
132,Hallam,3.86184391855001e-16,1
133,Hampton,3.86184391855001e-16,1
134,Hampton Park - Lynbrook,3.86184391855001e-16,1
135,Hastings - Somers,3.86184391855001e-16,1
136,Hawthorn,3.86184391855001e-16,1
137,Hawthorn East,3.86184391855001e-16,1
138,Healesville - Yarra Glen,3.86184391855001e-16,1
139,Heidelberg - Rosanna,3.86184391855001e-16,1
140,Heidelberg West,3.86184391855001e-16,1
141,Hillside,3.86184391855001e-16,1
142,Hoppers Crossing - North,3.86184391855001e-16,1
143,Hoppers Crossing - South,3.86184391855001e-16,1
144,Hughesdale,3.86184391855001e-16,1
145,Hurstbridge,3.86184391855001e-16,1
146,Ivanhoe,3.86184391855001e-16,1
147,Ivanhoe East - Eaglemont,3.86184391855001e-16,1
148,Keilor,3.86184391855001e-16,1
149,Keilor Downs,3.86184391855001e-16,1
150,Keilor East,3.86184391855001e-16,1
151,Kensington (Vic.),3.86184391855001e-16,1
152,Kew,3.86184391855001e-16,1
153,Kew East,3.86184391855001e-16,1
154,Keysborough,3.86184391855001e-16,1
155,Kilsyth,3.86184391855001e-16,1
156,Kinglake,3.86184391855001e-16,1
157,Kings Park (Vic.),3.86184391855001e-16,1
158,Kingsbury,3.86184391855001e-16,1
159,Knoxfield - Scoresby,3.86184391855001e-16,1
160,Koo Wee Rup,3.86184391855001e-16,1
161,Lalor,3.86184391855001e-16,1
162,Langwarrin,3.86184391855001e-16,1
163,Laverton,3.86184391855001e-16,1
164,Lilydale - Coldstream,3.86184391855001e-16,1
165,Lynbrook - Lyndhurst,3.86184391855001e-16,1
166,Lysterfield,3.86184391855001e-16,1
167,Macedon,3.86184391855001e-16,1
168,Malvern - Glen Iris,3.86184391855001e-16,1
169,Malvern East,3.86184391855001e-16,1
170,Maribyrnong,3.86184391855001e-16,1
171,Meadow Heights,3.86184391855001e-16,1
172,Melbourne,3.86184391855001e-16,1
173,Melbourne Airport,3.86184391855001e-16,1
174,Melton,3.86184391855001e-16,1
175,Melton South,3.86184391855001e-16,1
176,Melton West,3.86184391855001e-16,1
177,Mentone,3.86184391855001e-16,1
178,Mernda,3.86184391855001e-16,1
179,Mickleham - Yuroke,3.86184391855001e-16,1
180,Mill Park - North,3.86184391855001e-16,1
181,Mill Park - South,3.86184391855001e-16,1
182,Mitcham (Vic.),3.86184391855001e-16,1
183,Monbulk - Silvan,3.86184391855001e-16,1
184,Montmorency - Briar Hill,3.86184391855001e-16,1
185,Montrose,3.86184391855001e-16,1
186,Moonee Ponds,3.86184391855001e-16,1
187,Moorabbin - Heatherton,3.86184391855001e-16,1
188,Mooroolbark,3.86184391855001e-16,1
189,Mordialloc - Parkdale,3.86184391855001e-16,1
190,Mornington,3.86184391855001e-16,1
191,Mount Dandenong - Olinda,3.86184391855001e-16,1
192,Mount Eliza,3.86184391855001e-16,1
193,Mount Evelyn,3.86184391855001e-16,1
194,Mount Martha,3.86184391855001e-16,1
195,Mount Waverley - North,3.86184391855001e-16,1
196,Mount Waverley - South,3.86184391855001e-16,1
197,Mulgrave,3.86184391855001e-16,1
198,Murrumbeena,3.86184391855001e-16,1
199,Narre Warren - North East,3.86184391855001e-16,1
200,Narre Warren - South West,3.86184391855001e-16,1
201,Narre Warren North,3.86184391855001e-16,1
202,Narre Warren South (East),3.86184391855001e-16,1
203,Narre Warren South (West),3.86184391855001e-16,1
204,Newport,3.86184391855001e-16,1
205,Niddrie - Essendon West,3.86184391855001e-16,1
206,Noble Park - East,3.86184391855001e-16,1
207,Noble Park - West,3.86184391855001e-16,1
208,Noble Park North,3.86184391855001e-16,1
209,North Melbourne,3.86184391855001e-16,1
210,Northcote,3.86184391855001e-16,1
211,Nunawading,3.86184391855001e-16,1
212,Oakleigh - Huntingdale,3.86184391855001e-16,1
213,Ormond - Glen Huntly,3.86184391855001e-16,1
214,Pakenham - North,3.86184391855001e-16,1
215,Pakenham - South,3.86184391855001e-16,1
216,Panton Hill - St Andrews,3.86184391855001e-16,1
217,Parkville,3.86184391855001e-16,1
218,Pascoe Vale,3.86184391855001e-16,1
219,Pascoe Vale South,3.86184391855001e-16,1
220,Pearcedale - Tooradin,3.86184391855001e-16,1
221,Plenty - Yarrambat,3.86184391855001e-16,1
222,Point Cook - East,3.86184391855001e-16,1
223,Point Cook - North,3.86184391855001e-16,1
224,Point Cook - South,3.86184391855001e-16,1
225,Point Nepean,3.86184391855001e-16,1
226,Port Melbourne,3.86184391855001e-16,1
227,Port Melbourne Industrial,3.86184391855001e-16,1
228,Prahran - Windsor,3.86184391855001e-16,1
229,Preston - East,3.86184391855001e-16,1
230,Preston - West,3.86184391855001e-16,1
231,Research - North Warrandyte,3.86184391855001e-16,1
232,Reservoir - East,3.86184391855001e-16,1
233,Reservoir - West,3.86184391855001e-16,1
234,Richmond (Vic.),3.86184391855001e-16,1
235,Riddells Creek,3.86184391855001e-16,1
236,Ringwood,3.86184391855001e-16,1
237,Ringwood East,3.86184391855001e-16,1
238,Ringwood North,3.86184391855001e-16,1
239,Rockbank - Mount Cottrell,3.86184391855001e-16,1
240,Romsey,3.86184391855001e-16,1
241,Rosebud - McCrae,3.86184391855001e-16,1
242,Rowville - Central,3.86184391855001e-16,1
243,Rowville - North,3.86184391855001e-16,1
244,Rowville - South,3.86184391855001e-16,1
245,Roxburgh Park - Somerton,3.86184391855001e-16,1
246,Sandringham - Black Rock,3.86184391855001e-16,1
247,Seabrook,3.86184391855001e-16,1
248,Seaford (Vic.),3.86184391855001e-16,1
249,Seddon - Kingsville,3.86184391855001e-16,1
250,Skye - Sandhurst,3.86184391855001e-16,1
251,Somerville,3.86184391855001e-16,1
252,South Melbourne,3.86184391855001e-16,1
253,South Morang (North),3.86184391855001e-16,1
254,South Morang (South),3.86184391855001e-16,1
255,South Yarra - East,3.86184391855001e-16,1
256,South Yarra - West,3.86184391855001e-16,1
257,Southbank,3.86184391855001e-16,1
258,Springvale,3.86184391855001e-16,1
259,Springvale South,3.86184391855001e-16,1
260,St Albans - North,3.86184391855001e-16,1
261,St Albans - South,3.86184391855001e-16,1
262,St Kilda,3.86184391855001e-16,1
263,St Kilda East,3.86184391855001e-16,1
264,Strathmore,3.86184391855001e-16,1
265,Sunbury,3.86184391855001e-16,1
266,Sunbury - South,3.86184391855001e-16,1
267,Sunshine,3.86184391855001e-16,1
268,Sunshine North,3.86184391855001e-16,1
269,Sunshine West,3.86184391855001e-16,1
270,Surrey Hills (East) - Mont Albert,3.86184391855001e-16,1
271,Surrey Hills (West) - Canterbury,3.86184391855001e-16,1
272,Sydenham,3.86184391855001e-16,1
273,Tarneit,3.86184391855001e-16,1
274,Taylors Hill,3.86184391855001e-16,1
275,Taylors Lakes,3.86184391855001e-16,1
276,Templestowe,3.86184391855001e-16,1
277,Templestowe Lower,3.86184391855001e-16,1
278,The Basin,3.86184391855001e-16,1
279,Thomastown,3.86184391855001e-16,1
280,Thornbury,3.86184391855001e-16,1
281,Toorak,3.86184391855001e-16,1
282,Truganina,3.86184391855001e-16,1
283,Tullamarine,3.86184391855001e-16,1
