SA2,APD,APD%,Population size
Abbotsford,0.0218893362220673,2.18893362220673,7267
Airport West,0.0484028028527088,4.84028028527088,7066
Albert Park,0.0405347804930911,4.05347804930911,13850
Alphington - Fairfield,0.0332852791658086,3.32852791658086,8387
Altona,0.0436410879140233,4.36410879140233,12038
Altona Meadows,0.0360640495225979,3.60640495225979,18066
Altona North,0.0509655172465504,5.09655172465504,12787
Ardeer - Albion,0.0379733563893485,3.79733563893485,7080
Armadale,0.0233995132689974,2.33995132689974,8190
Ascot Vale,0.0242420955220123,2.42420955220123,13764
Ashburton (Vic.),0.0666514446355295,6.66514446355295,7308
Ashwood - Chadstone,0.0366935234696228,3.66935234696228,16843
Aspendale Gardens - Waterways,0.0270243750775026,2.70243750775026,8694
Bacchus Marsh,0.0330340554857787,3.30340554857787,19073
Balwyn,0.0422420522190874,4.22420522190874,15061
Balwyn North,0.0496563356010786,4.96563356010786,19587
Bayswater,0.0373525775678908,3.73525775678908,11294
Bayswater North,0.0306259427839667,3.06259427839667,10885
Beaconsfield - Officer,0.0199579186989942,1.99579186989942,12448
Beaumaris,0.0853361506404062,8.53361506404062,12863
Belgrave - Selby,0.037744700952406,3.7744700952406,9389
Bentleigh - McKinnon,0.0385506240079714,3.85506240079714,21410
Bentleigh East (North),0.0393181715142997,3.93181715142997,14168
Bentleigh East (South),0.0526130305346425,5.26130305346425,12558
Berwick - North,0.03622450479541,3.622450479541,21572
Berwick - South,0.0210111699000588,2.10111699000588,25200
Blackburn,0.0425501029983309,4.25501029983309,20308
Blackburn South,0.0513422433422433,5.13422433422433,10101
Boronia,0.0366111497585776,3.66111497585776,20569
Box Hill,0.0379971352435231,3.79971352435231,18627
Box Hill North,0.0427811301275735,4.27811301275735,16861
Braeside,0.458333333333333,45.8333333333333,12
Braybrook,0.0549570742204707,5.49570742204707,16876
Brighton (Vic.),0.0672748479444043,6.72748479444043,20788
Brighton East,0.0719461168789264,7.19461168789265,14808
Broadmeadows,0.0349323318727224,3.49323318727224,11828
Brunswick,0.0171811196598618,1.71811196598618,23469
Brunswick East,0.0219507012466237,2.19507012466237,10325
Brunswick West,0.0236976022987435,2.36976022987435,12669
Bulleen,0.0590885350112327,5.90885350112327,10520
Bundoora - East,0.0506146184297691,5.06146184297691,9262
Bundoora - North,0.0349597894914155,3.49597894914155,7005
Bundoora - West,0.0422595344096956,4.22595344096956,5881
Bunyip - Garfield,0.0659154945466978,6.59154945466978,7979
Burnside,0.0249188278626474,2.49188278626474,4453
Burnside Heights,0.0207679780419736,2.07679780419736,5793
Burwood,0.0383298438245704,3.83298438245704,11237
Burwood East,0.0540620505038134,5.40620505038134,9801
Cairnlea,0.024297866962955,2.4297866962955,9326
Camberwell,0.0490361979968177,4.90361979968177,19870
Campbellfield - Coolaroo,0.0250984252081631,2.50984252081631,14897
Carlton,0.00905336498616358,0.905336498616358,15512
Carlton North - Princes Hill,0.0277245023162672,2.77245023162672,7887
Carnegie,0.0273613598812462,2.73613598812462,16858
Caroline Springs,0.0152171430764851,1.52171430764851,18862
Carrum - Patterson Lakes,0.0411530202380245,4.11530202380245,10757
Carrum Downs,0.0333606105010752,3.33606105010752,19108
Caulfield - North,0.0593296071869308,5.93296071869308,19261
Caulfield - South,0.0557956149771802,5.57956149771802,16375
Chelsea - Bonbeach,0.0424428110962427,4.24428110962427,12923
Chelsea Heights,0.0446113003456562,4.46113003456562,5238
Cheltenham - Highett (East),0.0332153595212166,3.32153595212166,20924
Cheltenham - Highett (West),0.045427375971309,4.5427375971309,10230
Chirnside Park,0.0443896469325568,4.43896469325568,9377
Clarinda - Oakleigh South,0.0422501269033219,4.22501269033219,10986
Clayton,0.04253553786203,4.253553786203,18603
Clayton South,0.0499068529607452,4.99068529607452,12024
Coburg,0.0302986902916913,3.02986902916913,24780
Coburg North,0.035354564533231,3.5354564533231,6998
Collingwood,0.0145977473565805,1.45977473565805,7466
Craigieburn - Central,0.0323565110924672,3.23565110924672,7886
Craigieburn - North,0.019484438329644,1.9484438329644,11029
Craigieburn - South,0.0230905849718876,2.30905849718876,15424
Craigieburn - West,0.020370354750651,2.0370354750651,13413
Cranbourne,0.0375358557860097,3.75358557860097,18615
Cranbourne East,0.0218362183409614,2.18362183409614,24408
Cranbourne North,0.0252276027913842,2.52276027913842,19066
Cranbourne South,0.0363966096343203,3.63966096343203,8156
Cranbourne West,0.0221405273096558,2.21405273096558,14196
Croydon - East,0.0331302355006649,3.31302355006649,13991
Croydon - West,0.0378451125349105,3.78451125349105,12500
Croydon Hills - Warranwood,0.0358072241100587,3.58072241100587,17146
