"","SA","Household Size","Family household type","Households count"
"1","Somerville","One person","One family household: Couple family with no children",0
"2","Somerville","One person","One family household: Couple family with children",0
"3","Somerville","One person","One family household: One parent family",0
"4","Somerville","One person","One family household: Other family",0
"5","Somerville","One person","Two or more family household: Couple family with no children",0
"6","Somerville","One person","Two or more family household: Couple family with children",0
"7","Somerville","One person","Two or more family household: One parent family",0
"8","Somerville","One person","Two or more family household: Other family",0
"9","Somerville","One person","Lone person household",1285
"10","Somerville","One person","Group household",0
"11","Somerville","Two persons","One family household: Couple family with no children",3134
"12","Somerville","Two persons","One family household: Couple family with children",0
"13","Somerville","Two persons","One family household: One parent family",652
"14","Somerville","Two persons","One family household: Other family",82
"15","Somerville","Two persons","Two or more family household: Couple family with no children",0
"16","Somerville","Two persons","Two or more family household: Couple family with children",0
"17","Somerville","Two persons","Two or more family household: One parent family",0
"18","Somerville","Two persons","Two or more family household: Other family",0
"19","Somerville","Two persons","Lone person household",0
"20","Somerville","Two persons","Group household",206
"21","Somerville","Three persons","One family household: Couple family with no children",156
"22","Somerville","Three persons","One family household: Couple family with children",2100
"23","Somerville","Three persons","One family household: One parent family",882
"24","Somerville","Three persons","One family household: Other family",30
"25","Somerville","Three persons","Two or more family household: Couple family with no children",0
"26","Somerville","Three persons","Two or more family household: Couple family with children",0
"27","Somerville","Three persons","Two or more family household: One parent family",0
"28","Somerville","Three persons","Two or more family household: Other family",0
"29","Somerville","Three persons","Lone person household",0
"30","Somerville","Three persons","Group household",48
"31","Somerville","Four persons","One family household: Couple family with no children",24
"32","Somerville","Four persons","One family household: Couple family with children",3876
"33","Somerville","Four persons","One family household: One parent family",408
"34","Somerville","Four persons","One family household: Other family",0
"35","Somerville","Four persons","Two or more family household: Couple family with no children",60
"36","Somerville","Four persons","Two or more family household: Couple family with children",0
"37","Somerville","Four persons","Two or more family household: One parent family",40
"38","Somerville","Four persons","Two or more family household: Other family",0
"39","Somerville","Four persons","Lone person household",0
"40","Somerville","Four persons","Group household",16
"41","Somerville","Five persons","One family household: Couple family with no children",0
"42","Somerville","Five persons","One family household: Couple family with children",2245
"43","Somerville","Five persons","One family household: One parent family",195
"44","Somerville","Five persons","One family household: Other family",0
"45","Somerville","Five persons","Two or more family household: Couple family with no children",0
"46","Somerville","Five persons","Two or more family household: Couple family with children",95
"47","Somerville","Five persons","Two or more family household: One parent family",50
"48","Somerville","Five persons","Two or more family household: Other family",0
"49","Somerville","Five persons","Lone person household",0
"50","Somerville","Five persons","Group household",0
"51","Somerville","Six or more persons","One family household: Couple family with no children",0
"52","Somerville","Six or more persons","One family household: Couple family with children",840
"53","Somerville","Six or more persons","One family household: One parent family",36
"54","Somerville","Six or more persons","One family household: Other family",0
"55","Somerville","Six or more persons","Two or more family household: Couple family with no children",0
"56","Somerville","Six or more persons","Two or more family household: Couple family with children",234
"57","Somerville","Six or more persons","Two or more family household: One parent family",66
"58","Somerville","Six or more persons","Two or more family household: Other family",0
"59","Somerville","Six or more persons","Lone person household",0
"60","Somerville","Six or more persons","Group household",0
