"","SA","Household Size","Family household type","Households count"
"1","Roxburgh Park - Somerton","One person","One family household: Couple family with no children",0
"2","Roxburgh Park - Somerton","One person","One family household: Couple family with children",0
"3","Roxburgh Park - Somerton","One person","One family household: One parent family",0
"4","Roxburgh Park - Somerton","One person","One family household: Other family",0
"5","Roxburgh Park - Somerton","One person","Two or more family household: Couple family with no children",0
"6","Roxburgh Park - Somerton","One person","Two or more family household: Couple family with children",0
"7","Roxburgh Park - Somerton","One person","Two or more family household: One parent family",0
"8","Roxburgh Park - Somerton","One person","Two or more family household: Other family",0
"9","Roxburgh Park - Somerton","One person","Lone person household",473
"10","Roxburgh Park - Somerton","One person","Group household",0
"11","Roxburgh Park - Somerton","Two persons","One family household: Couple family with no children",1140
"12","Roxburgh Park - Somerton","Two persons","One family household: Couple family with children",0
"13","Roxburgh Park - Somerton","Two persons","One family household: One parent family",396
"14","Roxburgh Park - Somerton","Two persons","One family household: Other family",72
"15","Roxburgh Park - Somerton","Two persons","Two or more family household: Couple family with no children",0
"16","Roxburgh Park - Somerton","Two persons","Two or more family household: Couple family with children",0
"17","Roxburgh Park - Somerton","Two persons","Two or more family household: One parent family",0
"18","Roxburgh Park - Somerton","Two persons","Two or more family household: Other family",0
"19","Roxburgh Park - Somerton","Two persons","Lone person household",0
"20","Roxburgh Park - Somerton","Two persons","Group household",74
"21","Roxburgh Park - Somerton","Three persons","One family household: Couple family with no children",156
"22","Roxburgh Park - Somerton","Three persons","One family household: Couple family with children",1959
"23","Roxburgh Park - Somerton","Three persons","One family household: One parent family",771
"24","Roxburgh Park - Somerton","Three persons","One family household: Other family",21
"25","Roxburgh Park - Somerton","Three persons","Two or more family household: Couple family with no children",0
"26","Roxburgh Park - Somerton","Three persons","Two or more family household: Couple family with children",0
"27","Roxburgh Park - Somerton","Three persons","Two or more family household: One parent family",0
"28","Roxburgh Park - Somerton","Three persons","Two or more family household: Other family",0
"29","Roxburgh Park - Somerton","Three persons","Lone person household",0
"30","Roxburgh Park - Somerton","Three persons","Group household",15
"31","Roxburgh Park - Somerton","Four persons","One family household: Couple family with no children",28
"32","Roxburgh Park - Somerton","Four persons","One family household: Couple family with children",4716
"33","Roxburgh Park - Somerton","Four persons","One family household: One parent family",604
"34","Roxburgh Park - Somerton","Four persons","One family household: Other family",24
"35","Roxburgh Park - Somerton","Four persons","Two or more family household: Couple family with no children",52
"36","Roxburgh Park - Somerton","Four persons","Two or more family household: Couple family with children",0
"37","Roxburgh Park - Somerton","Four persons","Two or more family household: One parent family",72
"38","Roxburgh Park - Somerton","Four persons","Two or more family household: Other family",12
"39","Roxburgh Park - Somerton","Four persons","Lone person household",0
"40","Roxburgh Park - Somerton","Four persons","Group household",12
"41","Roxburgh Park - Somerton","Five persons","One family household: Couple family with no children",0
"42","Roxburgh Park - Somerton","Five persons","One family household: Couple family with children",3655
"43","Roxburgh Park - Somerton","Five persons","One family household: One parent family",325
"44","Roxburgh Park - Somerton","Five persons","One family household: Other family",0
"45","Roxburgh Park - Somerton","Five persons","Two or more family household: Couple family with no children",15
"46","Roxburgh Park - Somerton","Five persons","Two or more family household: Couple family with children",135
"47","Roxburgh Park - Somerton","Five persons","Two or more family household: One parent family",75
"48","Roxburgh Park - Somerton","Five persons","Two or more family household: Other family",0
"49","Roxburgh Park - Somerton","Five persons","Lone person household",0
"50","Roxburgh Park - Somerton","Five persons","Group household",0
"51","Roxburgh Park - Somerton","Six or more persons","One family household: Couple family with no children",0
"52","Roxburgh Park - Somerton","Six or more persons","One family household: Couple family with children",2946
"53","Roxburgh Park - Somerton","Six or more persons","One family household: One parent family",174
"54","Roxburgh Park - Somerton","Six or more persons","One family household: Other family",0
"55","Roxburgh Park - Somerton","Six or more persons","Two or more family household: Couple family with no children",18
"56","Roxburgh Park - Somerton","Six or more persons","Two or more family household: Couple family with children",792
"57","Roxburgh Park - Somerton","Six or more persons","Two or more family household: One parent family",210
"58","Roxburgh Park - Somerton","Six or more persons","Two or more family household: Other family",0
"59","Roxburgh Park - Somerton","Six or more persons","Lone person household",0
"60","Roxburgh Park - Somerton","Six or more persons","Group household",0
