"","SA","Household Size","Family household type","Households count"
"1","Wantirna","One person","One family household: Couple family with no children",0
"2","Wantirna","One person","One family household: Couple family with children",0
"3","Wantirna","One person","One family household: One parent family",0
"4","Wantirna","One person","One family household: Other family",0
"5","Wantirna","One person","Two or more family household: Couple family with no children",0
"6","Wantirna","One person","Two or more family household: Couple family with children",0
"7","Wantirna","One person","Two or more family household: One parent family",0
"8","Wantirna","One person","Two or more family household: Other family",0
"9","Wantirna","One person","Lone person household",876
"10","Wantirna","One person","Group household",0
"11","Wantirna","Two persons","One family household: Couple family with no children",2386
"12","Wantirna","Two persons","One family household: Couple family with children",0
"13","Wantirna","Two persons","One family household: One parent family",420
"14","Wantirna","Two persons","One family household: Other family",86
"15","Wantirna","Two persons","Two or more family household: Couple family with no children",0
"16","Wantirna","Two persons","Two or more family household: Couple family with children",0
"17","Wantirna","Two persons","Two or more family household: One parent family",0
"18","Wantirna","Two persons","Two or more family household: Other family",0
"19","Wantirna","Two persons","Lone person household",0
"20","Wantirna","Two persons","Group household",160
"21","Wantirna","Three persons","One family household: Couple family with no children",228
"22","Wantirna","Three persons","One family household: Couple family with children",1932
"23","Wantirna","Three persons","One family household: One parent family",516
"24","Wantirna","Three persons","One family household: Other family",18
"25","Wantirna","Three persons","Two or more family household: Couple family with no children",0
"26","Wantirna","Three persons","Two or more family household: Couple family with children",0
"27","Wantirna","Three persons","Two or more family household: One parent family",0
"28","Wantirna","Three persons","Two or more family household: Other family",0
"29","Wantirna","Three persons","Lone person household",0
"30","Wantirna","Three persons","Group household",60
"31","Wantirna","Four persons","One family household: Couple family with no children",12
"32","Wantirna","Four persons","One family household: Couple family with children",3372
"33","Wantirna","Four persons","One family household: One parent family",316
"34","Wantirna","Four persons","One family household: Other family",16
"35","Wantirna","Four persons","Two or more family household: Couple family with no children",52
"36","Wantirna","Four persons","Two or more family household: Couple family with children",0
"37","Wantirna","Four persons","Two or more family household: One parent family",48
"38","Wantirna","Four persons","Two or more family household: Other family",0
"39","Wantirna","Four persons","Lone person household",0
"40","Wantirna","Four persons","Group household",12
"41","Wantirna","Five persons","One family household: Couple family with no children",0
"42","Wantirna","Five persons","One family household: Couple family with children",1585
"43","Wantirna","Five persons","One family household: One parent family",85
"44","Wantirna","Five persons","One family household: Other family",0
"45","Wantirna","Five persons","Two or more family household: Couple family with no children",20
"46","Wantirna","Five persons","Two or more family household: Couple family with children",110
"47","Wantirna","Five persons","Two or more family household: One parent family",60
"48","Wantirna","Five persons","Two or more family household: Other family",0
"49","Wantirna","Five persons","Lone person household",0
"50","Wantirna","Five persons","Group household",0
"51","Wantirna","Six or more persons","One family household: Couple family with no children",0
"52","Wantirna","Six or more persons","One family household: Couple family with children",576
"53","Wantirna","Six or more persons","One family household: One parent family",60
"54","Wantirna","Six or more persons","One family household: Other family",0
"55","Wantirna","Six or more persons","Two or more family household: Couple family with no children",24
"56","Wantirna","Six or more persons","Two or more family household: Couple family with children",180
"57","Wantirna","Six or more persons","Two or more family household: One parent family",18
"58","Wantirna","Six or more persons","Two or more family household: Other family",0
"59","Wantirna","Six or more persons","Lone person household",0
"60","Wantirna","Six or more persons","Group household",0
