"","SA","Household Size","Family household type","Households count"
"1","Warrandyte - Wonga Park","One person","One family household: Couple family with no children",0
"2","Warrandyte - Wonga Park","One person","One family household: Couple family with children",0
"3","Warrandyte - Wonga Park","One person","One family household: One parent family",0
"4","Warrandyte - Wonga Park","One person","One family household: Other family",0
"5","Warrandyte - Wonga Park","One person","Two or more family household: Couple family with no children",0
"6","Warrandyte - Wonga Park","One person","Two or more family household: Couple family with children",0
"7","Warrandyte - Wonga Park","One person","Two or more family household: One parent family",0
"8","Warrandyte - Wonga Park","One person","Two or more family household: Other family",0
"9","Warrandyte - Wonga Park","One person","Lone person household",342
"10","Warrandyte - Wonga Park","One person","Group household",0
"11","Warrandyte - Wonga Park","Two persons","One family household: Couple family with no children",1440
"12","Warrandyte - Wonga Park","Two persons","One family household: Couple family with children",0
"13","Warrandyte - Wonga Park","Two persons","One family household: One parent family",220
"14","Warrandyte - Wonga Park","Two persons","One family household: Other family",20
"15","Warrandyte - Wonga Park","Two persons","Two or more family household: Couple family with no children",0
"16","Warrandyte - Wonga Park","Two persons","Two or more family household: Couple family with children",0
"17","Warrandyte - Wonga Park","Two persons","Two or more family household: One parent family",0
"18","Warrandyte - Wonga Park","Two persons","Two or more family household: Other family",0
"19","Warrandyte - Wonga Park","Two persons","Lone person household",0
"20","Warrandyte - Wonga Park","Two persons","Group household",62
"21","Warrandyte - Wonga Park","Three persons","One family household: Couple family with no children",72
"22","Warrandyte - Wonga Park","Three persons","One family household: Couple family with children",1215
"23","Warrandyte - Wonga Park","Three persons","One family household: One parent family",264
"24","Warrandyte - Wonga Park","Three persons","One family household: Other family",0
"25","Warrandyte - Wonga Park","Three persons","Two or more family household: Couple family with no children",0
"26","Warrandyte - Wonga Park","Three persons","Two or more family household: Couple family with children",0
"27","Warrandyte - Wonga Park","Three persons","Two or more family household: One parent family",0
"28","Warrandyte - Wonga Park","Three persons","Two or more family household: Other family",0
"29","Warrandyte - Wonga Park","Three persons","Lone person household",0
"30","Warrandyte - Wonga Park","Three persons","Group household",9
"31","Warrandyte - Wonga Park","Four persons","One family household: Couple family with no children",12
"32","Warrandyte - Wonga Park","Four persons","One family household: Couple family with children",2948
"33","Warrandyte - Wonga Park","Four persons","One family household: One parent family",124
"34","Warrandyte - Wonga Park","Four persons","One family household: Other family",0
"35","Warrandyte - Wonga Park","Four persons","Two or more family household: Couple family with no children",52
"36","Warrandyte - Wonga Park","Four persons","Two or more family household: Couple family with children",0
"37","Warrandyte - Wonga Park","Four persons","Two or more family household: One parent family",44
"38","Warrandyte - Wonga Park","Four persons","Two or more family household: Other family",0
"39","Warrandyte - Wonga Park","Four persons","Lone person household",0
"40","Warrandyte - Wonga Park","Four persons","Group household",0
"41","Warrandyte - Wonga Park","Five persons","One family household: Couple family with no children",0
"42","Warrandyte - Wonga Park","Five persons","One family household: Couple family with children",1905
"43","Warrandyte - Wonga Park","Five persons","One family household: One parent family",35
"44","Warrandyte - Wonga Park","Five persons","One family household: Other family",0
"45","Warrandyte - Wonga Park","Five persons","Two or more family household: Couple family with no children",0
"46","Warrandyte - Wonga Park","Five persons","Two or more family household: Couple family with children",60
"47","Warrandyte - Wonga Park","Five persons","Two or more family household: One parent family",15
"48","Warrandyte - Wonga Park","Five persons","Two or more family household: Other family",0
"49","Warrandyte - Wonga Park","Five persons","Lone person household",0
"50","Warrandyte - Wonga Park","Five persons","Group household",0
"51","Warrandyte - Wonga Park","Six or more persons","One family household: Couple family with no children",0
"52","Warrandyte - Wonga Park","Six or more persons","One family household: Couple family with children",630
"53","Warrandyte - Wonga Park","Six or more persons","One family household: One parent family",0
"54","Warrandyte - Wonga Park","Six or more persons","One family household: Other family",0
"55","Warrandyte - Wonga Park","Six or more persons","Two or more family household: Couple family with no children",0
"56","Warrandyte - Wonga Park","Six or more persons","Two or more family household: Couple family with children",174
"57","Warrandyte - Wonga Park","Six or more persons","Two or more family household: One parent family",42
"58","Warrandyte - Wonga Park","Six or more persons","Two or more family household: Other family",0
"59","Warrandyte - Wonga Park","Six or more persons","Lone person household",0
"60","Warrandyte - Wonga Park","Six or more persons","Group household",0
