"","SA","Household Size","Family household type","Households count"
"1","Glen Iris - East","One person","One family household: Couple family with no children",0
"2","Glen Iris - East","One person","One family household: Couple family with children",0
"3","Glen Iris - East","One person","One family household: One parent family",0
"4","Glen Iris - East","One person","One family household: Other family",0
"5","Glen Iris - East","One person","Two or more family household: Couple family with no children",0
"6","Glen Iris - East","One person","Two or more family household: Couple family with children",0
"7","Glen Iris - East","One person","Two or more family household: One parent family",0
"8","Glen Iris - East","One person","Two or more family household: Other family",0
"9","Glen Iris - East","One person","Lone person household",1079
"10","Glen Iris - East","One person","Group household",0
"11","Glen Iris - East","Two persons","One family household: Couple family with no children",2330
"12","Glen Iris - East","Two persons","One family household: Couple family with children",0
"13","Glen Iris - East","Two persons","One family household: One parent family",460
"14","Glen Iris - East","Two persons","One family household: Other family",96
"15","Glen Iris - East","Two persons","Two or more family household: Couple family with no children",0
"16","Glen Iris - East","Two persons","Two or more family household: Couple family with children",0
"17","Glen Iris - East","Two persons","Two or more family household: One parent family",0
"18","Glen Iris - East","Two persons","Two or more family household: Other family",0
"19","Glen Iris - East","Two persons","Lone person household",0
"20","Glen Iris - East","Two persons","Group household",218
"21","Glen Iris - East","Three persons","One family household: Couple family with no children",90
"22","Glen Iris - East","Three persons","One family household: Couple family with children",2121
"23","Glen Iris - East","Three persons","One family household: One parent family",519
"24","Glen Iris - East","Three persons","One family household: Other family",45
"25","Glen Iris - East","Three persons","Two or more family household: Couple family with no children",0
"26","Glen Iris - East","Three persons","Two or more family household: Couple family with children",0
"27","Glen Iris - East","Three persons","Two or more family household: One parent family",0
"28","Glen Iris - East","Three persons","Two or more family household: Other family",0
"29","Glen Iris - East","Three persons","Lone person household",0
"30","Glen Iris - East","Three persons","Group household",129
"31","Glen Iris - East","Four persons","One family household: Couple family with no children",48
"32","Glen Iris - East","Four persons","One family household: Couple family with children",4804
"33","Glen Iris - East","Four persons","One family household: One parent family",188
"34","Glen Iris - East","Four persons","One family household: Other family",0
"35","Glen Iris - East","Four persons","Two or more family household: Couple family with no children",72
"36","Glen Iris - East","Four persons","Two or more family household: Couple family with children",0
"37","Glen Iris - East","Four persons","Two or more family household: One parent family",20
"38","Glen Iris - East","Four persons","Two or more family household: Other family",0
"39","Glen Iris - East","Four persons","Lone person household",0
"40","Glen Iris - East","Four persons","Group household",76
"41","Glen Iris - East","Five persons","One family household: Couple family with no children",15
"42","Glen Iris - East","Five persons","One family household: Couple family with children",2445
"43","Glen Iris - East","Five persons","One family household: One parent family",30
"44","Glen Iris - East","Five persons","One family household: Other family",0
"45","Glen Iris - East","Five persons","Two or more family household: Couple family with no children",0
"46","Glen Iris - East","Five persons","Two or more family household: Couple family with children",25
"47","Glen Iris - East","Five persons","Two or more family household: One parent family",25
"48","Glen Iris - East","Five persons","Two or more family household: Other family",0
"49","Glen Iris - East","Five persons","Lone person household",0
"50","Glen Iris - East","Five persons","Group household",15
"51","Glen Iris - East","Six or more persons","One family household: Couple family with no children",0
"52","Glen Iris - East","Six or more persons","One family household: Couple family with children",468
"53","Glen Iris - East","Six or more persons","One family household: One parent family",0
"54","Glen Iris - East","Six or more persons","One family household: Other family",0
"55","Glen Iris - East","Six or more persons","Two or more family household: Couple family with no children",0
"56","Glen Iris - East","Six or more persons","Two or more family household: Couple family with children",72
"57","Glen Iris - East","Six or more persons","Two or more family household: One parent family",0
"58","Glen Iris - East","Six or more persons","Two or more family household: Other family",0
"59","Glen Iris - East","Six or more persons","Lone person household",0
"60","Glen Iris - East","Six or more persons","Group household",18
