"","SA","Household Size","Family household type","Households count"
"1","Bentleigh East","One person","One family household: Couple family with no children",0
"2","Bentleigh East","One person","One family household: Couple family with children",0
"3","Bentleigh East","One person","One family household: One parent family",0
"4","Bentleigh East","One person","One family household: Other family",0
"5","Bentleigh East","One person","Two or more family household: Couple family with no children",0
"6","Bentleigh East","One person","Two or more family household: Couple family with children",0
"7","Bentleigh East","One person","Two or more family household: One parent family",0
"8","Bentleigh East","One person","Two or more family household: Other family",0
"9","Bentleigh East","One person","Lone person household",2041
"10","Bentleigh East","One person","Group household",0
"11","Bentleigh East","Two persons","One family household: Couple family with no children",4182
"12","Bentleigh East","Two persons","One family household: Couple family with children",0
"13","Bentleigh East","Two persons","One family household: One parent family",1056
"14","Bentleigh East","Two persons","One family household: Other family",186
"15","Bentleigh East","Two persons","Two or more family household: Couple family with no children",0
"16","Bentleigh East","Two persons","Two or more family household: Couple family with children",0
"17","Bentleigh East","Two persons","Two or more family household: One parent family",0
"18","Bentleigh East","Two persons","Two or more family household: Other family",0
"19","Bentleigh East","Two persons","Lone person household",0
"20","Bentleigh East","Two persons","Group household",420
"21","Bentleigh East","Three persons","One family household: Couple family with no children",291
"22","Bentleigh East","Three persons","One family household: Couple family with children",3537
"23","Bentleigh East","Three persons","One family household: One parent family",1056
"24","Bentleigh East","Three persons","One family household: Other family",57
"25","Bentleigh East","Three persons","Two or more family household: Couple family with no children",0
"26","Bentleigh East","Three persons","Two or more family household: Couple family with children",0
"27","Bentleigh East","Three persons","Two or more family household: One parent family",0
"28","Bentleigh East","Three persons","Two or more family household: Other family",0
"29","Bentleigh East","Three persons","Lone person household",0
"30","Bentleigh East","Three persons","Group household",174
"31","Bentleigh East","Four persons","One family household: Couple family with no children",84
"32","Bentleigh East","Four persons","One family household: Couple family with children",6964
"33","Bentleigh East","Four persons","One family household: One parent family",424
"34","Bentleigh East","Four persons","One family household: Other family",12
"35","Bentleigh East","Four persons","Two or more family household: Couple family with no children",116
"36","Bentleigh East","Four persons","Two or more family household: Couple family with children",0
"37","Bentleigh East","Four persons","Two or more family household: One parent family",64
"38","Bentleigh East","Four persons","Two or more family household: Other family",0
"39","Bentleigh East","Four persons","Lone person household",0
"40","Bentleigh East","Four persons","Group household",76
"41","Bentleigh East","Five persons","One family household: Couple family with no children",20
"42","Bentleigh East","Five persons","One family household: Couple family with children",2870
"43","Bentleigh East","Five persons","One family household: One parent family",130
"44","Bentleigh East","Five persons","One family household: Other family",0
"45","Bentleigh East","Five persons","Two or more family household: Couple family with no children",0
"46","Bentleigh East","Five persons","Two or more family household: Couple family with children",120
"47","Bentleigh East","Five persons","Two or more family household: One parent family",70
"48","Bentleigh East","Five persons","Two or more family household: Other family",0
"49","Bentleigh East","Five persons","Lone person household",0
"50","Bentleigh East","Five persons","Group household",0
"51","Bentleigh East","Six or more persons","One family household: Couple family with no children",0
"52","Bentleigh East","Six or more persons","One family household: Couple family with children",768
"53","Bentleigh East","Six or more persons","One family household: One parent family",66
"54","Bentleigh East","Six or more persons","One family household: Other family",0
"55","Bentleigh East","Six or more persons","Two or more family household: Couple family with no children",18
"56","Bentleigh East","Six or more persons","Two or more family household: Couple family with children",150
"57","Bentleigh East","Six or more persons","Two or more family household: One parent family",60
"58","Bentleigh East","Six or more persons","Two or more family household: Other family",0
"59","Bentleigh East","Six or more persons","Lone person household",0
"60","Bentleigh East","Six or more persons","Group household",0
