"","SA","Household Size","Family household type","Households count"
"1","Ivanhoe East - Eaglemont","One person","One family household: Couple family with no children",0
"2","Ivanhoe East - Eaglemont","One person","One family household: Couple family with children",0
"3","Ivanhoe East - Eaglemont","One person","One family household: One parent family",0
"4","Ivanhoe East - Eaglemont","One person","One family household: Other family",0
"5","Ivanhoe East - Eaglemont","One person","Two or more family household: Couple family with no children",0
"6","Ivanhoe East - Eaglemont","One person","Two or more family household: Couple family with children",0
"7","Ivanhoe East - Eaglemont","One person","Two or more family household: One parent family",0
"8","Ivanhoe East - Eaglemont","One person","Two or more family household: Other family",0
"9","Ivanhoe East - Eaglemont","One person","Lone person household",556
"10","Ivanhoe East - Eaglemont","One person","Group household",0
"11","Ivanhoe East - Eaglemont","Two persons","One family household: Couple family with no children",1192
"12","Ivanhoe East - Eaglemont","Two persons","One family household: Couple family with children",0
"13","Ivanhoe East - Eaglemont","Two persons","One family household: One parent family",200
"14","Ivanhoe East - Eaglemont","Two persons","One family household: Other family",44
"15","Ivanhoe East - Eaglemont","Two persons","Two or more family household: Couple family with no children",0
"16","Ivanhoe East - Eaglemont","Two persons","Two or more family household: Couple family with children",0
"17","Ivanhoe East - Eaglemont","Two persons","Two or more family household: One parent family",0
"18","Ivanhoe East - Eaglemont","Two persons","Two or more family household: Other family",0
"19","Ivanhoe East - Eaglemont","Two persons","Lone person household",0
"20","Ivanhoe East - Eaglemont","Two persons","Group household",90
"21","Ivanhoe East - Eaglemont","Three persons","One family household: Couple family with no children",30
"22","Ivanhoe East - Eaglemont","Three persons","One family household: Couple family with children",1083
"23","Ivanhoe East - Eaglemont","Three persons","One family household: One parent family",204
"24","Ivanhoe East - Eaglemont","Three persons","One family household: Other family",15
"25","Ivanhoe East - Eaglemont","Three persons","Two or more family household: Couple family with no children",0
"26","Ivanhoe East - Eaglemont","Three persons","Two or more family household: Couple family with children",0
"27","Ivanhoe East - Eaglemont","Three persons","Two or more family household: One parent family",0
"28","Ivanhoe East - Eaglemont","Three persons","Two or more family household: Other family",0
"29","Ivanhoe East - Eaglemont","Three persons","Lone person household",0
"30","Ivanhoe East - Eaglemont","Three persons","Group household",36
"31","Ivanhoe East - Eaglemont","Four persons","One family household: Couple family with no children",0
"32","Ivanhoe East - Eaglemont","Four persons","One family household: Couple family with children",2152
"33","Ivanhoe East - Eaglemont","Four persons","One family household: One parent family",108
"34","Ivanhoe East - Eaglemont","Four persons","One family household: Other family",0
"35","Ivanhoe East - Eaglemont","Four persons","Two or more family household: Couple family with no children",24
"36","Ivanhoe East - Eaglemont","Four persons","Two or more family household: Couple family with children",0
"37","Ivanhoe East - Eaglemont","Four persons","Two or more family household: One parent family",16
"38","Ivanhoe East - Eaglemont","Four persons","Two or more family household: Other family",0
"39","Ivanhoe East - Eaglemont","Four persons","Lone person household",0
"40","Ivanhoe East - Eaglemont","Four persons","Group household",24
"41","Ivanhoe East - Eaglemont","Five persons","One family household: Couple family with no children",0
"42","Ivanhoe East - Eaglemont","Five persons","One family household: Couple family with children",1210
"43","Ivanhoe East - Eaglemont","Five persons","One family household: One parent family",15
"44","Ivanhoe East - Eaglemont","Five persons","One family household: Other family",0
"45","Ivanhoe East - Eaglemont","Five persons","Two or more family household: Couple family with no children",0
"46","Ivanhoe East - Eaglemont","Five persons","Two or more family household: Couple family with children",20
"47","Ivanhoe East - Eaglemont","Five persons","Two or more family household: One parent family",20
"48","Ivanhoe East - Eaglemont","Five persons","Two or more family household: Other family",0
"49","Ivanhoe East - Eaglemont","Five persons","Lone person household",0
"50","Ivanhoe East - Eaglemont","Five persons","Group household",0
"51","Ivanhoe East - Eaglemont","Six or more persons","One family household: Couple family with no children",0
"52","Ivanhoe East - Eaglemont","Six or more persons","One family household: Couple family with children",312
"53","Ivanhoe East - Eaglemont","Six or more persons","One family household: One parent family",0
"54","Ivanhoe East - Eaglemont","Six or more persons","One family household: Other family",0
"55","Ivanhoe East - Eaglemont","Six or more persons","Two or more family household: Couple family with no children",0
"56","Ivanhoe East - Eaglemont","Six or more persons","Two or more family household: Couple family with children",30
"57","Ivanhoe East - Eaglemont","Six or more persons","Two or more family household: One parent family",0
"58","Ivanhoe East - Eaglemont","Six or more persons","Two or more family household: Other family",0
"59","Ivanhoe East - Eaglemont","Six or more persons","Lone person household",0
"60","Ivanhoe East - Eaglemont","Six or more persons","Group household",0
