"","SA","Household Size","Family household type","Households count"
"1","Emerald - Cockatoo","One person","One family household: Couple family with no children",0
"2","Emerald - Cockatoo","One person","One family household: Couple family with children",0
"3","Emerald - Cockatoo","One person","One family household: One parent family",0
"4","Emerald - Cockatoo","One person","One family household: Other family",0
"5","Emerald - Cockatoo","One person","Two or more family household: Couple family with no children",0
"6","Emerald - Cockatoo","One person","Two or more family household: Couple family with children",0
"7","Emerald - Cockatoo","One person","Two or more family household: One parent family",0
"8","Emerald - Cockatoo","One person","Two or more family household: Other family",0
"9","Emerald - Cockatoo","One person","Lone person household",893
"10","Emerald - Cockatoo","One person","Group household",0
"11","Emerald - Cockatoo","Two persons","One family household: Couple family with no children",3082
"12","Emerald - Cockatoo","Two persons","One family household: Couple family with children",0
"13","Emerald - Cockatoo","Two persons","One family household: One parent family",462
"14","Emerald - Cockatoo","Two persons","One family household: Other family",36
"15","Emerald - Cockatoo","Two persons","Two or more family household: Couple family with no children",0
"16","Emerald - Cockatoo","Two persons","Two or more family household: Couple family with children",0
"17","Emerald - Cockatoo","Two persons","Two or more family household: One parent family",0
"18","Emerald - Cockatoo","Two persons","Two or more family household: Other family",0
"19","Emerald - Cockatoo","Two persons","Lone person household",0
"20","Emerald - Cockatoo","Two persons","Group household",158
"21","Emerald - Cockatoo","Three persons","One family household: Couple family with no children",132
"22","Emerald - Cockatoo","Three persons","One family household: Couple family with children",2133
"23","Emerald - Cockatoo","Three persons","One family household: One parent family",597
"24","Emerald - Cockatoo","Three persons","One family household: Other family",12
"25","Emerald - Cockatoo","Three persons","Two or more family household: Couple family with no children",0
"26","Emerald - Cockatoo","Three persons","Two or more family household: Couple family with children",0
"27","Emerald - Cockatoo","Three persons","Two or more family household: One parent family",0
"28","Emerald - Cockatoo","Three persons","Two or more family household: Other family",0
"29","Emerald - Cockatoo","Three persons","Lone person household",0
"30","Emerald - Cockatoo","Three persons","Group household",24
"31","Emerald - Cockatoo","Four persons","One family household: Couple family with no children",12
"32","Emerald - Cockatoo","Four persons","One family household: Couple family with children",4360
"33","Emerald - Cockatoo","Four persons","One family household: One parent family",324
"34","Emerald - Cockatoo","Four persons","One family household: Other family",12
"35","Emerald - Cockatoo","Four persons","Two or more family household: Couple family with no children",72
"36","Emerald - Cockatoo","Four persons","Two or more family household: Couple family with children",0
"37","Emerald - Cockatoo","Four persons","Two or more family household: One parent family",44
"38","Emerald - Cockatoo","Four persons","Two or more family household: Other family",0
"39","Emerald - Cockatoo","Four persons","Lone person household",0
"40","Emerald - Cockatoo","Four persons","Group household",0
"41","Emerald - Cockatoo","Five persons","One family household: Couple family with no children",0
"42","Emerald - Cockatoo","Five persons","One family household: Couple family with children",2595
"43","Emerald - Cockatoo","Five persons","One family household: One parent family",145
"44","Emerald - Cockatoo","Five persons","One family household: Other family",0
"45","Emerald - Cockatoo","Five persons","Two or more family household: Couple family with no children",0
"46","Emerald - Cockatoo","Five persons","Two or more family household: Couple family with children",105
"47","Emerald - Cockatoo","Five persons","Two or more family household: One parent family",40
"48","Emerald - Cockatoo","Five persons","Two or more family household: Other family",0
"49","Emerald - Cockatoo","Five persons","Lone person household",0
"50","Emerald - Cockatoo","Five persons","Group household",0
"51","Emerald - Cockatoo","Six or more persons","One family household: Couple family with no children",0
"52","Emerald - Cockatoo","Six or more persons","One family household: Couple family with children",942
"53","Emerald - Cockatoo","Six or more persons","One family household: One parent family",48
"54","Emerald - Cockatoo","Six or more persons","One family household: Other family",0
"55","Emerald - Cockatoo","Six or more persons","Two or more family household: Couple family with no children",24
"56","Emerald - Cockatoo","Six or more persons","Two or more family household: Couple family with children",168
"57","Emerald - Cockatoo","Six or more persons","Two or more family household: One parent family",42
"58","Emerald - Cockatoo","Six or more persons","Two or more family household: Other family",0
"59","Emerald - Cockatoo","Six or more persons","Lone person household",0
"60","Emerald - Cockatoo","Six or more persons","Group household",0
