"","SA","Household Size","Family household type","Households count"
"1","Kings Park (Vic.)","One person","One family household: Couple family with no children",0
"2","Kings Park (Vic.)","One person","One family household: Couple family with children",0
"3","Kings Park (Vic.)","One person","One family household: One parent family",0
"4","Kings Park (Vic.)","One person","One family household: Other family",0
"5","Kings Park (Vic.)","One person","Two or more family household: Couple family with no children",0
"6","Kings Park (Vic.)","One person","Two or more family household: Couple family with children",0
"7","Kings Park (Vic.)","One person","Two or more family household: One parent family",0
"8","Kings Park (Vic.)","One person","Two or more family household: Other family",0
"9","Kings Park (Vic.)","One person","Lone person household",639
"10","Kings Park (Vic.)","One person","Group household",0
"11","Kings Park (Vic.)","Two persons","One family household: Couple family with no children",1666
"12","Kings Park (Vic.)","Two persons","One family household: Couple family with children",0
"13","Kings Park (Vic.)","Two persons","One family household: One parent family",612
"14","Kings Park (Vic.)","Two persons","One family household: Other family",100
"15","Kings Park (Vic.)","Two persons","Two or more family household: Couple family with no children",0
"16","Kings Park (Vic.)","Two persons","Two or more family household: Couple family with children",0
"17","Kings Park (Vic.)","Two persons","Two or more family household: One parent family",0
"18","Kings Park (Vic.)","Two persons","Two or more family household: Other family",0
"19","Kings Park (Vic.)","Two persons","Lone person household",0
"20","Kings Park (Vic.)","Two persons","Group household",146
"21","Kings Park (Vic.)","Three persons","One family household: Couple family with no children",147
"22","Kings Park (Vic.)","Three persons","One family household: Couple family with children",1695
"23","Kings Park (Vic.)","Three persons","One family household: One parent family",684
"24","Kings Park (Vic.)","Three persons","One family household: Other family",42
"25","Kings Park (Vic.)","Three persons","Two or more family household: Couple family with no children",0
"26","Kings Park (Vic.)","Three persons","Two or more family household: Couple family with children",0
"27","Kings Park (Vic.)","Three persons","Two or more family household: One parent family",0
"28","Kings Park (Vic.)","Three persons","Two or more family household: Other family",0
"29","Kings Park (Vic.)","Three persons","Lone person household",0
"30","Kings Park (Vic.)","Three persons","Group household",39
"31","Kings Park (Vic.)","Four persons","One family household: Couple family with no children",64
"32","Kings Park (Vic.)","Four persons","One family household: Couple family with children",2404
"33","Kings Park (Vic.)","Four persons","One family household: One parent family",600
"34","Kings Park (Vic.)","Four persons","One family household: Other family",32
"35","Kings Park (Vic.)","Four persons","Two or more family household: Couple family with no children",76
"36","Kings Park (Vic.)","Four persons","Two or more family household: Couple family with children",0
"37","Kings Park (Vic.)","Four persons","Two or more family household: One parent family",64
"38","Kings Park (Vic.)","Four persons","Two or more family household: Other family",0
"39","Kings Park (Vic.)","Four persons","Lone person household",0
"40","Kings Park (Vic.)","Four persons","Group household",12
"41","Kings Park (Vic.)","Five persons","One family household: Couple family with no children",15
"42","Kings Park (Vic.)","Five persons","One family household: Couple family with children",1415
"43","Kings Park (Vic.)","Five persons","One family household: One parent family",300
"44","Kings Park (Vic.)","Five persons","One family household: Other family",0
"45","Kings Park (Vic.)","Five persons","Two or more family household: Couple family with no children",25
"46","Kings Park (Vic.)","Five persons","Two or more family household: Couple family with children",135
"47","Kings Park (Vic.)","Five persons","Two or more family household: One parent family",85
"48","Kings Park (Vic.)","Five persons","Two or more family household: Other family",0
"49","Kings Park (Vic.)","Five persons","Lone person household",0
"50","Kings Park (Vic.)","Five persons","Group household",0
"51","Kings Park (Vic.)","Six or more persons","One family household: Couple family with no children",0
"52","Kings Park (Vic.)","Six or more persons","One family household: Couple family with children",936
"53","Kings Park (Vic.)","Six or more persons","One family household: One parent family",180
"54","Kings Park (Vic.)","Six or more persons","One family household: Other family",0
"55","Kings Park (Vic.)","Six or more persons","Two or more family household: Couple family with no children",24
"56","Kings Park (Vic.)","Six or more persons","Two or more family household: Couple family with children",342
"57","Kings Park (Vic.)","Six or more persons","Two or more family household: One parent family",168
"58","Kings Park (Vic.)","Six or more persons","Two or more family household: Other family",0
"59","Kings Park (Vic.)","Six or more persons","Lone person household",0
"60","Kings Park (Vic.)","Six or more persons","Group household",0
