"","SA","Household Size","Family household type","Households count"
"1","Toorak","One person","One family household: Couple family with no children",0
"2","Toorak","One person","One family household: Couple family with children",0
"3","Toorak","One person","One family household: One parent family",0
"4","Toorak","One person","One family household: Other family",0
"5","Toorak","One person","Two or more family household: Couple family with no children",0
"6","Toorak","One person","Two or more family household: Couple family with children",0
"7","Toorak","One person","Two or more family household: One parent family",0
"8","Toorak","One person","Two or more family household: Other family",0
"9","Toorak","One person","Lone person household",1877
"10","Toorak","One person","Group household",0
"11","Toorak","Two persons","One family household: Couple family with no children",3190
"12","Toorak","Two persons","One family household: Couple family with children",0
"13","Toorak","Two persons","One family household: One parent family",350
"14","Toorak","Two persons","One family household: Other family",156
"15","Toorak","Two persons","Two or more family household: Couple family with no children",0
"16","Toorak","Two persons","Two or more family household: Couple family with children",0
"17","Toorak","Two persons","Two or more family household: One parent family",0
"18","Toorak","Two persons","Two or more family household: Other family",0
"19","Toorak","Two persons","Lone person household",0
"20","Toorak","Two persons","Group household",514
"21","Toorak","Three persons","One family household: Couple family with no children",129
"22","Toorak","Three persons","One family household: Couple family with children",1257
"23","Toorak","Three persons","One family household: One parent family",297
"24","Toorak","Three persons","One family household: Other family",30
"25","Toorak","Three persons","Two or more family household: Couple family with no children",0
"26","Toorak","Three persons","Two or more family household: Couple family with children",0
"27","Toorak","Three persons","Two or more family household: One parent family",0
"28","Toorak","Three persons","Two or more family household: Other family",0
"29","Toorak","Three persons","Lone person household",0
"30","Toorak","Three persons","Group household",267
"31","Toorak","Four persons","One family household: Couple family with no children",44
"32","Toorak","Four persons","One family household: Couple family with children",1792
"33","Toorak","Four persons","One family household: One parent family",120
"34","Toorak","Four persons","One family household: Other family",12
"35","Toorak","Four persons","Two or more family household: Couple family with no children",12
"36","Toorak","Four persons","Two or more family household: Couple family with children",0
"37","Toorak","Four persons","Two or more family household: One parent family",12
"38","Toorak","Four persons","Two or more family household: Other family",0
"39","Toorak","Four persons","Lone person household",0
"40","Toorak","Four persons","Group household",100
"41","Toorak","Five persons","One family household: Couple family with no children",20
"42","Toorak","Five persons","One family household: Couple family with children",1070
"43","Toorak","Five persons","One family household: One parent family",30
"44","Toorak","Five persons","One family household: Other family",0
"45","Toorak","Five persons","Two or more family household: Couple family with no children",0
"46","Toorak","Five persons","Two or more family household: Couple family with children",15
"47","Toorak","Five persons","Two or more family household: One parent family",15
"48","Toorak","Five persons","Two or more family household: Other family",0
"49","Toorak","Five persons","Lone person household",0
"50","Toorak","Five persons","Group household",15
"51","Toorak","Six or more persons","One family household: Couple family with no children",0
"52","Toorak","Six or more persons","One family household: Couple family with children",420
"53","Toorak","Six or more persons","One family household: One parent family",0
"54","Toorak","Six or more persons","One family household: Other family",0
"55","Toorak","Six or more persons","Two or more family household: Couple family with no children",0
"56","Toorak","Six or more persons","Two or more family household: Couple family with children",66
"57","Toorak","Six or more persons","Two or more family household: One parent family",0
"58","Toorak","Six or more persons","Two or more family household: Other family",0
"59","Toorak","Six or more persons","Lone person household",0
"60","Toorak","Six or more persons","Group household",18
