"","SA","Household Size","Family household type","Households count"
"1","St Albans - South","One person","One family household: Couple family with no children",0
"2","St Albans - South","One person","One family household: Couple family with children",0
"3","St Albans - South","One person","One family household: One parent family",0
"4","St Albans - South","One person","One family household: Other family",0
"5","St Albans - South","One person","Two or more family household: Couple family with no children",0
"6","St Albans - South","One person","Two or more family household: Couple family with children",0
"7","St Albans - South","One person","Two or more family household: One parent family",0
"8","St Albans - South","One person","Two or more family household: Other family",0
"9","St Albans - South","One person","Lone person household",986
"10","St Albans - South","One person","Group household",0
"11","St Albans - South","Two persons","One family household: Couple family with no children",1744
"12","St Albans - South","Two persons","One family household: Couple family with children",0
"13","St Albans - South","Two persons","One family household: One parent family",702
"14","St Albans - South","Two persons","One family household: Other family",130
"15","St Albans - South","Two persons","Two or more family household: Couple family with no children",0
"16","St Albans - South","Two persons","Two or more family household: Couple family with children",0
"17","St Albans - South","Two persons","Two or more family household: One parent family",0
"18","St Albans - South","Two persons","Two or more family household: Other family",0
"19","St Albans - South","Two persons","Lone person household",0
"20","St Albans - South","Two persons","Group household",254
"21","St Albans - South","Three persons","One family household: Couple family with no children",219
"22","St Albans - South","Three persons","One family household: Couple family with children",1746
"23","St Albans - South","Three persons","One family household: One parent family",786
"24","St Albans - South","Three persons","One family household: Other family",60
"25","St Albans - South","Three persons","Two or more family household: Couple family with no children",0
"26","St Albans - South","Three persons","Two or more family household: Couple family with children",0
"27","St Albans - South","Three persons","Two or more family household: One parent family",0
"28","St Albans - South","Three persons","Two or more family household: Other family",0
"29","St Albans - South","Three persons","Lone person household",0
"30","St Albans - South","Three persons","Group household",114
"31","St Albans - South","Four persons","One family household: Couple family with no children",120
"32","St Albans - South","Four persons","One family household: Couple family with children",2532
"33","St Albans - South","Four persons","One family household: One parent family",580
"34","St Albans - South","Four persons","One family household: Other family",56
"35","St Albans - South","Four persons","Two or more family household: Couple family with no children",112
"36","St Albans - South","Four persons","Two or more family household: Couple family with children",0
"37","St Albans - South","Four persons","Two or more family household: One parent family",64
"38","St Albans - South","Four persons","Two or more family household: Other family",0
"39","St Albans - South","Four persons","Lone person household",0
"40","St Albans - South","Four persons","Group household",96
"41","St Albans - South","Five persons","One family household: Couple family with no children",50
"42","St Albans - South","Five persons","One family household: Couple family with children",1720
"43","St Albans - South","Five persons","One family household: One parent family",360
"44","St Albans - South","Five persons","One family household: Other family",20
"45","St Albans - South","Five persons","Two or more family household: Couple family with no children",40
"46","St Albans - South","Five persons","Two or more family household: Couple family with children",165
"47","St Albans - South","Five persons","Two or more family household: One parent family",150
"48","St Albans - South","Five persons","Two or more family household: Other family",15
"49","St Albans - South","Five persons","Lone person household",0
"50","St Albans - South","Five persons","Group household",15
"51","St Albans - South","Six or more persons","One family household: Couple family with no children",24
"52","St Albans - South","Six or more persons","One family household: Couple family with children",978
"53","St Albans - South","Six or more persons","One family household: One parent family",234
"54","St Albans - South","Six or more persons","One family household: Other family",0
"55","St Albans - South","Six or more persons","Two or more family household: Couple family with no children",60
"56","St Albans - South","Six or more persons","Two or more family household: Couple family with children",468
"57","St Albans - South","Six or more persons","Two or more family household: One parent family",180
"58","St Albans - South","Six or more persons","Two or more family household: Other family",0
"59","St Albans - South","Six or more persons","Lone person household",0
"60","St Albans - South","Six or more persons","Group household",42
