"","SA","Household Size","Family household type","Households count"
"1","Caroline Springs","One person","One family household: Couple family with no children",0
"2","Caroline Springs","One person","One family household: Couple family with children",0
"3","Caroline Springs","One person","One family household: One parent family",0
"4","Caroline Springs","One person","One family household: Other family",0
"5","Caroline Springs","One person","Two or more family household: Couple family with no children",0
"6","Caroline Springs","One person","Two or more family household: Couple family with children",0
"7","Caroline Springs","One person","Two or more family household: One parent family",0
"8","Caroline Springs","One person","Two or more family household: Other family",0
"9","Caroline Springs","One person","Lone person household",1036
"10","Caroline Springs","One person","Group household",0
"11","Caroline Springs","Two persons","One family household: Couple family with no children",3156
"12","Caroline Springs","Two persons","One family household: Couple family with children",0
"13","Caroline Springs","Two persons","One family household: One parent family",556
"14","Caroline Springs","Two persons","One family household: Other family",120
"15","Caroline Springs","Two persons","Two or more family household: Couple family with no children",0
"16","Caroline Springs","Two persons","Two or more family household: Couple family with children",0
"17","Caroline Springs","Two persons","Two or more family household: One parent family",0
"18","Caroline Springs","Two persons","Two or more family household: Other family",0
"19","Caroline Springs","Two persons","Lone person household",0
"20","Caroline Springs","Two persons","Group household",234
"21","Caroline Springs","Three persons","One family household: Couple family with no children",216
"22","Caroline Springs","Three persons","One family household: Couple family with children",3780
"23","Caroline Springs","Three persons","One family household: One parent family",1047
"24","Caroline Springs","Three persons","One family household: Other family",30
"25","Caroline Springs","Three persons","Two or more family household: Couple family with no children",0
"26","Caroline Springs","Three persons","Two or more family household: Couple family with children",0
"27","Caroline Springs","Three persons","Two or more family household: One parent family",0
"28","Caroline Springs","Three persons","Two or more family household: Other family",0
"29","Caroline Springs","Three persons","Lone person household",0
"30","Caroline Springs","Three persons","Group household",69
"31","Caroline Springs","Four persons","One family household: Couple family with no children",60
"32","Caroline Springs","Four persons","One family household: Couple family with children",7352
"33","Caroline Springs","Four persons","One family household: One parent family",616
"34","Caroline Springs","Four persons","One family household: Other family",12
"35","Caroline Springs","Four persons","Two or more family household: Couple family with no children",92
"36","Caroline Springs","Four persons","Two or more family household: Couple family with children",0
"37","Caroline Springs","Four persons","Two or more family household: One parent family",76
"38","Caroline Springs","Four persons","Two or more family household: Other family",0
"39","Caroline Springs","Four persons","Lone person household",0
"40","Caroline Springs","Four persons","Group household",20
"41","Caroline Springs","Five persons","One family household: Couple family with no children",20
"42","Caroline Springs","Five persons","One family household: Couple family with children",3515
"43","Caroline Springs","Five persons","One family household: One parent family",235
"44","Caroline Springs","Five persons","One family household: Other family",0
"45","Caroline Springs","Five persons","Two or more family household: Couple family with no children",20
"46","Caroline Springs","Five persons","Two or more family household: Couple family with children",190
"47","Caroline Springs","Five persons","Two or more family household: One parent family",130
"48","Caroline Springs","Five persons","Two or more family household: Other family",15
"49","Caroline Springs","Five persons","Lone person household",0
"50","Caroline Springs","Five persons","Group household",0
"51","Caroline Springs","Six or more persons","One family household: Couple family with no children",18
"52","Caroline Springs","Six or more persons","One family household: Couple family with children",1422
"53","Caroline Springs","Six or more persons","One family household: One parent family",168
"54","Caroline Springs","Six or more persons","One family household: Other family",0
"55","Caroline Springs","Six or more persons","Two or more family household: Couple family with no children",48
"56","Caroline Springs","Six or more persons","Two or more family household: Couple family with children",618
"57","Caroline Springs","Six or more persons","Two or more family household: One parent family",150
"58","Caroline Springs","Six or more persons","Two or more family household: Other family",0
"59","Caroline Springs","Six or more persons","Lone person household",0
"60","Caroline Springs","Six or more persons","Group household",0
