"","SA","Household Size","Family household type","Households count"
"1","Croydon Hills - Warranwood","One person","One family household: Couple family with no children",0
"2","Croydon Hills - Warranwood","One person","One family household: Couple family with children",0
"3","Croydon Hills - Warranwood","One person","One family household: One parent family",0
"4","Croydon Hills - Warranwood","One person","One family household: Other family",0
"5","Croydon Hills - Warranwood","One person","Two or more family household: Couple family with no children",0
"6","Croydon Hills - Warranwood","One person","Two or more family household: Couple family with children",0
"7","Croydon Hills - Warranwood","One person","Two or more family household: One parent family",0
"8","Croydon Hills - Warranwood","One person","Two or more family household: Other family",0
"9","Croydon Hills - Warranwood","One person","Lone person household",730
"10","Croydon Hills - Warranwood","One person","Group household",0
"11","Croydon Hills - Warranwood","Two persons","One family household: Couple family with no children",2566
"12","Croydon Hills - Warranwood","Two persons","One family household: Couple family with children",0
"13","Croydon Hills - Warranwood","Two persons","One family household: One parent family",484
"14","Croydon Hills - Warranwood","Two persons","One family household: Other family",70
"15","Croydon Hills - Warranwood","Two persons","Two or more family household: Couple family with no children",0
"16","Croydon Hills - Warranwood","Two persons","Two or more family household: Couple family with children",0
"17","Croydon Hills - Warranwood","Two persons","Two or more family household: One parent family",0
"18","Croydon Hills - Warranwood","Two persons","Two or more family household: Other family",0
"19","Croydon Hills - Warranwood","Two persons","Lone person household",0
"20","Croydon Hills - Warranwood","Two persons","Group household",140
"21","Croydon Hills - Warranwood","Three persons","One family household: Couple family with no children",105
"22","Croydon Hills - Warranwood","Three persons","One family household: Couple family with children",2235
"23","Croydon Hills - Warranwood","Three persons","One family household: One parent family",756
"24","Croydon Hills - Warranwood","Three persons","One family household: Other family",27
"25","Croydon Hills - Warranwood","Three persons","Two or more family household: Couple family with no children",0
"26","Croydon Hills - Warranwood","Three persons","Two or more family household: Couple family with children",0
"27","Croydon Hills - Warranwood","Three persons","Two or more family household: One parent family",0
"28","Croydon Hills - Warranwood","Three persons","Two or more family household: Other family",0
"29","Croydon Hills - Warranwood","Three persons","Lone person household",0
"30","Croydon Hills - Warranwood","Three persons","Group household",9
"31","Croydon Hills - Warranwood","Four persons","One family household: Couple family with no children",36
"32","Croydon Hills - Warranwood","Four persons","One family household: Couple family with children",5364
"33","Croydon Hills - Warranwood","Four persons","One family household: One parent family",368
"34","Croydon Hills - Warranwood","Four persons","One family household: Other family",0
"35","Croydon Hills - Warranwood","Four persons","Two or more family household: Couple family with no children",28
"36","Croydon Hills - Warranwood","Four persons","Two or more family household: Couple family with children",0
"37","Croydon Hills - Warranwood","Four persons","Two or more family household: One parent family",44
"38","Croydon Hills - Warranwood","Four persons","Two or more family household: Other family",0
"39","Croydon Hills - Warranwood","Four persons","Lone person household",0
"40","Croydon Hills - Warranwood","Four persons","Group household",12
"41","Croydon Hills - Warranwood","Five persons","One family household: Couple family with no children",0
"42","Croydon Hills - Warranwood","Five persons","One family household: Couple family with children",2965
"43","Croydon Hills - Warranwood","Five persons","One family household: One parent family",90
"44","Croydon Hills - Warranwood","Five persons","One family household: Other family",0
"45","Croydon Hills - Warranwood","Five persons","Two or more family household: Couple family with no children",25
"46","Croydon Hills - Warranwood","Five persons","Two or more family household: Couple family with children",90
"47","Croydon Hills - Warranwood","Five persons","Two or more family household: One parent family",40
"48","Croydon Hills - Warranwood","Five persons","Two or more family household: Other family",0
"49","Croydon Hills - Warranwood","Five persons","Lone person household",0
"50","Croydon Hills - Warranwood","Five persons","Group household",0
"51","Croydon Hills - Warranwood","Six or more persons","One family household: Couple family with no children",0
"52","Croydon Hills - Warranwood","Six or more persons","One family household: Couple family with children",894
"53","Croydon Hills - Warranwood","Six or more persons","One family household: One parent family",54
"54","Croydon Hills - Warranwood","Six or more persons","One family household: Other family",0
"55","Croydon Hills - Warranwood","Six or more persons","Two or more family household: Couple family with no children",18
"56","Croydon Hills - Warranwood","Six or more persons","Two or more family household: Couple family with children",108
"57","Croydon Hills - Warranwood","Six or more persons","Two or more family household: One parent family",90
"58","Croydon Hills - Warranwood","Six or more persons","Two or more family household: Other family",0
"59","Croydon Hills - Warranwood","Six or more persons","Lone person household",0
"60","Croydon Hills - Warranwood","Six or more persons","Group household",0
