"","SA","Household Size","Family household type","Households count"
"1","Dromana","One person","One family household: Couple family with no children",0
"2","Dromana","One person","One family household: Couple family with children",0
"3","Dromana","One person","One family household: One parent family",0
"4","Dromana","One person","One family household: Other family",0
"5","Dromana","One person","Two or more family household: Couple family with no children",0
"6","Dromana","One person","Two or more family household: Couple family with children",0
"7","Dromana","One person","Two or more family household: One parent family",0
"8","Dromana","One person","Two or more family household: Other family",0
"9","Dromana","One person","Lone person household",1056
"10","Dromana","One person","Group household",0
"11","Dromana","Two persons","One family household: Couple family with no children",2490
"12","Dromana","Two persons","One family household: Couple family with children",0
"13","Dromana","Two persons","One family household: One parent family",426
"14","Dromana","Two persons","One family household: Other family",56
"15","Dromana","Two persons","Two or more family household: Couple family with no children",0
"16","Dromana","Two persons","Two or more family household: Couple family with children",0
"17","Dromana","Two persons","Two or more family household: One parent family",0
"18","Dromana","Two persons","Two or more family household: Other family",0
"19","Dromana","Two persons","Lone person household",0
"20","Dromana","Two persons","Group household",178
"21","Dromana","Three persons","One family household: Couple family with no children",54
"22","Dromana","Three persons","One family household: Couple family with children",828
"23","Dromana","Three persons","One family household: One parent family",342
"24","Dromana","Three persons","One family household: Other family",0
"25","Dromana","Three persons","Two or more family household: Couple family with no children",0
"26","Dromana","Three persons","Two or more family household: Couple family with children",0
"27","Dromana","Three persons","Two or more family household: One parent family",0
"28","Dromana","Three persons","Two or more family household: Other family",0
"29","Dromana","Three persons","Lone person household",0
"30","Dromana","Three persons","Group household",15
"31","Dromana","Four persons","One family household: Couple family with no children",12
"32","Dromana","Four persons","One family household: Couple family with children",1404
"33","Dromana","Four persons","One family household: One parent family",208
"34","Dromana","Four persons","One family household: Other family",0
"35","Dromana","Four persons","Two or more family household: Couple family with no children",16
"36","Dromana","Four persons","Two or more family household: Couple family with children",0
"37","Dromana","Four persons","Two or more family household: One parent family",16
"38","Dromana","Four persons","Two or more family household: Other family",0
"39","Dromana","Four persons","Lone person household",0
"40","Dromana","Four persons","Group household",0
"41","Dromana","Five persons","One family household: Couple family with no children",0
"42","Dromana","Five persons","One family household: Couple family with children",625
"43","Dromana","Five persons","One family household: One parent family",65
"44","Dromana","Five persons","One family household: Other family",0
"45","Dromana","Five persons","Two or more family household: Couple family with no children",0
"46","Dromana","Five persons","Two or more family household: Couple family with children",30
"47","Dromana","Five persons","Two or more family household: One parent family",15
"48","Dromana","Five persons","Two or more family household: Other family",0
"49","Dromana","Five persons","Lone person household",0
"50","Dromana","Five persons","Group household",0
"51","Dromana","Six or more persons","One family household: Couple family with no children",0
"52","Dromana","Six or more persons","One family household: Couple family with children",234
"53","Dromana","Six or more persons","One family household: One parent family",0
"54","Dromana","Six or more persons","One family household: Other family",0
"55","Dromana","Six or more persons","Two or more family household: Couple family with no children",0
"56","Dromana","Six or more persons","Two or more family household: Couple family with children",54
"57","Dromana","Six or more persons","Two or more family household: One parent family",36
"58","Dromana","Six or more persons","Two or more family household: Other family",0
"59","Dromana","Six or more persons","Lone person household",0
"60","Dromana","Six or more persons","Group household",0
