"","SA","Household Size","Family household type","Households count"
"1","Carlton North - Princes Hill","One person","One family household: Couple family with no children",0
"2","Carlton North - Princes Hill","One person","One family household: Couple family with children",0
"3","Carlton North - Princes Hill","One person","One family household: One parent family",0
"4","Carlton North - Princes Hill","One person","One family household: Other family",0
"5","Carlton North - Princes Hill","One person","Two or more family household: Couple family with no children",0
"6","Carlton North - Princes Hill","One person","Two or more family household: Couple family with children",0
"7","Carlton North - Princes Hill","One person","Two or more family household: One parent family",0
"8","Carlton North - Princes Hill","One person","Two or more family household: Other family",0
"9","Carlton North - Princes Hill","One person","Lone person household",954
"10","Carlton North - Princes Hill","One person","Group household",0
"11","Carlton North - Princes Hill","Two persons","One family household: Couple family with no children",1708
"12","Carlton North - Princes Hill","Two persons","One family household: Couple family with children",0
"13","Carlton North - Princes Hill","Two persons","One family household: One parent family",286
"14","Carlton North - Princes Hill","Two persons","One family household: Other family",104
"15","Carlton North - Princes Hill","Two persons","Two or more family household: Couple family with no children",0
"16","Carlton North - Princes Hill","Two persons","Two or more family household: Couple family with children",0
"17","Carlton North - Princes Hill","Two persons","Two or more family household: One parent family",0
"18","Carlton North - Princes Hill","Two persons","Two or more family household: Other family",0
"19","Carlton North - Princes Hill","Two persons","Lone person household",0
"20","Carlton North - Princes Hill","Two persons","Group household",672
"21","Carlton North - Princes Hill","Three persons","One family household: Couple family with no children",120
"22","Carlton North - Princes Hill","Three persons","One family household: Couple family with children",798
"23","Carlton North - Princes Hill","Three persons","One family household: One parent family",183
"24","Carlton North - Princes Hill","Three persons","One family household: Other family",51
"25","Carlton North - Princes Hill","Three persons","Two or more family household: Couple family with no children",0
"26","Carlton North - Princes Hill","Three persons","Two or more family household: Couple family with children",0
"27","Carlton North - Princes Hill","Three persons","Two or more family household: One parent family",0
"28","Carlton North - Princes Hill","Three persons","Two or more family household: Other family",0
"29","Carlton North - Princes Hill","Three persons","Lone person household",0
"30","Carlton North - Princes Hill","Three persons","Group household",696
"31","Carlton North - Princes Hill","Four persons","One family household: Couple family with no children",92
"32","Carlton North - Princes Hill","Four persons","One family household: Couple family with children",1040
"33","Carlton North - Princes Hill","Four persons","One family household: One parent family",48
"34","Carlton North - Princes Hill","Four persons","One family household: Other family",20
"35","Carlton North - Princes Hill","Four persons","Two or more family household: Couple family with no children",12
"36","Carlton North - Princes Hill","Four persons","Two or more family household: Couple family with children",0
"37","Carlton North - Princes Hill","Four persons","Two or more family household: One parent family",20
"38","Carlton North - Princes Hill","Four persons","Two or more family household: Other family",0
"39","Carlton North - Princes Hill","Four persons","Lone person household",0
"40","Carlton North - Princes Hill","Four persons","Group household",372
"41","Carlton North - Princes Hill","Five persons","One family household: Couple family with no children",40
"42","Carlton North - Princes Hill","Five persons","One family household: Couple family with children",320
"43","Carlton North - Princes Hill","Five persons","One family household: One parent family",15
"44","Carlton North - Princes Hill","Five persons","One family household: Other family",0
"45","Carlton North - Princes Hill","Five persons","Two or more family household: Couple family with no children",0
"46","Carlton North - Princes Hill","Five persons","Two or more family household: Couple family with children",15
"47","Carlton North - Princes Hill","Five persons","Two or more family household: One parent family",0
"48","Carlton North - Princes Hill","Five persons","Two or more family household: Other family",0
"49","Carlton North - Princes Hill","Five persons","Lone person household",0
"50","Carlton North - Princes Hill","Five persons","Group household",135
"51","Carlton North - Princes Hill","Six or more persons","One family household: Couple family with no children",0
"52","Carlton North - Princes Hill","Six or more persons","One family household: Couple family with children",102
"53","Carlton North - Princes Hill","Six or more persons","One family household: One parent family",0
"54","Carlton North - Princes Hill","Six or more persons","One family household: Other family",0
"55","Carlton North - Princes Hill","Six or more persons","Two or more family household: Couple family with no children",0
"56","Carlton North - Princes Hill","Six or more persons","Two or more family household: Couple family with children",0
"57","Carlton North - Princes Hill","Six or more persons","Two or more family household: One parent family",0
"58","Carlton North - Princes Hill","Six or more persons","Two or more family household: Other family",0
"59","Carlton North - Princes Hill","Six or more persons","Lone person household",0
"60","Carlton North - Princes Hill","Six or more persons","Group household",42
